,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe,Appearances Bins
21,Bertram Larvan,Secret,Bad,Black,Black,Male,No,11,Sep-1966,New Earth,DC,<100
22,Metalliferro,Public,Bad,Blue,Brown,Male,Yes,2,Nov-1983,New Earth,DC,<10
23,Throttle,Secret,Bad,White,Black,Male,Yes,7,Jun-1985,New Earth,DC,<10
24,Topkick,Non-dual,Bad,Blue,Blond,Male,Yes,1,Oct-1997,New Earth,DC,<10
25,Phantasm,Public,Bad,Brown,Brown,Unknown,Yes,1,Sep-1981,New Earth,DC,<10
26,Cossack,Secret,Bad,Black,Brown,Male,Yes,2,Jan-1978,New Earth,DC,<10
27,Harleen Quinzel,Public,Bad,Blue,Blond,Female,Yes,153,Oct-1999,New Earth,DC,<250
28,Blade Master,Public,Bad,Brown,No,Male,Yes,1,Jun-1981,New Earth,DC,<10
29,Bobo T. Chimpanzee,Public,Bad,Black,Black,Male,Yes,88,Aug-1952,New Earth,DC,<100
30,Quake,Secret,Bad,Brown,Black,Male,Yes,1,Sep-1994,New Earth,DC,<10
31,Norman Grimes,Non-dual,Bad,Blue,Orange,Male,Yes,1,Aug-1976,New Earth,DC,<10
32,Jesse,Public,Bad,Red,Black,Male,Yes,5,Aug-2008,New Earth,DC,<10
33,Four of Spades II,Non-dual,Bad,White,Red,Male,Yes,1,Apr-1992,New Earth,DC,<10
34,King of Spades V,Public,Bad,Red,Black,Male,Yes,5,Oct-2005,New Earth,DC,<10
35,Edward Arling,Public,Bad,Blue,Blond,Male,Yes,2,Feb-1988,New Earth,DC,<10
36,Edward Burke,Secret,Bad,Brown,Red,Male,Yes,5,Oct-1961,New Earth,DC,<10
37,Sledge,Secret,Bad,Red,White,Male,Yes,12,Jan-1995,New Earth,DC,<100
38,Daniel Turpin,Public,Bad,Brown,Brown,Male,No,261,Jun-1942,New Earth,DC,<500
39,Misfit,Secret,Bad,Brown,Red,Male,Yes,3,Sep-1992,New Earth,DC,<10
40,Jacob Bernstein,Secret,Bad,Blue,Blond,Male,Yes,4,Dec-1995,New Earth,DC,<10
41,Kevin Crow Clone,Secret,Bad,Brown,Red,Male,Yes,2,Jan-1994,New Earth,DC,<10
42,Jonas Sloe,Public,Bad,Brown,Red,Male,Yes,3,Nov-1989,New Earth,DC,<10
43,Bud and Lou the Hyenas,Secret,Bad,Blue,Brown,Male,No,9,Mar-2001,New Earth,DC,<10
44,Floyd Ventris,Public,Bad,Blue,Brown,Male,Yes,2,Nov-1954,New Earth,DC,<10
45,Output,Public,Bad,Green,Black,Male,Yes,1,Sep-1997,New Earth,DC,<10
46,Fury-6,Public,Bad,Black,Brown,Male,Yes,11,Dec-2008,New Earth,DC,<100
47,Redzone,Secret,Bad,Yellow,Red,Male,No,4,Jun-1994,New Earth,DC,<10
48,John Deleon,Public,Bad,Green,Black,Male,No,3,Nov-1969,New Earth,DC,<10
49,Dark Druid,Secret,Bad,Black,Brown,Male,Yes,2,Dec-2010,New Earth,DC,<10
50,Ragnar,Public,Bad,Brown,Black,Male,Yes,3,Mar-2012,Unknown,DC,<10
51,Anti-Hero,Secret,Bad,Brown,White,Male,Yes,2,Jul-1999,New Earth,DC,<10
52,Benito Gallo,Public,Bad,Yellow,White,Male,No,3,Mar-2000,New Earth,DC,<10
53,Shalako,Public,Bad,Green,Blond,Male,No,4,Mar-1990,New Earth,DC,<10
54,Kimiyo Hoshi,Secret,Bad,Black,Black,Female,Yes,189,Jul-1985,New Earth,DC,<250
55,Edison,Secret,Bad,Brown,Black,Male,Yes,10,Jun-2006,New Earth,DC,<10
56,Butcher,Secret,Bad,Brown,Black,Unknown,No,17,May-2010,New Earth,DC,<100
57,Kai,Secret,Bad,Brown,Black,Male,No,9,Jul-1995,New Earth,DC,<10
58,Gary Johnson,Secret,Bad,Brown,Auburn,Male,Yes,1,Aug-1983,New Earth,DC,<10
59,Dust Devil,Secret,Bad,Brown,Black,Female,Yes,3,Apr-2010,New Earth,DC,<10
60,Martin van Wyck,Secret,Bad,Blue,Blond,Male,No,27,Mar-1999,New Earth,DC,<100
61,Alec Rois,Secret,Bad,Blue,Black,Male,Yes,13,Apr-1988,New Earth,DC,<100
62,Bette Noir,Secret,Bad,Grey,Black,Female,Yes,2,Feb-1999,New Earth,DC,<10
63,Mad Hatter II,Secret,Bad,Blue,Red,Male,Yes,12,Apr-1956,New Earth,DC,<100
64,Mariposa Nichol,Public,Bad,Brown,No,Female,Yes,6,Sep-2008,New Earth,DC,<10
65,Piledriver,Secret,Bad,Blue,Black,Male,Yes,2,Sep-1981,New Earth,DC,<10
66,Stheno,Public,Bad,Brown,Black,Female,Yes,11,Feb-2001,New Earth,DC,<100
67,Theodore Gavlin,Secret,Bad,Blue,Grey,Male,No,3,Jun-2006,New Earth,DC,<10
68,Gyro,Secret,Bad,Blue,Black,Male,Yes,2,Apr-1993,New Earth,DC,<10
69,Creighton Kendall,Public,Bad,White,Black,Male,No,11,Jun-1992,New Earth,DC,<100
70,Ohm,Secret,Bad,Black,Brown,Male,Yes,1,May-1994,New Earth,DC,<10
71,Eobard Thawne,Secret,Bad,Blue,Red,Male,No,89,Sep-1963,New Earth,DC,<100
72,Ubu,Public,Bad,Blue,Blond,Male,Yes,33,Jun-1971,New Earth,DC,<100
73,Chama Sierra,Non-dual,Bad,Brown,Black,Male,Yes,3,Nov-1995,New Earth,DC,<10
74,William Tockman,Public,Bad,Blue,Black,Male,No,32,Aug-1960,New Earth,DC,<100
75,Freelance,Public,Bad,Yellow,Black,Male,Yes,1,Dec-1994,New Earth,DC,<10
76,Randall Mikavic,Secret,Bad,Grey,Brown,Male,Yes,4,Sep-2010,New Earth,DC,<10
77,Charliehorse,Secret,Bad,Black,Brown,Male,Yes,2,Nov-2005,New Earth,DC,<10
78,Metalhead,Secret,Bad,Blue,Brown,Male,Yes,3,Nov-1992,New Earth,DC,<10
79,Eric Forrester,Non-dual,Bad,Blue,Black,Male,No,3,Oct-1988,New Earth,DC,<10
80,Thunderer II,Secret,Bad,White,Brown,Male,No,1,Dec-2007,New Earth,DC,<10
81,Jonathan Law,Secret,Bad,Blue,Blond,Male,No,84,Oct-1941,New Earth,DC,<100
82,Cornelius Stirk,Public,Bad,Blue,No,Male,Yes,22,Nov-1988,New Earth,DC,<100
83,Miss Army Knife,Secret,Bad,Green,Blond,Female,No,3,Aug-2009,New Earth,DC,<10
84,Daniel Maris,Public,Bad,Brown,Brown,Male,No,2,Mar-1996,New Earth,DC,<10
85,Konrad Kaslak,Public,Bad,Blue,White,Male,Yes,5,Sep-1990,New Earth,DC,<10
86,Milton Kroft,Secret,Bad,Brown,Brown,Male,Yes,5,Feb-2010,New Earth,DC,<10
87,Kajz Dox,Secret,Bad,Green,Blond,Male,Yes,2,Aug-1965,Unknown,DC,<10
88,Five of Diamonds I,Secret,Bad,White,Blond,Male,Yes,1,Apr-1992,New Earth,DC,<10
89,Doll Face,Secret,Bad,Green,Blond,Female,Yes,3,Dec-2010,New Earth,DC,<10
90,Wotan,Secret,Bad,Black,Green,Male,Yes,26,May-1940,New Earth,DC,<100
91,Marcus Wise,Public,Bad,Black,Brown,Male,Yes,13,Mar-2008,New Earth,DC,<100
92,Taro Raiden,Secret,Bad,White,Black,Male,No,9,Nov-1986,New Earth,DC,<10
93,Mordru,Public,Bad,Hazel,Brown,Male,Yes,36,Jun-1968,New Earth,DC,<100
94,Black Commando,Secret,Bad,Brown,Red,Male,Yes,1,Dec-2010,New Earth,DC,<10
95,Karl Courtney,Secret,Bad,Blue,Red,Male,No,10,Jun-1976,New Earth,DC,<10
96,Willis Danko,Public,Bad,Black,Red,Male,No,3,Jan-1995,New Earth,DC,<10
97,Klaus Cornelius,Public,Bad,Blue,Grey,Male,Yes,11,Jul-1987,New Earth,DC,<100
98,Abner Krill,Secret,Bad,Blue,Black,Male,No,8,Feb-1962,New Earth,DC,<10
99,Scar,Secret,Bad,Black,No,Female,No,49,Jan-2008,New Earth,DC,<100
100,Anton Lamont,Secret,Bad,Blue,White,Male,Yes,22,Oct-1978,New Earth,DC,<100
101,Ian Karkull,Public,Bad,White,Brown,Male,No,11,Jul-1941,New Earth,DC,<100
102,Twilight,Secret,Bad,Yellow,Brown,Female,No,2,Apr-1996,New Earth,DC,<10
103,Bonehead,Secret,Bad,Black,Brown,Male,Yes,1,Nov-2010,New Earth,DC,<10
104,Motalla,Public,Bad,Brown,Black,Female,Yes,3,Jun-1997,New Earth,DC,<10
105,Harmonia,Public,Bad,Blue,Blond,Female,Yes,14,Feb-1987,New Earth,DC,<100
106,Leron,Public,Bad,Brown,Bald,Male,Yes,4,Oct-1963,New Earth,DC,<10
107,Erszebet Bathory,Public,Bad,Brown,Blond,Female,Yes,1,Apr-2009,New Earth,DC,<10
108,Amunet Black,Public,Bad,Black,Blue,Female,Yes,10,Aug-2001,New Earth,DC,<10
109,Ned Creegan,Public,Bad,Black,Brown,Male,Yes,5,Sep-1967,New Earth,DC,<10
110,Underhand,Secret,Bad,Blue,Black,Male,Yes,3,Nov-2009,New Earth,DC,<10
111,Elizabeth Alderman,Public,Bad,Black,Black,Female,No,19,Sep-1991,New Earth,DC,<100
112,Artemis Freeker,Secret,Bad,Blue,Brown,Male,Yes,3,Feb-1997,New Earth,DC,<10
113,Marcie Cooper,Secret,Bad,Blue,Blond,Female,Yes,15,May-1985,New Earth,DC,<100
114,Oberon Sexton,Public,Bad,Brown,White,Male,Yes,2,Aug-2010,New Earth,DC,<10
115,Carl Sands,Secret,Bad,Brown,Black,Male,Yes,73,Jul-1961,New Earth,DC,<100
116,Roger Goldman,Secret,Bad,Brown,Brown,Male,No,4,Apr-1993,New Earth,DC,<10
117,Joan Ng,Public,Bad,Brown,Brown,Female,Yes,1,Mar-2011,New Earth,DC,<10
118,Carl Hammer,Public,Bad,Black,Black,Male,Yes,1,Feb-1985,New Earth,DC,<10
119,Jackanapes,Secret,Bad,Brown,Black,Male,Yes,3,Jul-2007,New Earth,DC,<10
120,Dela Pharon,Secret,Bad,Green,Blond,Female,Yes,5,Dec-1965,New Earth,DC,<10
121,Claudio Volpe,Public,Bad,Brown,Blond,Male,Yes,4,Aug-1998,New Earth,DC,<10
122,Mzzttexxal,Secret,Bad,Brown,Grey,Female,Yes,12,Feb-1985,New Earth,DC,<100
123,Sitra,Secret,Bad,Green,Brown,Female,No,1,Jan-2006,New Earth,DC,<10
124,Z-1,Public,Bad,Yellow,Brown,Male,Yes,4,May-1963,New Earth,DC,<10
125,Fred Bentson,Secret,Bad,Blue,Blond,Male,Yes,14,Jul-1994,New Earth,DC,<100
126,Jack of Clubs IV,Secret,Bad,Brown,Black,Male,Yes,1,Oct-2010,New Earth,DC,<10
127,William Walsh,Secret,Bad,Brown,Brown,Male,No,10,Jul-1984,New Earth,DC,<10
128,Notional Man,Public,Bad,White,White,Male,Yes,2,Nov-1990,New Earth,DC,<10
129,Nicholas Pierce,Secret,Bad,Black,Red,Male,Yes,1,Oct-2011,New Earth,DC,<10
130,Venev,Secret,Bad,Brown,White,Female,No,8,Aug-1993,New Earth,DC,<10
131,Diro Yat,Public,Bad,Black,Black,Male,Yes,7,Jan-2008,New Earth,DC,<10
132,Holocaust,Public,Bad,Grey,Grey,Male,Yes,1,Mar-1988,New Earth,DC,<10
133,Lord of Limbo,Unknown,Bad,Red,Brown,Male,Yes,2,Apr-1980,Earth-One,DC,<10
134,Anubis of the Dogpound,Public,Bad,Blue,No,Male,Yes,10,Sep-2008,New Earth,DC,<10
135,Cambodian,Secret,Bad,Blue,Brown,Male,Yes,6,Sep-1987,New Earth,DC,<10
136,Spin Doctor I,Secret,Bad,Blue,Red,Male,No,2,Nov-2006,New Earth,DC,<10
137,Takeo Yamashiro,Secret,Bad,Pink,Black,Male,No,6,Apr-1984,New Earth,DC,<10
138,Dennis Blake,Public,Bad,Blue,Blond,Male,No,10,Oct-1988,New Earth,DC,<10
139,Felix Faust,Secret,Bad,Brown,Black,Male,Yes,95,Mar-1962,New Earth,DC,<100
140,Lee Carver,Secret,Bad,Hazel,Brown,Male,Yes,3,Apr-1968,New Earth,DC,<10
141,Ivan Illyich Gort,Secret,Bad,Blue,Black,Male,Yes,19,Jan-1988,New Earth,DC,<100
142,Miss Fear,Public,Bad,Brown,Black,Female,Yes,4,Oct-1998,New Earth,DC,<10
143,Prince Aquamarine,Public,Bad,Brown,Brown,Male,Yes,1,Mar-1985,New Earth,DC,<10
144,Plutonium,Secret,Bad,Photocellular,Bald,Male,Yes,1,Jul-1963,New Earth,DC,<10
145,Janwillem Kroef,Public,Bad,Brown,White,Male,Yes,15,Jan-1988,New Earth,DC,<100
146,Prudence Wood,Secret,Bad,Yellow,Grey,Female,Yes,13,Aug-2009,New Earth,DC,<100
147,Rockface,Secret,Bad,White,No,Male,Yes,4,Jun-1994,New Earth,DC,<10
148,Chill,Secret,Bad,Purple,Black,Male,No,7,Feb-2008,New Earth,DC,<10
149,Peter Hayes,Public,Bad,Brown,Brown,Male,Yes,5,Aug-2010,New Earth,DC,<10
150,Edwardo Guzman,Public,Bad,Blue,Black,Male,No,4,Apr-1992,New Earth,DC,<10
151,Herbert Hynde,Public,Bad,Red,Grey,Male,Yes,8,Nov-1983,New Earth,DC,<10
152,Acolyte,Secret,Bad,Red,Blue,Male,Yes,2,Jun-1999,New Earth,DC,<10
153,Electrocutioner II,Secret,Bad,Blue,Brown,Male,Yes,1,Feb-1991,New Earth,DC,<10
154,Mister Smith,Secret,Bad,Brown,Black,Male,Yes,11,Apr-1984,New Earth,DC,<100
155,Ace of Diamonds II,Secret,Bad,White,Black,Male,Yes,2,Oct-2009,New Earth,DC,<10
156,Zazzala,Secret,Bad,Blue,Black,Female,Yes,28,Nov-1963,New Earth,DC,<100
157,Mrs. Gradenko,Public,Bad,Blue,Grey,Female,Yes,4,Jun-1991,New Earth,DC,<10
158,Skallox,Public,Bad,Yellow,No,Male,Yes,39,Dec-2008,New Earth,DC,<100
159,Ixion,Public,Bad,Red,Green,Male,No,4,Dec-1988,New Earth,DC,<10
160,Zombie,Secret,Bad,Brown,Red,Male,Yes,20,Jan-1993,New Earth,DC,<100
161,Daniel Rogers,Secret,Bad,Black,Brown,Male,Yes,4,May-2011,New Earth,DC,<10
162,Lyssa Drak,Public,Bad,Red,Black,Female,Yes,27,May-2007,New Earth,DC,<100
163,Sterling Fry,Public,Bad,White,Black,Male,Yes,1,Mar-2008,New Earth,DC,<10
164,Dale Smith,Secret,Bad,Brown,Brown,Male,Yes,1,Nov-2007,New Earth,DC,<10
165,Zhang Xiaomei,Secret,Bad,White,Black,Female,Yes,2,Oct-2005,New Earth,DC,<10
166,Micro,Secret,Bad,Gold,Black,Male,Yes,2,Oct-2007,New Earth,DC,<10
167,Rena,Non-dual,Bad,Brown,Black,Female,Yes,4,Sep-2007,New Earth,DC,<10
168,Carla Moretti,Secret,Bad,Brown,Brown,Female,No,17,Jul-2010,New Earth,DC,<100
169,Julian Day,Secret,Bad,Black,No,Male,Yes,32,Sep-1958,New Earth,DC,<100
170,Nina Damfino,Secret,Bad,Black,Black,Female,Yes,9,Jan-1995,New Earth,DC,<10
171,Kylstar,Non-dual,Bad,Yellow,Grey,Male,Yes,1,Oct-1990,New Earth,DC,<10
172,Phoney Baloney,Secret,Bad,Blue,Black,Male,No,3,Aug-2009,New Earth,DC,<10
173,Warren Lawford,Secret,Bad,Brown,White,Male,Yes,9,Mar-1958,New Earth,DC,<10
174,Overman,Secret,Bad,Blue,Black,Male,Yes,3,May-1990,Unknown,DC,<10
175,Black Assassin,Secret,Bad,Brown,Brown,Male,No,2,Apr-1982,Earth-Two,DC,<10
176,Eva Green,Secret,Bad,Blue,Blond,Female,Yes,2,Nov-1996,New Earth,DC,<10
177,Firepower,Secret,Bad,Brown,Blond,Male,Yes,1,May-1994,New Earth,DC,<10
178,Arnold Pruett,Secret,Bad,Red,Red,Male,Yes,20,Jul-1984,New Earth,DC,<100
179,Rott,Public,Bad,Red,Black,Male,Yes,1,Apr-1992,New Earth,DC,<10
180,Ruth Spencer,Secret,Bad,Brown,Black,Female,Yes,5,Jan-1990,New Earth,DC,<10
181,Mimic,Secret,Bad,Brown,Black,Male,Yes,3,Feb-2011,New Earth,DC,<10
182,Black-Cloud-In-Morning,Secret,Bad,Brown,Black,Male,No,12,Jun-1982,New Earth,DC,<100
183,Mirabai,Public,Bad,Blue,Brown,Female,Yes,7,Jul-2009,New Earth,DC,<10
184,Citizen Abra,Secret,Bad,Blue,Black,Male,Yes,92,May-1962,New Earth,DC,<100
185,Kent Connor,Secret,Bad,Black,Black,Male,No,22,Jan-1997,New Earth,DC,<100
186,Hilt,Secret,Bad,Blue,Blond,Male,Yes,1,May-2011,New Earth,DC,<10
187,Brunt,Secret,Bad,Blue,Black,Male,No,6,Jul-2009,New Earth,DC,<10
188,Darius Tiko,Secret,Bad,Red,Bald,Male,Yes,2,Nov-1958,New Earth,DC,<10
189,Tapeworm,Secret,Bad,Black,Black,Male,Yes,13,Jan-2006,New Earth,DC,<100
190,Aluminum,Secret,Bad,Photocellular,Brown,Male,Yes,1,Jul-1963,New Earth,DC,<10
191,Sheeva,Public,Bad,Green,Blue,Female,Yes,10,Dec-1998,New Earth,DC,<10
192,Eight of Hearts I,Secret,Bad,Blue,Blond,Female,No,1,Oct-2009,New Earth,DC,<10
193,Bloodtype,Secret,Bad,Purple,No,Male,No,1,Aug-1996,New Earth,DC,<10
194,Aleister Golden,Public,Bad,Black,Blond,Male,Yes,3,Jan-2011,New Earth,DC,<10
195,Aurora,Public,Bad,Blue,Black,Female,Yes,1,Nov-1983,Earth-One,DC,<10
196,Cyborg-87,Public,Bad,Blue,Grey,Unknown,Yes,1,Apr-1989,New Earth,DC,<10
197,Brian Elliot,Public,Bad,Blue,Blond,Male,Yes,6,May-1993,New Earth,DC,<10
198,Big Don Drummond,Secret,Bad,Brown,Brown,Male,Yes,1,Aug-2009,New Earth,DC,<10
199,Metamorpheus,Secret,Bad,Blue,Brown,Male,No,5,Apr-1992,New Earth,DC,<10
200,Bradford Sackett,Public,Bad,Black,Brown,Male,Yes,4,Dec-1997,New Earth,DC,<10
201,Branden,Secret,Bad,Blue,Brown,Male,No,6,Mar-1987,New Earth,DC,<10
202,Phantasm II,Public,Bad,Blue,Brown,Unknown,No,21,Mar-1992,New Earth,DC,<100
203,Jack of Hearts I,Secret,Bad,Brown,Black,Male,Yes,1,Feb-2002,New Earth,DC,<10
204,Duel Eknham,Public,Bad,Grey,Black,Male,No,8,Jun-2008,New Earth,DC,<10
205,Actuary,Secret,Bad,Black,White,Male,Yes,3,Mar-1995,New Earth,DC,<10
206,Deadline,Secret,Bad,Brown,Blond,Male,Yes,32,Oct-1989,New Earth,DC,<100
207,Natalia Dzerchenko,Public,Bad,Brown,Brown,Female,Yes,21,Dec-1993,New Earth,DC,<100
208,Deuce Canyard,Public,Bad,Blue,Blond,Male,No,4,Oct-2005,New Earth,DC,<10
209,John Williamson,Public,Bad,Blue,Black,Male,Yes,6,Oct-2004,New Earth,DC,<10
210,Baby Boom,Secret,Bad,Brown,Blond,Female,Yes,10,Aug-1985,New Earth,DC,<10
211,Pom Pom Girl,Secret,Bad,Black,Blond,Female,Yes,1,May-1998,New Earth,DC,<10
212,George Barrow,Secret,Bad,White,Black,Male,No,2,Sep-1978,New Earth,DC,<10
213,Antiphon,Secret,Bad,Blue,Blond,Male,Yes,2,Sep-2002,New Earth,DC,<10
214,Lutefisk,Secret,Bad,Violet,Black,Male,Yes,2,Apr-1993,New Earth,DC,<10
215,Manuel Carlito,Public,Bad,Black,Brown,Male,Yes,2,May-2011,New Earth,DC,<10
216,Whiteout,Secret,Bad,White,White,Male,Yes,5,Jun-1986,New Earth,DC,<10
217,Bixby Rhodes,Public,Bad,Black,Black,Male,Yes,2,Jun-2011,New Earth,DC,<10
218,Mentor the Magnificent,Public,Bad,Brown,Brown,Male,Yes,1,Aug-1965,Earth-Four,DC,<10
219,Napalm I,Secret,Bad,Blue,Red,Male,Yes,3,Jun-1993,New Earth,DC,<10
220,Mole,Secret,Bad,White,Brown,Male,Yes,3,Aug-1982,New Earth,DC,<10
221,Minerva,Secret,Bad,Brown,Brown,Female,Yes,3,Dec-1996,New Earth,DC,<10
222,Dagon-Ra,Public,Bad,Blue,White,Male,No,5,May-1990,New Earth,DC,<10
223,Zephyr,Secret,Bad,Green,Red,Female,Yes,2,Mar-1994,New Earth,DC,<10
224,Jiv Reduu,Public,Bad,Blue,Black,Male,No,2,Aug-1991,New Earth,DC,<10
225,Carmine Falcone,Public,Bad,Brown,White,Male,No,24,Feb-1987,New Earth,DC,<100
226,Birgit Eisenmann,Public,Bad,One,Black,Female,No,3,Nov-1991,New Earth,DC,<10
227,Holly Green,Secret,Bad,Blue,Blond,Female,Yes,2,Nov-1996,New Earth,DC,<10
228,Gangly Man,Secret,Bad,Green,Brown,Male,Yes,5,Jun-2008,New Earth,DC,<10
229,Guilt,Secret,Bad,Green,Blue,Genderless,Yes,1,Jul-2005,New Earth,DC,<10
230,Uxas,Public,Bad,Red,Brown,Male,No,388,Dec-1970,New Earth,DC,<500
231,Rose Beryl,Secret,Bad,Blue,Red,Female,Yes,1,Dec-1987,New Earth,DC,<10
232,Hardknox,Secret,Bad,Brown,Black,Male,Yes,1,Dec-1993,New Earth,DC,<10
233,William Dawson,Public,Bad,Red,Black,Male,Yes,2,Mar-1962,New Earth,DC,<10
234,Isaac Bowin,Secret,Bad,Blue,Blond,Male,No,68,Jan-1948,New Earth,DC,<100
235,Lyana,Public,Bad,Brown,Black,Female,Yes,1,Sep-1991,New Earth,DC,<10
236,Albert Desmond,Secret,Bad,Green,Red,Male,Yes,65,Apr-1958,New Earth,DC,<100
237,Mister Whisper,Secret,Bad,Blue,Black,Male,No,5,Apr-1990,New Earth,DC,<10
238,Veil,Secret,Bad,Yellow,Blond,Male,Yes,1,Jan-1989,New Earth,DC,<10
239,Worla,Public,Bad,Brown,Black,Male,Yes,5,May-1946,New Earth,DC,<10
240,Blake,Public,Bad,Black,Brown,Male,Yes,2,Oct-2009,New Earth,DC,<10
241,Thunderer,Public,Bad,Brown,Brown,Male,Yes,4,Oct-1967,New Earth,DC,<10
242,Brain-Bandit,Secret,Bad,Green,Red,Male,Yes,2,Mar-1994,New Earth,DC,<10
243,Theodore Gaynor,Public,Bad,Green,Blond,Male,No,10,Jan-1984,New Earth,DC,<10
244,Lucia Viti,Public,Bad,Blue,Brown,Female,No,2,Dec-1999,New Earth,DC,<10
245,Chun Yull,Secret,Bad,Red,Blond,Male,Yes,20,Jan-1961,New Earth,DC,<100
246,Deborah Morgna,Secret,Bad,Green,Red,Female,Yes,7,Mar-2007,New Earth,DC,<10
247,Oblivion,Public,Bad,Blue,Brown,Female,Yes,10,Jan-1999,New Earth,DC,<10
248,Chester Runk,Public,Bad,Brown,Black,Male,Yes,32,Feb-1988,New Earth,DC,<100
249,Joseph Coyne,Public,Bad,Brown,Blond,Male,No,4,Sep-1947,New Earth,DC,<10
250,Andrew McFee,Secret,Bad,Brown,Red,Male,No,1,Oct-1997,New Earth,DC,<10
251,Blaze,Secret,Bad,Red,Black,Female,Yes,49,Jul-1990,New Earth,DC,<100
252,Adder,Secret,Bad,Brown,Bald,Male,No,1,Jul-1998,New Earth,DC,<10
253,Electrocutioner I,Secret,Bad,Brown,Red,Male,No,14,Jan-1981,New Earth,DC,<100
254,Syonide I,Secret,Bad,Blue,Blond,Male,Yes,5,Jul-1977,New Earth,DC,<10
255,Wanda Wayland,Public,Bad,Brown,Blond,Female,Yes,30,Jun-1982,New Earth,DC,<100
256,Familiar,Public,Bad,Brown,Blond,Female,Yes,1,Sep-1981,New Earth,DC,<10
257,Enrico Inzerillo,Public,Bad,Brown,Grey,Male,Yes,3,Jun-2000,New Earth,DC,<10
258,William Bruce Smith,Public,Bad,Black,Black,Male,Yes,3,Feb-1999,New Earth,DC,<10
259,Mongal,Public,Bad,Red,Brown,Female,No,11,Sep-1995,New Earth,DC,<100
260,Lazlo Valentin,Public,Bad,Brown,Brown,Male,Yes,7,Jul-2007,New Earth,DC,<10
261,Rosie,Secret,Bad,Blue,Red,Female,No,11,May-1984,New Earth,DC,<100
262,Mink,Secret,Bad,Brown,Black,Male,No,1,Apr-1996,New Earth,DC,<10
263,Starro,Public,Bad,Black,No,Male,Yes,74,Mar-1960,New Earth,DC,<100
264,John LaMonica,Secret,Bad,Brown,Black,Male,No,6,May-1995,New Earth,DC,<10
265,Peter Merkel,Secret,Bad,Brown,Red,Male,No,33,Dec-1942,New Earth,DC,<100
266,Arak Wind-Walker,Secret,Bad,Yellow,Black,Male,No,11,Aug-1985,New Earth,DC,<100
267,Brains II,Public,Bad,Black,Blond,Female,Yes,4,Feb-1983,New Earth,DC,<10
268,Crazytop,Secret,Bad,Brown,Brown,Male,Yes,1,Jan-1999,New Earth,DC,<10
269,Albert Michaels,Secret,Bad,Blue,Blond,Male,Yes,23,May-1978,New Earth,DC,<100
270,Skull,Secret,Bad,Green,Black,Male,No,4,Aug-1998,New Earth,DC,<10
271,Hildy Park,Public,Bad,Blue,Black,Female,Yes,1,Nov-1978,New Earth,DC,<10
272,Leroy,Secret,Bad,Green,Black,Male,Yes,7,Feb-2003,New Earth,DC,<10
273,Maaldor,Public,Bad,Red,Red,Male,No,11,Apr-1983,New Earth,DC,<100
274,Yao Fei,Secret,Bad,Black,Black,Male,Yes,19,Jun-2006,New Earth,DC,<100
