,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe,Appearances Bins
65,Piotr Phobos,Public,Bad,Blue,Grey,Male,Yes,4,Apr-1981,Earth-616,Marvel,<10
66,Billy Kitson,Secret,Bad,Brown,Black,Male,Yes,7,Oct-1994,Earth-616,Marvel,<10
67,Edward Elmgren,Secret,Bad,Brown,Brown,Male,No,2,Mar-1942,Earth-616,Marvel,<10
68,Richard Yurocko,Secret,Bad,White,Blond,Male,No,4,May-1992,Earth-616,Marvel,<10
69,Calcium Master,Secret,Bad,Black,Black,Male,No,1,Sep-1946,Earth-616,Marvel,<10
70,Mick Bird,Secret,Bad,Black,Black,Male,Yes,1,Jul-1963,Earth-616,Marvel,<10
71,Ampzilla,Secret,Bad,Blue,No,Male,Yes,5,Nov-1981,Earth-616,Marvel,<10
72,Voyager,Secret,Bad,Variable,Variable,Male,Yes,6,Sep-1993,Earth-616,Marvel,<10
73,Eblis,Secret,Bad,White,No,Male,Yes,1,Sep-1982,Earth-616,Marvel,<10
74,Running Wolf,Public,Bad,Brown,Black,Male,Yes,2,Apr-1954,Earth-616,Marvel,<10
75,River Verys,Public,Bad,White,Grey,Male,No,8,Dec-1995,Earth-616,Marvel,<10
76,Raker,Public,Bad,Brown,Red,Male,No,5,Aug-2008,Earth-616,Marvel,<10
77,Tarene,Secret,Bad,Green,Blond,Female,No,1,Dec-2008,Earth-616,Marvel,<10
78,Dusk,Secret,Bad,Green,Bald,Female,Yes,1,Dec-1993,Earth-616,Marvel,<10
79,Varnae,Secret,Bad,Red,Green,Male,Yes,16,Dec-1982,Earth-616,Marvel,<100
80,Von Brukk,Non-dual,Bad,Brown,White,Male,No,1,Jul-1942,Earth-616,Marvel,<10
81,Bonegrinder,Secret,Bad,Black,No,Male,No,3,Oct-2011,Earth-616,Marvel,<10
82,Asahiri Aoki,Secret,Bad,Brown,Auburn,Female,Yes,4,May-2004,Earth-616,Marvel,<10
83,Worm,Secret,Bad,Yellow,White,Male,Yes,9,Oct-1989,Earth-616,Marvel,<10
84,Edward Brecker,Public,Bad,Green,White,Male,Yes,3,Nov-2003,Earth-616,Marvel,<10
85,Erica Fortune,Public,Bad,Blue,Blond,Female,Yes,13,Jan-1988,Earth-616,Marvel,<100
86,Randy Tate,Secret,Bad,Blue,Blond,Female,Yes,3,Dec-1976,Earth-616,Marvel,<10
87,Elmer Gore,Public,Bad,Black,No,Male,Yes,8,Feb-1989,Earth-616,Marvel,<10
88,Moina,Public,Bad,Blue,Blond,Female,No,2,Aug-1994,Earth-616,Marvel,<10
89,Max Pressman,Secret,Bad,Green,White,Male,Yes,8,Aug-1997,Earth-616,Marvel,<10
90,Johnny Clostro,Non-dual,Bad,Brown,Black,Male,No,1,Sep-1942,Earth-616,Marvel,<10
91,Aradnea,Public,Bad,Brown,Black,Female,Yes,7,Aug-2011,Earth-616,Marvel,<10
92,Henry Akai,Secret,Bad,Brown,Black,Male,Yes,2,Aug-1992,Earth-616,Marvel,<10
93,Infernal Man,Secret,Bad,Brown,No,Male,Yes,3,Sep-2007,Earth-616,Marvel,<10
94,Remiped,Secret,Bad,Blue,Brown,Male,Yes,5,Oct-2000,Earth-616,Marvel,<10
95,Metzger,Secret,Bad,Blue,Bald,Male,No,3,Dec-2008,Earth-616,Marvel,<10
96,Turner,Secret,Bad,White,Brown,Male,No,1,Oct-2008,Earth-616,Marvel,<10
97,Nguyen Ngoc Coy,Public,Bad,Brown,Black,Male,Yes,34,Dec-1980,Earth-616,Marvel,<100
98,Ael-Dan,Non-dual,Bad,Black,White,Male,No,3,Aug-1991,Earth-616,Marvel,<10
99,Nedra,Secret,Bad,Brown,Black,Female,No,5,May-2013,Earth-616,Marvel,<10
100,Roscoe,Public,Bad,Blue,Black,Male,No,4,Mar-1971,Earth-616,Marvel,<10
101,Andrea Haggard,Secret,Bad,Green,Black,Female,Yes,7,Sep-1991,Earth-616,Marvel,<10
102,James Howlett,Secret,Bad,Green,No,Male,No,16,Aug-1999,Earth-616,Marvel,<100
103,Max Hunter,Public,Bad,Brown,Black,Male,Yes,6,Nov-2004,Earth-616,Marvel,<10
104,Ransome Sole,Secret,Bad,Black,Blond,Male,No,2,Aug-2000,Earth-616,Marvel,<10
105,Nickel,Public,Bad,Orange,No,Unknown,Yes,2,Oct-1997,Earth-616,Marvel,<10
106,Death Reaper,Secret,Bad,Brown,Black,Female,Yes,6,Aug-2009,Earth-616,Marvel,<10
107,Izan,Secret,Bad,Blue,Bald,Male,No,1,Feb-1943,Earth-616,Marvel,<10
108,Baron Krugg,Public,Bad,Green,Green,Male,No,1,Dec-1944,Earth-616,Marvel,<10
109,Toto,Public,Bad,Brown,Grey,Male,No,1,Dec-1953,Earth-616,Marvel,<10
110,Eimin Worthington,Secret,Bad,No,Bald,Female,No,10,May-2013,Earth-616,Marvel,<10
111,Rick Lawson,Secret,Bad,Red,Brown,Male,Yes,4,May-1997,Earth-616,Marvel,<10
112,Vincent,Secret,Bad,Green,Red,Male,Yes,10,Jan-2005,Earth-616,Marvel,<10
113,Tyr,Public,Bad,Silver,Silver,Male,Yes,1,Nov-1988,Earth-616,Marvel,<10
114,Leper Queen,Known to Authorities,Bad,Brown,Bald,Female,No,17,Jan-2006,Earth-616,Marvel,<100
115,Dirk Leydon,Public,Bad,Green,Blond,Male,Yes,1,Aug-1993,Earth-616,Marvel,<10
116,Tuurgid,Secret,Bad,Green,Black,Male,Yes,1,Oct-1994,Earth-616,Marvel,<10
117,Ralph Hutchins,Secret,Bad,Brown,Brown,Male,Yes,10,Jul-1980,Earth-616,Marvel,<10
118,Judas Traveller,Public,Bad,Red,White,Male,Yes,29,Oct-1994,Earth-616,Marvel,<100
119,Moudini,Secret,Bad,Black,Black,Male,Yes,1,Jun-1946,Earth-616,Marvel,<10
120,Kaz,Secret,Bad,Brown,Black,Male,Yes,8,Oct-2007,Earth-616,Marvel,<10
121,Lenora Moore,Secret,Bad,Magenta,Brown,Female,Yes,1,Apr-1948,Earth-616,Marvel,<10
122,Arc,Secret,Bad,Grey,Grey,Male,Yes,1,Jan-1994,Earth-616,Marvel,<10
123,Lionel Dibbs,Public,Bad,Brown,Black,Male,Yes,3,Mar-1971,Earth-616,Marvel,<10
124,Yagyu Kojiro,Secret,Bad,Blue,Black,Male,Yes,1,May-2009,Earth-616,Marvel,<10
125,Madam Qwa,Secret,Bad,Blue,Grey,Female,Yes,10,Mar-1997,Earth-616,Marvel,<10
126,Tobias,Secret,Bad,Red,Brown,Male,Yes,5,Nov-1995,Earth-616,Marvel,<10
127,Ramon Dantas,Public,Bad,Blue,Brown,Male,Yes,4,Oct-1966,Earth-616,Marvel,<10
128,Smell,Secret,Bad,White,Brown,Female,Yes,1,Oct-1988,Earth-616,Marvel,<10
129,Tarnok-Kol,Public,Bad,Blue,Blond,Male,Yes,1,May-1995,Earth-616,Marvel,<10
130,Spawn of the Witch Queen,Secret,Bad,Gold,White,Male,No,1,Nov-1942,Earth-616,Marvel,<10
131,Klaus Kruger,Secret,Bad,Red,Black,Male,No,1,Aug-1965,Earth-616,Marvel,<10
132,Dubose Wilson,Public,Bad,Green,Black,Male,Yes,8,Feb-1991,Earth-616,Marvel,<10
133,Gojo,Public,Bad,Yellow,White,Male,No,1,Sep-1942,Earth-616,Marvel,<10
134,Carl Kerridge,Secret,Bad,Blue,White,Male,Yes,1,Jul-1994,Earth-616,Marvel,<10
135,Jonathan Gatesworth,Public,Bad,Blue,Grey,Male,Yes,1,Jun-1996,Earth-616,Marvel,<10
136,Visis,Secret,Bad,Green,Black,Male,Yes,6,Jun-1971,Earth-616,Marvel,<10
137,Olvido,Secret,Bad,Blue,Blue,Male,Yes,3,Oct-2010,Earth-616,Marvel,<10
138,Skitter,Secret,Bad,Blue,White,Male,Yes,1,Dec-1993,Earth-616,Marvel,<10
139,Lord Nekron,Secret,Bad,Blue,Black,Male,No,1,Nov-1968,Earth-616,Marvel,<10
140,Idnar,Public,Bad,Black,Blond,Unknown,Yes,1,Apr-1992,Earth-616,Marvel,<10
141,Aaron Thorne,Non-dual,Bad,Blue,Brown,Male,Yes,4,Jul-1994,Earth-616,Marvel,<10
142,Ajax,Secret,Bad,Brown,Black,Male,No,10,Mar-1998,Earth-616,Marvel,<10
143,Edmund Kenyon,Public,Bad,Brown,Brown,Male,No,1,Jun-1946,Earth-616,Marvel,<10
144,Gyre,Secret,Bad,Brown,Grey,Female,Yes,3,May-1999,Earth-616,Marvel,<10
145,Sal Buscema,Public,Bad,Brown,Black,Male,Yes,1,Jan-1977,Earth-616,Marvel,<10
146,Tony Masterson,Secret,Bad,Brown,Green,Male,No,5,Aug-1987,Earth-616,Marvel,<10
147,Flint,Non-dual,Bad,Brown,Black,Male,Yes,10,Jul-1967,Earth-616,Marvel,<10
148,Professor Zorsky,Public,Bad,White,Black,Male,No,1,Aug-1951,Earth-616,Marvel,<10
149,Razor,Secret,Bad,Red,Black,Unknown,Yes,7,Jun-2009,Earth-616,Marvel,<10
150,Nikolas,Secret,Bad,Black,Black,Male,No,4,Nov-1998,Earth-616,Marvel,<10
151,Major Purge,Public,Bad,Blue,Red,Male,Yes,2,Aug-1988,Earth-616,Marvel,<10
152,Triphammer,Secret,Bad,White,Brown,Male,Yes,1,Feb-1990,Earth-616,Marvel,<10
153,Grundor,Non-dual,Bad,Blue,Brown,Male,Yes,2,Oct-1989,Earth-616,Marvel,<10
154,Green Skull,Secret,Bad,Brown,Black,Male,Yes,1,Jan-2013,Earth-616,Marvel,<10
155,Melek,Secret,Bad,Green,Brown,Male,Yes,5,Feb-2005,Earth-616,Marvel,<10
156,Bramer,Secret,Bad,Red,Brown,Male,Yes,7,May-1996,Earth-616,Marvel,<10
157,Blastfurnace,Secret,Bad,Blue,No,Unknown,Yes,4,Nov-1996,Earth-616,Marvel,<10
158,Draconis,Secret,Bad,Yellow,Black,Male,Yes,3,May-2007,Earth-616,Marvel,<10
159,Derwyddon,Secret,Bad,Blue,Blond,Male,Yes,4,Jul-1985,Earth-616,Marvel,<10
160,Flaw,Secret,Bad,Green,No,Male,Yes,11,Mar-2006,Earth-616,Marvel,<100
161,Victor Cochran,Secret,Bad,Green,Black,Male,No,4,Jul-1976,Earth-616,Marvel,<10
162,Kalxor,Secret,Bad,Green,No,Male,Yes,1,Feb-1972,Earth-616,Marvel,<10
163,Otto Vermis,Public,Bad,Red,Grey,Male,No,7,Feb-1977,Earth-616,Marvel,<10
164,Killer Casey,Secret,Bad,Blue,Bald,Male,Yes,2,Jun-1941,Earth-616,Marvel,<10
165,Harold Windom,Secret,Bad,Black,White,Male,Yes,1,Jul-1976,Earth-616,Marvel,<10
166,Phillip Sterling,Secret,Bad,Blue,Grey,Male,No,32,Apr-1968,Earth-616,Marvel,<100
167,Barbican,Secret,Bad,Black,Black,Male,No,4,May-2000,Earth-616,Marvel,<10
168,Living Wind,Secret,Bad,Yellow,Brown,Male,Yes,4,Dec-2012,Earth-616,Marvel,<10
169,Harith Damyish,Public,Bad,Grey,Brown,Male,Yes,2,Dec-1996,Earth-616,Marvel,<10
170,Father Darklyte,Secret,Bad,White,White,Male,No,2,Aug-1975,Earth-616,Marvel,<10
171,Jonathan Caesar,Public,Bad,Blue,Blond,Male,No,13,Sep-1988,Earth-616,Marvel,<100
172,Sentinel 17,Secret,Bad,Brown,Black,Unknown,No,2,Dec-1965,Earth-616,Marvel,<10
173,Blake,Secret,Bad,Blue,Black,Male,No,9,Sep-2009,Earth-616,Marvel,<10
174,Deluge,Secret,Bad,Brown,Black,Unknown,Yes,9,Dec-1994,Earth-616,Marvel,<10
175,Juito,Secret,Bad,Brown,White,Male,No,2,Feb-2005,Earth-616,Marvel,<10
176,Franz Gerhardt,Secret,Bad,Brown,Red,Male,Yes,2,Jun-1978,Earth-616,Marvel,<10
177,Nobelium,Public,Bad,Blue,No,Unknown,Yes,1,Sep-1997,Earth-616,Marvel,<10
178,Makoto,Secret,Bad,Brown,Black,Male,Yes,3,Apr-2010,Earth-616,Marvel,<10
179,Igor,Public,Bad,Black,Yellow,Male,Yes,34,Apr-1963,Earth-616,Marvel,<100
180,Tone-Def,Public,Bad,White,Red,Male,Yes,1,Jul-1990,Earth-616,Marvel,<10
181,Hecate,Non-dual,Bad,Brown,Black,Female,Yes,9,Nov-1977,Earth-616,Marvel,<10
182,Great Rosso,Public,Bad,Brown,White,Male,No,1,Jan-1944,Earth-616,Marvel,<10
183,Beryllium,Non-dual,Bad,Red,No,Unknown,Yes,3,Oct-1997,Earth-616,Marvel,<10
184,Rhode,Secret,Bad,Blue,Black,Female,Yes,1,Feb-1952,Earth-616,Marvel,<10
185,Sandai,Secret,Bad,Blue,Black,Male,Yes,1,Jun-1942,Earth-616,Marvel,<10
186,Homer Un,Secret,Bad,Blue,Blond,Male,Yes,8,Jan-1997,Earth-616,Marvel,<10
187,Scorpio,Secret,Bad,Yellow,Red,Male,Yes,3,Aug-1997,Earth-616,Marvel,<10
188,Tartaro,Public,Bad,Brown,Brown,Male,Yes,2,Feb-1968,Earth-616,Marvel,<10
189,Omar,Public,Bad,Black,Brown,Male,Yes,2,Mar-1941,Earth-616,Marvel,<10
190,Southside,Public,Bad,Blue,Blond,Unknown,Yes,3,Feb-1986,Earth-616,Marvel,<10
191,Manipulator,Secret,Bad,White,No,Male,Yes,2,Dec-1978,Earth-616,Marvel,<10
192,Sentinel 1,Public,Bad,Variable,Grey,Unknown,Yes,3,Nov-1965,Earth-616,Marvel,<10
193,Regan Wyngarde,Secret,Bad,Blue,Blond,Female,Yes,47,Dec-2001,Earth-616,Marvel,<100
194,Quentin Harderman,Public,Bad,Blue,Black,Male,Yes,7,Jan-1974,Earth-616,Marvel,<10
195,Thallium,Secret,Bad,Blue,No,Unknown,Yes,1,Sep-1997,Earth-616,Marvel,<10
196,Kenneth Brown,Secret,Bad,Blue,Black,Male,Yes,1,Mar-1945,Earth-616,Marvel,<10
197,Dragonus,Public,Bad,Blue,Blond,Male,Yes,4,Jan-1973,Earth-616,Marvel,<10
198,Kraglin,Secret,Bad,Black,Black,Male,Yes,1,Aug-1963,Earth-616,Marvel,<10
199,William Henry Harrison,Non-dual,Bad,Black,Black,Male,Yes,1,May-2013,Earth-616,Marvel,<10
200,Valentina Tupulov,Public,Bad,Brown,White,Female,Yes,1,Jun-1989,Earth-616,Marvel,<10
201,Jeremy Clarke,Non-dual,Bad,Blue,Bald,Male,No,27,Aug-1990,Earth-616,Marvel,<100
202,Jasper Keaton,Public,Bad,Grey,White,Male,Yes,1,Nov-1990,Earth-616,Marvel,<10
203,Professor Chalis,Public,Bad,Brown,Black,Male,No,1,Mar-1950,Earth-616,Marvel,<10
204,Jennifer Walters,Secret,Bad,Blue,Green,Female,Yes,1,May-1998,Earth-616,Marvel,<10
205,Bia,Non-dual,Bad,Green,Black,Male,Yes,6,Mar-1968,Earth-616,Marvel,<10
206,Sandra Morgan,Non-dual,Bad,Brown,White,Female,Yes,2,Dec-2008,Earth-616,Marvel,<10
207,Ranter,Secret,Bad,Brown,Grey,Male,Yes,3,Dec-1993,Earth-616,Marvel,<10
208,David Ferrari,Secret,Bad,Brown,Blond,Male,Yes,2,Aug-1999,Earth-616,Marvel,<10
209,Contract,Secret,Bad,Blue,Black,Male,Yes,2,Apr-1993,Earth-616,Marvel,<10
210,Komba,Secret,Bad,Grey,Grey,Male,Yes,1,Mar-1942,Earth-616,Marvel,<10
211,Marian Pouncy,Public,Bad,Blue,Brown,Female,Yes,27,Aug-1979,Earth-616,Marvel,<100
212,Belinda Mathius,Non-dual,Bad,Yellow,Grey,Female,Yes,2,Dec-2003,Earth-616,Marvel,<10
213,Herbert Cholmondeley,Public,Bad,Blue,Black,Male,Yes,1,Aug-1968,Earth-616,Marvel,<10
214,Steve Enkel,Non-dual,Bad,Brown,Brown,Male,No,1,Oct-1939,Earth-616,Marvel,<10
215,Shelob,Non-dual,Bad,Red,Brown,Female,Yes,4,Jun-1993,Earth-616,Marvel,<10
216,Soul-Drinker,Secret,Bad,Brown,Red,Unknown,Yes,2,Oct-1977,Earth-616,Marvel,<10
217,Ixchel,Public,Bad,Brown,Black,Female,Yes,5,Aug-2012,Earth-616,Marvel,<10
218,Cathode,Secret,Bad,Brown,Black,Female,Yes,2,Nov-1992,Earth-616,Marvel,<10
219,Mister Lelong,Secret,Bad,Blue,Black,Male,Yes,1,Dec-1939,Earth-616,Marvel,<10
220,Phillip Barnett,Public,Bad,One,Red,Male,Yes,10,Mar-1979,Earth-616,Marvel,<10
221,Clyde Bodtchik,Secret,Bad,Brown,Brown,Male,Yes,2,Jun-1989,Earth-616,Marvel,<10
222,Algernon Crowe,Public,Bad,Brown,Brown,Male,Yes,42,Jul-1992,Earth-616,Marvel,<100
223,Samuel Smithers,Public,Bad,Green,Grey,Male,Yes,73,Oct-1963,Earth-616,Marvel,<100
224,Florence Sharples,Secret,Bad,Green,Blond,Female,Yes,3,Nov-1990,Earth-616,Marvel,<10
225,Isley,Secret,Bad,Blue,Red,Male,Yes,2,May-2002,Earth-616,Marvel,<10
226,Martin Preston,Secret,Bad,Blue,Black,Male,Yes,41,Jan-1986,Earth-616,Marvel,<100
227,Tracey Authier,Public,Bad,Blue,Brown,Female,Yes,7,Dec-1997,Earth-616,Marvel,<10
228,Mister Slick,Secret,Bad,Blue,Bald,Male,No,2,Jun-1974,Earth-616,Marvel,<10
229,Mister Johnston,Secret,Bad,Blue,Brown,Male,No,23,Jun-1984,Earth-616,Marvel,<100
230,Lester Deeks,Public,Bad,Blue,Black,Male,No,1,Feb-1940,Earth-616,Marvel,<10
231,Android Man,Secret,Bad,Red,Green,Male,No,7,Oct-1968,Earth-616,Marvel,<10
232,Foundry,Secret,Bad,Orange,No,Male,Yes,9,Dec-1994,Earth-616,Marvel,<10
233,Predator X,Secret,Bad,Silver,No,Unknown,Yes,33,Mar-2007,Earth-616,Marvel,<100
234,Intelligentsia,Secret,Bad,Blue,No,Female,Yes,5,Aug-2000,Earth-616,Marvel,<10
235,Pedro Alvarez,Public,Bad,Brown,Brown,Male,Yes,1,Jul-1944,Earth-616,Marvel,<10
236,Roky Vance,Public,Bad,Brown,Brown,Male,Yes,2,May-1988,Earth-616,Marvel,<10
237,Taaru,Secret,Bad,Blue,Bald,Male,Yes,1,Nov-1994,Earth-616,Marvel,<10
238,Kurrgo,Secret,Bad,Yellow,Grey,Male,Yes,7,Oct-1962,Earth-616,Marvel,<10
239,Roland Treece,Secret,Bad,Brown,No,Male,Yes,11,Mar-1988,Earth-616,Marvel,<100
240,Cronk,Public,Bad,Yellow,Bald,Male,No,1,Dec-2010,Earth-616,Marvel,<10
241,Lady Chi,Public,Bad,Brown,Black,Female,Yes,1,Sep-2005,Earth-616,Marvel,<10
242,Cobrah,Public,Bad,Blue,No,Male,Yes,3,Jun-1974,Earth-616,Marvel,<10
243,Benjamin Rabin,Non-dual,Bad,Brown,Brown,Male,Yes,2,Jun-2008,Earth-616,Marvel,<10
244,Thaiis,Public,Bad,Blue,Blond,Female,Yes,5,Jul-2001,Earth-616,Marvel,<10
245,Egon,Secret,Bad,Brown,Black,Male,No,1,Sep-1994,Earth-616,Marvel,<10
246,Number 9,Secret,Bad,Hazel,Blond,Unknown,No,1,Jul-1969,Earth-616,Marvel,<10
247,Albert Wanton,Secret,Bad,Brown,Blond,Male,Yes,3,May-1994,Earth-616,Marvel,<10
248,Michael van Patrick,Secret,Bad,White,Brown,Male,Yes,6,Feb-2008,Earth-616,Marvel,<10
249,June Covington,Secret,Bad,Blue,Blond,Female,Yes,32,Jan-2011,Earth-616,Marvel,<100
250,Horatio,Public,Bad,Green,Brown,Male,No,1,Sep-1948,Earth-616,Marvel,<10
251,Aaron Salomon,Secret,Bad,Green,No,Male,Yes,18,Nov-1977,Earth-616,Marvel,<100
252,The Mercenary,Secret,Bad,Brown,Green,Male,No,1,Mar-1970,Earth-616,Marvel,<10
253,Ngh,Public,Bad,Green,Brown,Male,Yes,5,Dec-1990,Earth-616,Marvel,<10
254,Russian,Secret,Bad,Blue,Auburn,Male,No,12,Nov-2000,Earth-616,Marvel,<100
255,Sentinel 3,Public,Bad,Brown,Black,Unknown,Yes,2,Nov-1965,Earth-616,Marvel,<10
256,Alexei Kravinoff,Public,Bad,Brown,Black,Male,Yes,50,Feb-1997,Earth-616,Marvel,<100
257,Mister Howe,Public,Bad,Green,Brown,Male,Yes,1,Sep-1941,Earth-616,Marvel,<10
258,Rudolfo Haasen,Public,Bad,Brown,Brown,Male,Yes,7,Aug-1970,Earth-616,Marvel,<10
259,Jason Struthers,Public,Bad,Black,Red,Male,Yes,1,May-1978,Earth-616,Marvel,<10
