,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe,Appearances Bins
400,Cockroach,Secret,Good,Brown,Black,Female,No,1,Aug/2011,New Earth,DC,<10
415,Manitou Raven,Secret,Good,White,Black,Male,No,41,Jul/2002,New Earth,DC,<100
417,Boston Brand,Secret,Good,Blue,Black,Male,No,262,Oct/1967,New Earth,DC,<500
418,Liana,Public,Good,Green,Black,Female,Yes,1,Mar/1983,New Earth,DC,<10
432,Athena Tremor,Secret,Good,Blue,Blond,Female,Yes,27,Jun/1966,New Earth,DC,<100
433,Kem-L,Public,Good,Blue,Black,Male,Yes,5,Nov/1989,New Earth,DC,<10
436,Hendricks,Public,Good,Green,Brown,Male,Yes,19,Jun/1993,New Earth,DC,<100
443,Jamie Sawyer,Public,Good,Brown,Brown,Female,Yes,6,Mar/1988,New Earth,DC,<10
469,Maks Chazov,Public,Good,Blue,Brown,Male,Yes,6,Mar/2008,New Earth,DC,<10
484,Chlorino,Secret,Good,White,Black,Male,Yes,1,Jul/1989,New Earth,DC,<10
490,Ryuku Orsono,Secret,Good,Black,Black,Male,No,6,Aug/2000,New Earth,DC,<10
493,Jessica Midnight,Public,Good,Blue,Black,Female,Yes,40,Oct/2002,New Earth,DC,<100
494,"Pedro, Ghost Patrol",Public,Good,Brown,Brown,Male,No,29,May/1942,New Earth,DC,<100
512,Nora Reid,Public,Good,Blue,Red,Female,Yes,5,Aug/2010,New Earth,DC,<10
518,Kraken,Public,Good,Brown,Black,Female,Yes,10,Jan/2008,New Earth,DC,<10
532,Adrasteia,Public,Good,Green,Red,Female,No,3,Jan/2011,New Earth,DC,<10
536,Taryia,Public,Good,Green,Red,Female,Yes,7,Dec/1985,New Earth,DC,<10
540,Vortex,Secret,Good,Black,Black,Male,Yes,22,May/2004,New Earth,DC,<100
541,Moses Lwanga,Secret,Good,Brown,Black,Male,Yes,21,Dec/2008,New Earth,DC,<100
551,Dean Hunter,Secret,Good,Blue,Blond,Male,Yes,3,Dec/1992,New Earth,DC,<10
555,Jake Bennetti,Non-dual,Good,Black,Brown,Male,Yes,13,Apr/1997,New Earth,DC,<100
567,Lead,Secret,Good,Photocellular,Black,Male,Yes,161,Apr/1962,New Earth,DC,<250
574,TO-T-U-K,Public,Good,Blue,No,Male,No,3,Jan/1987,New Earth,DC,<10
591,Lagoon Boy,Secret,Good,Red,White,Male,Yes,28,Dec/1998,New Earth,DC,<100
592,Benjamin Nakashima,Non-dual,Good,Red,Black,Male,Yes,14,Oct/1993,New Earth,DC,<100
593,Mas y Menos,Secret,Good,Black,Black,Male,Yes,4,Sep/2006,New Earth,DC,<10
599,Bonnie Robinson,Public,Good,Blue,Blond,Female,Yes,5,Jun/1992,New Earth,DC,<10
604,Laham,Secret,Good,Blue,Brown,Male,No,2,Sep/1992,New Earth,DC,<10
607,La Sangre,Secret,Good,Red,Red,Female,Yes,1,Aug/2009,New Earth,DC,<10
616,Hannibal Martin,Non-dual,Good,Brown,Brown,Male,Yes,7,Jun/1993,New Earth,DC,<10
623,Simon Lippman,Public,Good,Brown,Brown,Male,Yes,10,Jan/2004,New Earth,DC,<10
625,Eos,Public,Good,Blue,White,Female,Yes,3,Nov/1987,New Earth,DC,<10
627,Stuart Rawlings,Public,Good,Blue,Brown,Male,Yes,1,Mar/2010,New Earth,DC,<10
630,Malagigi,Public,Good,Blue,White,Male,Yes,5,Oct/1981,New Earth,DC,<10
631,Ramban,Secret,Good,Brown,Black,Male,Yes,16,Sep/1990,New Earth,DC,<100
636,Markus Clay,Public,Good,Brown,Black,Male,Yes,19,Mar/2008,New Earth,DC,<100
660,Son of the Fallen,Public,Good,Black,Black,Male,Yes,5,Jan/2009,New Earth,DC,<10
663,Jacob Kane,Public,Good,Yellow,Blond,Male,Yes,31,Aug/2009,New Earth,DC,<100
709,Chase Lawler,Secret,Good,Brown,Brown,Male,No,16,Oct/1994,New Earth,DC,<100
734,Seth Aiden,Secret,Good,Yellow,Blond,Male,Yes,7,Dec/2009,New Earth,DC,<10
736,Lilith Clay,Secret,Good,Green,Red,Female,No,107,Feb/1970,New Earth,DC,<250
739,Todd Rice,Public,Good,Brown,Brown,Male,Yes,208,Sep/1983,New Earth,DC,<250
741,Iron,Secret,Good,Photocellular,Brown,Male,Yes,161,Apr/1962,New Earth,DC,<250
748,Tezumak,Secret,Good,Hazel,Brown,Male,No,8,Jul/2002,New Earth,DC,<10
769,Neptune,Public,Good,Blue,Black,Male,Yes,13,Sep/1945,New Earth,DC,<100
782,Hugh Danzizen,Secret,Good,Black,Brown,Male,Yes,2,Dec/1996,New Earth,DC,<10
785,Brother Power,Secret,Good,Blue,Blond,Male,Yes,7,Oct/1968,New Earth,DC,<10
790,Emily Briggs,Public,Good,Blue,Red,Female,Yes,107,Sep/1985,New Earth,DC,<250
795,Alec Holland,Public,Good,Blue,Blond,Male,Yes,46,Nov/1972,New Earth,DC,<100
797,KT21,Public,Good,Black,Blond,Female,Yes,14,Apr/1985,New Earth,DC,<100
799,James Cameron,Public,Good,Red,Brown,Male,Yes,38,Sep/1987,New Earth,DC,<100
804,Mechanic,Secret,Good,Brown,Black,Male,Yes,3,Dec/2010,New Earth,DC,<10
811,Dmitri Mishkin,Public,Good,Black,White,Male,No,16,Mar/1981,New Earth,DC,<100
817,Edward Craig,Public,Good,Yellow,No,Male,No,13,Mar/1983,New Earth,DC,<100
832,Agrippe,Public,Good,Brown,Red,Female,Yes,1,Mar/2008,New Earth,DC,<10
857,James Wright,Public,Good,Blue,Brown,Male,No,1,Aug/2004,New Earth,DC,<10
860,Thomas Longstreet,Public,Good,Brown,White,Male,Yes,13,Aug/1989,New Earth,DC,<100
864,Greta Hayes,Secret,Good,Blue,Blond,Female,Yes,84,Jun/1998,New Earth,DC,<100
871,Riki Kimura,Secret,Good,Black,Green,Male,Yes,5,Oct/2009,New Earth,DC,<10
872,Infinity,Secret,Good,Blue,Black,Female,Yes,8,Mar/2008,New Earth,DC,<10
892,Ronald Troupe,Public,Good,Brown,Black,Male,Yes,90,Jul/1991,New Earth,DC,<100
893,Rogga,Secret,Good,Blue,Red,Male,No,8,Jan/2007,New Earth,DC,<10
894,Lauren Isley,Public,Good,Black,Red,Female,Yes,14,Aug/1997,New Earth,DC,<100
901,Chidi,Public,Good,Brown,Black,Female,Yes,8,Nov/1994,New Earth,DC,<10
906,Isabelle Modini,Public,Good,Brown,Brown,Female,Yes,3,May/1993,New Earth,DC,<10
912,Pandora I,Public,Good,Blue,Black,Female,No,1,Aug/1990,New Earth,DC,<10
920,Andre Chavard,Public,Good,Black,Brown,Male,Yes,164,Jun/1942,New Earth,DC,<250
939,Colleen Franklin,Public,Good,Green,Red,Female,Yes,14,Feb/2011,New Earth,DC,<100
949,Franklin North,Public,Good,Red,Brown,Male,Yes,10,Jul/1985,New Earth,DC,<10
950,Kim Brand,Secret,Good,Brown,Brown,Female,Yes,7,Aug/2010,New Earth,DC,<10
962,Commodore Murphy,Public,Good,Brown,Brown,Male,Yes,4,May/1975,New Earth,DC,<10
968,Diade,Public,Good,Brown,Black,Female,Yes,9,Jun/1989,New Earth,DC,<10
969,Civet,Secret,Good,Blue,Brown,Male,Yes,3,May/2008,New Earth,DC,<10
983,Maya,Public,Good,Blue,Blond,Female,Yes,4,Jun/1989,New Earth,DC,<10
984,Diego Zhao,Public,Good,Brown,Brown,Male,Yes,7,Jul/2006,New Earth,DC,<10
986,Dominique St. Claire,Public,Good,Brown,Brown,Female,Yes,7,Jan/1988,New Earth,DC,<10
988,Rory Regan,Secret,Good,Blue,Brown,Male,Yes,131,Sep/1976,New Earth,DC,<250
990,Ariadne of the Blue Guard,Secret,Good,Blue,Black,Female,No,1,Jul/1997,New Earth,DC,<10
1004,Cyril Saunders,Public,Good,Hazel,White,Male,Yes,79,Mar/1937,New Earth,DC,<100
1011,Garl Rathbone,Public,Good,Violet,Black,Male,Yes,3,Feb/1999,New Earth,DC,<10
1018,Nora Bromfield,Public,Good,Brown,Brown,Female,Yes,21,Dec/1995,New Earth,DC,<100
1019,Josephine MacDonald,Public,Good,Brown,Black,Female,Yes,41,Dec/2001,New Earth,DC,<100
1024,Kenn Kawa,Public,Good,Brown,Black,Male,Yes,3,Feb/1997,New Earth,DC,<10
1037,Settler I,Secret,Good,Red,Brown,Male,Yes,2,Dec/2010,New Earth,DC,<10
1051,Celia Forrestal,Secret,Good,Brown,Black,Female,Yes,28,Feb/2002,New Earth,DC,<100
1061,Lady Merria,Public,Good,Blue,Brown,Female,Yes,13,Jan/1980,New Earth,DC,<100
1065,John Reed,Public,Good,Blue,Brown,Male,Yes,15,Apr/1988,New Earth,DC,<100
1067,Nicholas Gage,Public,Good,Brown,Brown,Male,Yes,16,Oct/2009,New Earth,DC,<100
1085,Green Arrow,Secret,Good,Green,Blond,Male,Yes,1,Nov/1941,Unknown,DC,<10
1096,Lentra,Public,Good,Black,Blond,Female,No,3,May/1989,New Earth,DC,<10
1103,Matrix,Public,Good,Blue,Blond,Female,Yes,206,Apr/1988,Unknown,DC,<250
1110,Aaron Jase,Public,Good,Violet,Red,Male,No,5,Nov/1994,New Earth,DC,<10
1117,Hex,Secret,Good,Brown,Red,Female,Yes,8,Aug/1998,New Earth,DC,<10
1118,Jack Marshall,Secret,Good,Brown,Black,Male,Yes,14,Aug/1992,New Earth,DC,<100
1119,Eve Doremus,Public,Good,Blue,Red,Female,Yes,9,Jan/1968,Earth-One,DC,<10
1123,Rovo Quashi,Public,Good,Brown,Black,Male,Yes,10,Dec/1989,New Earth,DC,<10
1127,Brave Bow,Public,Good,Brown,Grey,Male,Yes,3,Jul/1959,New Earth,DC,<10
1135,Alina,Public,Good,Brown,Brown,Female,Yes,3,Sep/2006,New Earth,DC,<10
1137,Driq,Secret,Good,Brown,Blond,Male,No,18,Oct/1987,New Earth,DC,<100
1139,Ross Llwellyn,Public,Good,Brown,Grey,Male,Yes,7,Jan/1988,New Earth,DC,<10
1147,Teledar,Secret,Good,Brown,Black,Male,No,6,Apr/1989,New Earth,DC,<10
1148,Serling Roquette,Secret,Good,Brown,Blond,Female,Yes,40,Oct/1998,New Earth,DC,<100
1149,Calvin Carson,Public,Good,Blue,Brown,Male,Yes,45,Aug/1960,New Earth,DC,<100
1151,Thomas Kalmaku,Public,Good,Brown,Black,Male,Yes,176,Oct/1960,New Earth,DC,<250
1155,Jason Praxis,Public,Good,Blue,Blond,Male,Yes,12,Feb/1989,New Earth,DC,<100
1158,Luke McKendrick,Secret,Good,Brown,Brown,Male,Yes,25,May/1988,New Earth,DC,<100
1163,Kiran Singh,Secret,Good,Brown,Brown,Female,Yes,13,Jan/2011,New Earth,DC,<100
1166,Gus Gray,Secret,Good,Black,No,Male,No,16,Apr/1973,New Earth,DC,<100
1170,Mrs. Levy,Public,Good,Blue,Black,Female,Yes,4,Jan/1989,New Earth,DC,<10
1171,Nathaniel Kane,Public,Good,Yellow,Brown,Male,Yes,42,Dec/1992,New Earth,DC,<100
1190,Ilsa von Hammer,Public,Good,Brown,Blond,Female,Yes,9,Jul/2005,New Earth,DC,<10
1216,Vizacacha,Secret,Good,Variable,Black,Male,Yes,2,Sep/2000,New Earth,DC,<10
1222,Gabrielle Kane,Public,Good,Green,Blond,Female,No,3,Sep/2009,New Earth,DC,<10
1223,Deanna Barr,Secret,Good,Blue,Brown,Female,Yes,5,Nov/1997,New Earth,DC,<10
1231,Lois Lane,Public,Good,Blue,Black,Female,Yes,934,Jun/1938,New Earth,DC,<1000
1236,Rak Arranya,Secret,Good,Brown,Brown,Male,No,3,Jan/1996,New Earth,DC,<10
1242,Pren,Secret,Good,Blue,Red,Male,No,59,Jun/1981,New Earth,DC,<100
1249,Thara Ak-Var,Secret,Good,Brown,Brown,Female,No,37,Dec/2008,New Earth,DC,<100
1264,Grace Guiness,Public,Good,Blue,Black,Female,Yes,5,Mar/1988,New Earth,DC,<10
1267,Kradlock,Public,Good,White,Bald,Male,Yes,1,Apr/1989,New Earth,DC,<10
1271,Jonathan Gabrielli I,Public,Good,Black,Black,Male,No,58,Apr/1942,New Earth,DC,<100
1272,Nicholas Bromfield,Public,Good,Brown,Brown,Male,Yes,22,Dec/1995,New Earth,DC,<100
1275,Desdemona,Public,Good,Green,Black,Female,Yes,1,Jan/1991,New Earth,DC,<10
1276,Silas Kent,Public,Good,White,White,Male,No,1,Aug/1997,New Earth,DC,<10
1310,Sandra Kincaid,Public,Good,Black,Black,Female,Yes,16,May/2005,New Earth,DC,<100
1315,Patrice,Secret,Good,Blue,Black,Female,Yes,1,Dec/1994,New Earth,DC,<10
1322,Mazita,Public,Good,Brown,Red,Female,Yes,1,Jun/1989,New Earth,DC,<10
1324,J.P. Houston,Public,Good,Brown,Red,Male,Yes,4,May/1975,New Earth,DC,<10
1335,Diana Tyler,Public,Good,Black,Black,Female,Yes,1,Mar/1989,New Earth,DC,<10
1343,Reiko Yamashiro,Public,Good,Black,Black,Female,Yes,7,Jul/1984,New Earth,DC,<10
1365,Slugger Dunn,Public,Good,White,Black,Male,Yes,8,Aug/1941,New Earth,DC,<10
1375,Thomas Rogers,Secret,Good,Yellow,Black,Male,Yes,26,Jan/1942,New Earth,DC,<100
1397,Quislet,Public,Good,Brown,No,Genderless,Yes,31,Sep/1985,Unknown,DC,<100
1406,Timandra,Secret,Good,Blue,Brown,Female,Yes,11,Nov/1988,New Earth,DC,<100
1407,Arnold Munro,Public,Good,Blue,Black,Male,Yes,67,Jun/1987,New Earth,DC,<100
1419,Murray Takamoto,Public,Good,Blue,Black,Male,Yes,15,Jun/1986,New Earth,DC,<100
1420,Henry P. Smithers,Secret,Good,Blue,Black,Male,Yes,6,Aug/1984,New Earth,DC,<10
1424,Michael Lane,Secret,Good,Brown,Black,Male,Yes,35,Jun/2007,New Earth,DC,<100
1428,Jonathan Lord,Secret,Good,Black,Black,Male,Yes,12,Sep/1987,New Earth,DC,<100
1429,Andrea Rojas,Secret,Good,Blue,Red,Female,Yes,9,Aug/2000,New Earth,DC,<10
1430,John Stewart,Public,Good,Brown,Black,Male,Yes,549,Dec/1971,New Earth,DC,<750
1433,Heraphon,Public,Good,Red,Grey,Male,Yes,1,Nov/1999,New Earth,DC,<10
1434,Gilbert Jeffries,Public,Good,Blue,Black,Male,Yes,3,Jun/1967,New Earth,DC,<10
1454,Arani Desai,Secret,Good,Blue,Black,Female,No,45,Sep/1977,New Earth,DC,<100
1478,Inza Cramer,Secret,Good,Green,Red,Female,No,124,May/1940,New Earth,DC,<250
1483,Jennifer-Lynn Hayden,Secret,Good,Green,Green,Female,Yes,309,Sep/1983,New Earth,DC,<500
1495,Edward Stargard,Secret,Good,Black,No,Male,Yes,5,May/2005,New Earth,DC,<10
1497,Tanga,Public,Good,Brown,Purple,Female,Yes,12,Mar/2011,New Earth,DC,<100
1506,Fireworks,Public,Good,Green,Blond,Female,Yes,2,Jul/1999,New Earth,DC,<10
1509,Gary Washington,Secret,Good,Brown,Black,Male,Yes,28,Dec/1985,New Earth,DC,<100
1510,Daniel Garrett,Secret,Good,Blue,Brown,Male,No,30,May/1986,New Earth,DC,<100
1513,Millions,Secret,Good,Black,White,Male,Yes,2,Nov/2005,New Earth,DC,<10
1515,Sarah Moss,Public,Good,Brown,Brown,Female,Yes,4,Jan/1989,New Earth,DC,<10
1529,Jason Garrick,Public,Good,Blue,Brown,Male,Yes,951,Jan/1940,New Earth,DC,<1000
1533,Kevin Franklin,Public,Good,Brown,Brown,Male,Yes,26,Jun/1993,Unknown,DC,<100
1539,Gardner Grayle,Secret,Good,Blue,Red,Male,Yes,35,May/1983,New Earth,DC,<100
1548,Julia Deneiros,Public,Good,Blue,Grey,Female,Yes,84,Apr/1987,New Earth,DC,<100
1549,Norman the Doorman,Public,Good,Blue,Brown,Male,Yes,1,Sep/1992,New Earth,DC,<10
1553,Lady Liberty III,Secret,Good,Green,Red,Female,No,1,Jun/2006,New Earth,DC,<10
1569,Kelvin Mao,Secret,Good,Yellow,Black,Male,No,19,Jan/1993,New Earth,DC,<100
1571,Nara,Public,Good,Red,Brown,Female,Yes,1,Feb/1988,New Earth,DC,<10
1574,J.A.K.E. II,Secret,Good,Photocellular,White,Male,Yes,20,Jul/1982,New Earth,DC,<100
1578,Thaddeus Brown,Public,Good,Brown,No,Male,No,4,Apr/1971,New Earth,DC,<10
1579,Yvette DuBois,Public,Good,White,Black,Female,Yes,15,Oct/1993,New Earth,DC,<100
1588,Andrew Draper,Public,Good,Red,Red,Male,Yes,5,Jun/1988,New Earth,DC,<10
1591,Donald Fite,Secret,Good,Brown,Black,Male,Yes,25,Sep/1998,New Earth,DC,<100
1594,Tundra,Non-dual,Good,Photocellular,Black,Female,Yes,3,Dec/1994,New Earth,DC,<10
1597,Jennifer Long,Public,Good,Blue,Brown,Female,No,11,Sep/1982,New Earth,DC,<100
1598,Thomas Burke,Secret,Good,Black,Black,Male,Yes,18,Sep/2000,New Earth,DC,<100
1619,Dana Tan,Public,Good,Black,Black,Female,Yes,1,Oct/2010,New Earth,DC,<10
1621,Amy Winston,Secret,Good,Violet,Blond,Female,Yes,63,Apr/1983,New Earth,DC,<100
1643,Clark Peter Ross,Public,Good,Blue,Blond,Male,Yes,16,Nov/1998,New Earth,DC,<100
1650,Paula Holt,Public,Good,Brown,Brown,Female,No,3,Jun/1997,New Earth,DC,<10
1652,Henry Hayes,Public,Good,Black,Blond,Male,No,8,Oct/1989,New Earth,DC,<10
1661,Sylvia Eisenberg,Public,Good,Blue,Brown,Female,Yes,6,Nov/1993,New Earth,DC,<10
1665,Katherine Kane,Secret,Good,Green,Red,Female,Yes,51,Jun/2006,New Earth,DC,<100
1676,Lord Diamond,Public,Good,Brown,Black,Male,Yes,13,Mar/1984,New Earth,DC,<100
1678,Millicent Mayne,Public,Good,Blue,Brown,Female,Yes,5,Feb/2009,New Earth,DC,<10
1710,Fran Russell,Public,Good,Brown,Blond,Female,Yes,5,Feb/1971,New Earth,DC,<10
1718,Sheila Dover,Public,Good,Blue,Blond,Female,Yes,2,Jan/1966,New Earth,DC,<10
1750,Citizen X,Secret,Good,Brown,Black,Male,No,4,Jan/2008,New Earth,DC,<10
1757,Eddore,Secret,Good,Red,Black,Male,No,17,May/1981,New Earth,DC,<100
1758,Socker Smith,Public,Good,Brown,Brown,Male,No,5,Jan/1942,New Earth,DC,<10
1759,Genevieve Campbell,Public,Good,Black,No,Female,Yes,9,Sep/2008,New Earth,DC,<10
1772,Joshua Xan,Public,Good,Brown,Black,Male,No,14,Jan/1993,New Earth,DC,<100
1773,Carla White,Public,Good,Brown,Brown,Female,Yes,35,Oct/1992,New Earth,DC,<100
1775,Achilles Warkiller,Secret,Good,Blue,Blond,Male,Yes,17,May/2009,New Earth,DC,<100
1780,Gene LaBostrie,Public,Good,White,Black,Male,Yes,15,Sep/1987,New Earth,DC,<100
1786,Rod Reilly,Secret,Good,Blue,Brown,Male,No,33,Aug/1941,New Earth,DC,<100
1798,Celestia,Secret,Good,Brown,Grey,Female,No,2,Aug/1997,New Earth,DC,<10
1800,Gerald Ford,Secret,Good,Blue,Brown,Male,Yes,7,Jun/1975,New Earth,DC,<10
1808,Peter Cannon,Secret,Good,Blue,Blond,Male,Yes,24,Sep/1992,New Earth,DC,<100
1811,Lady Turquoise,Public,Good,Green,Red,Female,Yes,25,Nov/1983,New Earth,DC,<100
1812,Maxine Hunkel,Secret,Good,Green,Red,Female,Yes,95,Feb/2007,New Earth,DC,<100
1829,Tyson Gilford,Public,Good,Green,Black,Male,Yes,10,Mar/2000,New Earth,DC,<10
1830,Sean Noonan,Public,Good,Brown,Black,Male,No,44,Jan/1993,New Earth,DC,<100
1831,Nicholas Walton,Public,Good,Blue,Blond,Male,Yes,55,Aug/1960,New Earth,DC,<100
1839,Richard Beren,Secret,Good,Blue,Black,Male,Yes,5,May/2005,New Earth,DC,<10
1844,Yggdrasil,Secret,Good,Yellow,Red,Unknown,Yes,11,Nov/1989,New Earth,DC,<100
1846,Daniel Stone,Public,Good,Green,White,Male,Yes,7,Dec/1998,New Earth,DC,<10
1851,Iron Girl,Secret,Good,Photocellular,Green,Female,Yes,2,Jul/1968,New Earth,DC,<10
1855,Richard Grayson,Secret,Good,Blue,Black,Male,Yes,1237,Apr/1940,New Earth,DC,<1500
1857,Pax,Public,Good,Blue,Black,Male,Yes,4,Sep/1993,New Earth,DC,<10
1873,Dyn-Xe,Public,Good,Brown,Blond,Male,Yes,1,Sep/2009,New Earth,DC,<10
1875,Deborah Perkins,Secret,Good,Black,Blue,Female,Yes,19,Aug/1996,New Earth,DC,<100
1878,Jeffrey Goslin,Secret,Good,Brown,Black,Male,Yes,20,Mar/1987,New Earth,DC,<100
1882,Atinai,Secret,Good,Brown,Grey,Female,No,7,Mar/1996,New Earth,DC,<10
1884,Ira West,Public,Good,Blue,Grey,Male,Yes,19,Feb/1963,New Earth,DC,<100
1891,Derek Trevor,Public,Good,Blue,Brown,Male,Yes,4,Mar/1988,New Earth,DC,<10
1898,Achilles,Public,Good,Brown,Brown,Male,No,16,Jun/1944,New Earth,DC,<100
1902,Sanjeet Bhatia,Secret,Good,Brown,Black,Female,Yes,4,Jan/1993,New Earth,DC,<10
1910,Procanon Kaa,Secret,Good,Black,Black,Male,Yes,8,May/1988,New Earth,DC,<10
1919,Jerzy Reganiewicz,Secret,Good,Blue,Red,Male,No,4,Sep/1976,New Earth,DC,<10
1926,Gerome McKenna,Secret,Good,Red,Black,Male,No,23,Jul/2006,New Earth,DC,<100
1929,Mickey Cannon,Public,Good,Blue,Brown,Male,Yes,35,Oct/1998,New Earth,DC,<100
1930,Sylvia Contreras,Public,Good,Brown,Black,Female,Yes,7,Apr/1990,New Earth,DC,<10
1956,Anubis,Secret,Good,Black,Black,Male,Yes,12,Dec/1975,New Earth,DC,<100
1978,Fro,Secret,Good,Blue,Black,Male,Yes,2,Dec/2010,New Earth,DC,<10
2001,Atlan,Public,Good,Blue,Blond,Male,Yes,32,Jul/1990,New Earth,DC,<100
2003,Patty Spivot,Secret,Good,Blue,Blond,Female,Yes,15,Sep/1977,New Earth,DC,<100
2008,Donald Richards,Secret,Good,Brown,Brown,Male,No,109,Mar/1942,New Earth,DC,<250
2015,Fero,Secret,Good,Brown,Black,Male,Yes,24,Jan/1973,New Earth,DC,<100
2026,Andi Kasinsky,Non-dual,Good,Red,Brown,Female,Yes,6,Mar/2001,New Earth,DC,<10
2029,Mister Unknown,Secret,Good,Blue,Black,Male,No,1,Jan/2011,New Earth,DC,<10
