,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe,Appearances Bins
344,Kamara,Public,Neutral,Blue,Blond,Male,Yes,1,Apr/1989,Earth-616,Marvel,<10
345,Pavel Plotnick,Secret,Neutral,Black,Bald,Male,Yes,6,Jun/1966,Earth-616,Marvel,<10
346,Owen Candler,Public,Neutral,Blue,White,Male,No,2,Sep/1999,Earth-616,Marvel,<10
365,Leonard Walls,Public,Neutral,Brown,Bald,Male,Yes,3,Jun/2011,Earth-616,Marvel,<10
369,Obnoxio the Clown,Secret,Neutral,Brown,Brown,Male,Yes,1,Apr/1983,Earth-616,Marvel,<10
372,Rogers,Public,Neutral,Red,Blond,Male,Yes,1,Apr/2001,Earth-616,Marvel,<10
373,Talos,Public,Neutral,Green,No,Male,Yes,9,Jun/1994,Earth-616,Marvel,<10
379,Hermp,Secret,Neutral,Brown,No,Male,Yes,2,Jan/1969,Earth-616,Marvel,<10
380,Marcus Fifolet,Secret,Neutral,Black,Brown,Male,Yes,7,Jan/1995,Earth-616,Marvel,<10
390,Gorgilla,Secret,Neutral,Brown,Brown,Male,Yes,14,Oct/1960,Earth-616,Marvel,<100
410,John Jones,Secret,Neutral,Brown,Brown,Male,No,1,Aug/2001,Earth-616,Marvel,<10
412,Daimon Hellstrom,Non-dual,Neutral,Red,Red,Male,Yes,242,Sep/1973,Earth-616,Marvel,<250
426,Vincent Patilio,Public,Neutral,Brown,Brown,Male,Yes,19,Feb/1967,Earth-616,Marvel,<100
427,Vladimir,Secret,Neutral,Black,Brown,Male,Yes,1,Apr/1965,Earth-616,Marvel,<10
441,Alex Wilder,Non-dual,Neutral,Brown,Black,Male,Yes,33,Jul/2003,Earth-616,Marvel,<100
452,Randall Nixon,Public,Neutral,White,Brown,Male,No,3,Mar/2006,Earth-616,Marvel,<10
459,Stanley Hardy,Non-dual,Neutral,Grey,Brown,Male,Yes,6,Jan/1999,Earth-616,Marvel,<10
462,Myla,Secret,Neutral,Green,Blue,Female,Yes,10,Apr/1992,Earth-616,Marvel,<10
479,Edmund,Public,Neutral,Brown,Brown,Male,No,1,Jul/2011,Earth-616,Marvel,<10
483,Borgo,Secret,Neutral,Brown,Black,Male,No,2,Aug/1969,Earth-616,Marvel,<10
509,Cleric,Secret,Neutral,Variable,Black,Male,Yes,1,Oct/1997,Earth-616,Marvel,<10
517,Mordecai Boggs,Non-dual,Neutral,Grey,Bald,Male,Yes,14,Nov/1969,Earth-616,Marvel,<100
525,Floyd Baker,Secret,Neutral,Brown,Auburn,Male,Yes,2,Jun/2007,Earth-616,Marvel,<10
533,Bill,Non-dual,Neutral,Variable,Brown,Male,Yes,4,Dec/1963,Earth-616,Marvel,<10
544,Dane Gavin,Public,Neutral,Blue,Black,Male,Yes,1,Nov/1974,Earth-616,Marvel,<10
550,Simms,Public,Neutral,Blue,Blond,Male,Yes,1,Aug/1964,Earth-616,Marvel,<10
554,Harlan Stillwell,Non-dual,Neutral,Black,Brown,Male,No,2,Nov/1976,Earth-616,Marvel,<10
562,Sidney Crumb,Secret,Neutral,Blue,Brown,Male,Yes,11,Apr/1983,Earth-616,Marvel,<100
572,Roc,Public,Neutral,Blue,Blond,Male,Yes,2,Aug/1961,Earth-616,Marvel,<10
580,Ea,Secret,Neutral,Brown,No,Unknown,Yes,4,Jul/2008,Earth-616,Marvel,<10
581,Artemis,Non-dual,Neutral,Blue,Red,Female,Yes,16,Jun/1966,Earth-616,Marvel,<100
583,Questa,Secret,Neutral,Blue,Blue,Female,Yes,5,Jan/1995,Earth-616,Marvel,<10
598,Rebecca Agee,Secret,Neutral,Brown,Blond,Female,Yes,2,Jul/1998,Earth-616,Marvel,<10
601,George Teekle,Non-dual,Neutral,Black,Grey,Male,Yes,3,Mar/1975,Earth-616,Marvel,<10
606,Integral Synaptic Anti-Anionic Computer,Secret,Neutral,Brown,Black,Male,Yes,32,Feb/1973,Earth-616,Marvel,<100
626,Captain Delaney,Public,Neutral,Blue,Grey,Male,Yes,1,Apr/1978,Earth-616,Marvel,<10
628,Sinifer,Public,Neutral,Hazel,No,Unknown,No,1,Oct/1990,Earth-616,Marvel,<10
635,Alexandra Draguno,Secret,Neutral,Green,Red,Female,Yes,3,Jan/2013,Earth-616,Marvel,<10
638,Emmanuel da Costa,Public,Neutral,Black,Black,Male,No,13,Nov/1982,Earth-616,Marvel,<100
655,Radha Dastoor,Public,Neutral,Brown,Black,Female,No,8,Nov/1993,Earth-616,Marvel,<10
667,Galahad,Secret,Neutral,Blue,Black,Male,Yes,3,Jan/2013,Earth-616,Marvel,<10
668,Kyzerra Os,Secret,Neutral,Yellow,Bald,Female,Yes,1,Jun/2013,Earth-616,Marvel,<10
673,Curtis Connors,Public,Neutral,Red,No,Male,Yes,250,Nov/1963,Earth-616,Marvel,<250
680,Magni Thorson,Secret,Neutral,Brown,Red,Male,Yes,2,Mar/1980,Earth-616,Marvel,<10
705,Gracie Smith,Public,Neutral,Brown,Purple,Female,Yes,4,Apr/2001,Earth-616,Marvel,<10
717,Sarah Kinney,Secret,Neutral,Green,Black,Female,No,10,Mar/2005,Earth-616,Marvel,<10
733,Oola Udonta,Secret,Neutral,Blue,No,Female,Yes,14,May/2010,Earth-616,Marvel,<100
740,115,Secret,Neutral,Blue,White,Female,Yes,1,Aug/2010,Earth-616,Marvel,<10
753,Stella,Public,Neutral,Black,Black,Female,Yes,2,Oct/2004,Earth-616,Marvel,<10
754,Ferris,Public,Neutral,Black,Grey,Male,Yes,3,Dec/1997,Earth-616,Marvel,<10
758,Rock Monster Guardian,Secret,Neutral,Red,Black,Unknown,Yes,4,Nov/1961,Earth-616,Marvel,<10
771,Vaipala Rani,Public,Neutral,Brown,Black,Female,Yes,3,Oct/2010,Earth-616,Marvel,<10
780,Susan Morse,Public,Neutral,Blue,Blond,Female,Yes,4,Aug/2010,Earth-616,Marvel,<10
788,Debra,Public,Neutral,Brown,Brown,Female,Yes,1,Oct/1999,Earth-616,Marvel,<10
834,Roadkill,Secret,Neutral,Blue,Brown,Unknown,Yes,3,Feb/1992,Earth-616,Marvel,<10
844,Kaliban,Public,Neutral,Red,Brown,Male,Yes,2,Jun/1970,Earth-616,Marvel,<10
846,Hadj,Secret,Neutral,Yellow,No,Female,Yes,4,Apr/1986,Earth-616,Marvel,<10
852,Horus,Public,Neutral,Brown,No,Male,Yes,18,Sep/1975,Earth-616,Marvel,<100
858,Simon Benes,Public,Neutral,Blue,Grey,Male,Yes,3,Jul/2002,Earth-616,Marvel,<10
862,Laurie Simpson Neal,Public,Neutral,Black,Red,Female,No,1,Apr/1980,Earth-616,Marvel,<10
883,Phil Donahue,Public,Neutral,Blue,White,Male,Yes,1,Nov/1993,Earth-616,Marvel,<10
902,Elias Weams,Secret,Neutral,Blue,White,Male,Yes,2,May/1963,Earth-616,Marvel,<10
903,Nightside,Secret,Neutral,White,Black,Female,No,30,Oct/1977,Earth-616,Marvel,<100
917,Tony Masters,Secret,Neutral,Brown,Brown,Male,Yes,163,May/1980,Earth-616,Marvel,<250
919,Vasily Karpov,Public,Neutral,Brown,Bald,Male,Yes,4,May/2005,Earth-616,Marvel,<10
927,Horatio Piper,Public,Neutral,Brown,Bald,Male,Yes,7,Jan/1984,Earth-616,Marvel,<10
941,Singer,Secret,Neutral,Blue,White,Female,Yes,3,Jan/1995,Earth-616,Marvel,<10
947,Sam Klein,Public,Neutral,Blue,Brown,Male,Yes,2,Jul/2004,Earth-616,Marvel,<10
952,Sonny Baredo,Secret,Neutral,Green,Grey,Male,Yes,12,Sep/2001,Earth-616,Marvel,<100
961,Soja,Public,Neutral,Orange,Red,Female,No,1,Oct/1973,Earth-616,Marvel,<10
973,Daryl Andrews,Secret,Neutral,Green,Black,Male,Yes,15,May/1992,Earth-616,Marvel,<100
974,Vaalu,Non-dual,Neutral,Red,No,Male,Yes,1,Apr/1987,Earth-616,Marvel,<10
979,Gwendolyne Stacy,Secret,Neutral,Blue,Blond,Female,No,42,Mar/1975,Earth-616,Marvel,<100
987,Timothy Jones,Public,Neutral,Hazel,Brown,Male,Yes,4,Dec/1960,Earth-616,Marvel,<10
995,Timothy Chambers,Public,Neutral,Brown,White,Male,No,1,Oct/1993,Earth-616,Marvel,<10
1001,Kell,Public,Neutral,White,Blond,Female,No,8,Mar/2012,Earth-616,Marvel,<10
1014,Alice Larkin,Non-dual,Neutral,Blue,Brown,Female,Yes,1,Aug/1987,Earth-616,Marvel,<10
1016,Earl,Public,Neutral,Brown,Black,Male,Yes,3,Jan/1996,Earth-616,Marvel,<10
1022,Scott Summers,Public,Neutral,Brown,Brown,Male,Yes,1955,Sep/1963,Earth-616,Marvel,<2000
1025,Lara Wilkinson,Non-dual,Neutral,Blue,Black,Female,Yes,3,Jun/2009,Earth-616,Marvel,<10
1028,Nestor Rodriguez,Secret,Neutral,Blue,Black,Male,Yes,7,Jun/2004,Earth-616,Marvel,<10
1030,Helen Gable,Public,Neutral,Blue,Red,Female,Yes,2,Jan/2011,Earth-616,Marvel,<10
1036,Reverend Stryker,Secret,Neutral,Brown,Black,Male,Yes,1,Sep/1992,Earth-616,Marvel,<10
1048,Doctor Kissick,Secret,Neutral,Black,White,Male,Yes,1,Oct/1981,Earth-616,Marvel,<10
1072,Cargo,Secret,Neutral,Blue,Black,Unknown,Yes,1,Sep/2000,Earth-616,Marvel,<10
1102,Red Hawk,Public,Neutral,White,Black,Male,Yes,29,Nov/1950,Earth-616,Marvel,<100
1104,Kalthea,Non-dual,Neutral,Red,Blond,Female,Yes,1,Aug/1964,Earth-616,Marvel,<10
1105,Charles Darwin,Public,Neutral,Brown,Grey,Male,No,6,Jun/1996,Earth-616,Marvel,<10
1108,Bob Stirrat,Non-dual,Neutral,Blue,Black,Male,Yes,14,Jan/1997,Earth-616,Marvel,<100
1126,Phillip Cambell,Non-dual,Neutral,Black,Red,Male,No,1,Jul/2003,Earth-616,Marvel,<10
1130,Heml,Non-dual,Neutral,Black,No,Unknown,Yes,6,Feb/1991,Earth-616,Marvel,<10
1138,Pandora,Secret,Neutral,Brown,Red,Female,Yes,4,Nov/1961,Earth-616,Marvel,<10
1150,Raza Longknife,Secret,Neutral,One,Orange,Male,Yes,92,Oct/1977,Earth-616,Marvel,<100
1172,Nemesio Pietri,Public,Neutral,Brown,Black,Male,No,7,Jan/2005,Earth-616,Marvel,<10
1176,Flaidermaus,Public,Neutral,Red,Orange,Male,Yes,2,Dec/1972,Earth-616,Marvel,<10
1178,Zimmer,Non-dual,Neutral,Blue,Brown,Male,Yes,1,Oct/1980,Earth-616,Marvel,<10
1191,Meg,Secret,Neutral,Brown,Black,Unknown,Yes,1,Nov/1988,Earth-616,Marvel,<10
1192,Ikonn,Secret,Neutral,Blue,No,Male,Yes,6,Jun/1981,Earth-616,Marvel,<10
1210,Eddie Gunnam,Public,Neutral,Brown,Red,Male,Yes,4,Aug/2007,Earth-616,Marvel,<10
1226,Fagin,Secret,Neutral,Blue,Brown,Male,No,7,Jul/2001,Earth-616,Marvel,<10
1241,Glow Worm,Secret,Neutral,Blue,Black,Male,Yes,3,Aug/1986,Earth-616,Marvel,<10
1252,Joey,Secret,Neutral,Blue,Bald,Male,Yes,1,Oct/1991,Earth-616,Marvel,<10
1277,Haruo Tsuburaya,Secret,Neutral,White,Black,Male,No,8,Sep/1990,Earth-616,Marvel,<10
1280,181,Secret,Neutral,Blue,Black,Unknown,Yes,1,Jul/2011,Earth-616,Marvel,<10
1288,Gareth Cargill,Public,Neutral,Brown,Black,Male,No,1,Aug/2012,Earth-616,Marvel,<10
1293,Dempsey,Secret,Neutral,Blue,Orange,Male,No,3,Aug/1988,Earth-616,Marvel,<10
1295,Claude Potier,Secret,Neutral,Hazel,Brown,Male,Yes,2,Oct/2000,Earth-616,Marvel,<10
1299,Amber,Non-dual,Neutral,Red,No,Female,Yes,4,Oct/2002,Earth-616,Marvel,<10
1301,Donna-Lee Dover,Public,Neutral,Yellow,Blond,Female,Yes,11,Sep/1976,Earth-616,Marvel,<100
1304,Rose Chambers,Non-dual,Neutral,Brown,White,Female,No,1,Aug/2009,Earth-616,Marvel,<10
1316,John Dare,Public,Neutral,Black,Red,Male,Yes,1,Nov/1995,Earth-616,Marvel,<10
1325,Tuvia,Non-dual,Neutral,Blue,Brown,Female,Yes,2,Jun/1971,Earth-616,Marvel,<10
1327,Mictlantecuhtli,Non-dual,Neutral,Blue,Bald,Male,Yes,1,Sep/2009,Earth-616,Marvel,<10
1328,Ronald,Public,Neutral,Grey,Black,Male,No,1,Aug/2011,Earth-616,Marvel,<10
1331,Mowfus,Secret,Neutral,Yellow,No,Male,Yes,6,Apr/1970,Earth-616,Marvel,<10
1351,Malcolm Codsworth,Public,Neutral,Brown,Red,Male,Yes,1,Apr/1992,Earth-616,Marvel,<10
1352,Joseph Goebbels,Secret,Neutral,Black,Black,Male,No,14,Jun/1942,Earth-616,Marvel,<100
1376,Mato,Non-dual,Neutral,Brown,Bald,Male,Yes,1,Nov/2010,Earth-616,Marvel,<10
1386,Grace Foley,Non-dual,Neutral,Black,Red,Female,Yes,2,Jan/2004,Earth-616,Marvel,<10
1394,Rot,Secret,Neutral,Brown,Brown,Unknown,Yes,3,Mar/2002,Earth-616,Marvel,<10
1399,Michael J. Fox,Public,Neutral,Green,Brown,Male,Yes,1,Feb/1988,Earth-616,Marvel,<10
1409,Michael Powell,Secret,Neutral,White,Bald,Male,Yes,29,Mar/1991,Earth-616,Marvel,<100
1415,Source,Secret,Neutral,Red,Grey,Male,Yes,2,Nov/1996,Earth-616,Marvel,<10
1418,Tina Sanchez,Secret,Neutral,Black,Black,Female,Yes,1,Aug/1988,Earth-616,Marvel,<10
1438,Megaera,Secret,Neutral,Black,Auburn,Female,Yes,6,Sep/1996,Earth-616,Marvel,<10
1459,St. John Allerdyce,Secret,Neutral,Blue,Blond,Male,Yes,108,Jan/1981,Earth-616,Marvel,<250
1464,Brian Hibbs,Secret,Neutral,Brown,Blond,Male,Yes,20,Apr/1993,Earth-616,Marvel,<100
1474,Keith Chandler,Public,Neutral,Green,Red,Male,Yes,4,Apr/1993,Earth-616,Marvel,<10
1481,Patricia Wolman,Public,Neutral,Blue,Blond,Female,Yes,14,Mar/2013,Earth-616,Marvel,<100
1489,Oneg,Secret,Neutral,Green,Black,Unknown,Yes,20,Mar/1977,Earth-616,Marvel,<100
1492,Jurgen Muntz,Public,Neutral,Blue,Black,Male,Yes,5,Mar/2011,Earth-616,Marvel,<10
1501,Ikor,Public,Neutral,Grey,White,Male,Yes,5,May/1964,Earth-616,Marvel,<10
1502,Segismund Joshua,Secret,Neutral,Red,Blond,Male,Yes,9,Aug/1992,Earth-616,Marvel,<10
1516,Don Johnson,Public,Neutral,Black,Blond,Male,Yes,1,Feb/1988,Earth-616,Marvel,<10
1522,Ziran,Secret,Neutral,Brown,Red,Unknown,Yes,34,Dec/1977,Earth-616,Marvel,<100
1538,Clarence Snippe,Non-dual,Neutral,Green,Brown,Male,Yes,2,Aug/1948,Earth-616,Marvel,<10
1550,Mister Whitman,Non-dual,Neutral,Blue,Grey,Male,Yes,2,Dec/1980,Earth-616,Marvel,<10
1551,Earthquake,Secret,Neutral,Black,No,Male,Yes,26,Sep/1980,Earth-616,Marvel,<100
1557,Red Hulk,Public,Neutral,Blue,Black,Male,Yes,415,May/1962,Unknown,Marvel,<500
1559,Sam Reuther,Public,Neutral,Brown,Black,Male,Yes,5,Apr/1975,Earth-616,Marvel,<10
1560,Fang,Secret,Neutral,Brown,Brown,Male,No,17,Jan/1996,Earth-616,Marvel,<100
1599,Servo-Robot,Secret,Neutral,Brown,Red,Unknown,Yes,2,Feb/1967,Earth-616,Marvel,<10
1620,Simon Garth,Secret,Neutral,White,Black,Male,Yes,37,Jul/1953,Earth-616,Marvel,<100
1622,Jake Mallard,Public,Neutral,Black,Brown,Male,No,1,Apr/1974,Earth-616,Marvel,<10
1627,Boswell,Public,Neutral,Black,Black,Male,Yes,1,Feb/1966,Earth-616,Marvel,<10
1628,Steven Rogers,Secret,Neutral,Blue,Blond,Male,Yes,52,Dec/1953,Earth-616,Marvel,<100
1631,Yoshiro Hachiman,Secret,Neutral,Brown,Brown,Male,Yes,9,Nov/1999,Earth-616,Marvel,<10
1632,Chameleon,Secret,Neutral,Green,Bald,Male,No,2,Mar/2009,Earth-616,Marvel,<10
1647,Morgan,Secret,Neutral,Brown,Blond,Female,Yes,1,Aug/2010,Earth-616,Marvel,<10
1649,Captain Forsa,Secret,Neutral,Brown,Black,Male,No,2,Dec/1989,Earth-616,Marvel,<10
1655,Xuthl,Secret,Neutral,Yellow,Brown,Male,Yes,3,Apr/1987,Earth-616,Marvel,<10
1662,Diana Knight,Public,Neutral,Blue,Grey,Female,Yes,1,Feb/2000,Earth-616,Marvel,<10
1666,Don Parisi,Secret,Neutral,Blue,No,Male,Yes,2,Dec/2004,Earth-616,Marvel,<10
1679,Siobhan,Non-dual,Neutral,Blue,Blond,Female,Yes,1,Jul/1992,Earth-616,Marvel,<10
1690,Living Brain,Non-dual,Neutral,Yellow,No,Genderless,Yes,32,Jan/1964,Earth-616,Marvel,<100
1697,Carmen,Public,Neutral,Variable,Black,Female,No,5,Nov/1973,Earth-616,Marvel,<10
1715,Jemiah,Secret,Neutral,Blue,No,Male,Yes,13,Jan/1977,Earth-616,Marvel,<100
1733,Lucius Aquilla,Secret,Neutral,Black,Black,Male,Yes,6,Nov/1983,Earth-616,Marvel,<10
1735,Gzoom,Public,Neutral,Blue,No,Male,Yes,1,May/1994,Earth-616,Marvel,<10
1740,Murderous Lion,Secret,Neutral,Blue,Blond,Male,Yes,5,Oct/2009,Earth-616,Marvel,<10
1747,Catherine Moranis,Secret,Neutral,Brown,Black,Female,Yes,13,Oct/1980,Earth-616,Marvel,<100
1767,Rolanda,Public,Neutral,Green,White,Female,Yes,1,Aug/2003,Earth-616,Marvel,<10
1771,Findle the Finder,Secret,Neutral,White,Black,Male,Yes,1,Mar/2013,Earth-616,Marvel,<10
1784,Hoggscarr,Secret,Neutral,Black,No,Male,No,1,Dec/2012,Earth-616,Marvel,<10
1792,Metazoid,Secret,Neutral,Brown,No,Male,No,1,Sep/1968,Earth-616,Marvel,<10
1795,Aron,Secret,Neutral,White,Bald,Male,No,29,Jul/1975,Earth-616,Marvel,<100
1797,Senschi,Public,Neutral,Yellow,No,Unknown,Yes,3,Jul/2003,Earth-616,Marvel,<10
1803,Elizabeth Hudson,Non-dual,Neutral,Blue,Red,Female,No,6,Nov/2001,Earth-616,Marvel,<10
1807,Aldrich Killian,Non-dual,Neutral,Brown,Brown,Male,No,1,Jan/2005,Earth-616,Marvel,<10
1820,Mister Lao,Secret,Neutral,Blue,No,Male,Yes,17,Feb/2007,Earth-616,Marvel,<100
1828,Benjamin Russell,Secret,Neutral,Blue,Red,Male,Yes,2,Sep/1995,Earth-616,Marvel,<10
1835,Blow-Hard,Secret,Neutral,White,Grey,Male,No,3,Dec/1986,Earth-616,Marvel,<10
1841,Lazarus,Secret,Neutral,Blue,Black,Male,No,2,Jul/2003,Earth-616,Marvel,<10
1858,Sanford,Public,Neutral,Blue,Red,Male,Yes,2,Jan/1974,Earth-616,Marvel,<10
1859,Carl Brock,Public,Neutral,Green,White,Male,Yes,4,Mar/1993,Earth-616,Marvel,<10
1865,Sojobo-Tengu,Secret,Neutral,Black,Black,Male,Yes,7,Jan/2013,Earth-616,Marvel,<10
1872,Abbey Sykes,Non-dual,Neutral,Brown,Black,Female,Yes,5,Nov/2010,Earth-616,Marvel,<10
1877,Arthur Swift,Secret,Neutral,Blue,Brown,Male,No,1,Nov/2001,Earth-616,Marvel,<10
1883,Garokk,Secret,Neutral,Brown,Brown,Male,Yes,23,Oct/1970,Earth-616,Marvel,<100
1887,John Zander,Public,Neutral,Blue,Blond,Male,No,10,Aug/2004,Earth-616,Marvel,<10
1897,Grimgerda,Non-dual,Neutral,Blue,Blond,Female,Yes,1,Oct/1966,Earth-616,Marvel,<10
1904,Assistant Watcher,Secret,Neutral,Black,Bald,Male,Yes,1,Aug/2010,Earth-616,Marvel,<10
1913,Cybortrons,Secret,Neutral,Brown,Grey,Unknown,Yes,1,Jun/1979,Earth-616,Marvel,<10
1915,Carstairs,Public,Neutral,White,Brown,Male,Yes,4,Jul/2008,Earth-616,Marvel,<10
1924,Tartarus,Secret,Neutral,Brown,Brown,Male,No,2,Jun/2000,Earth-616,Marvel,<10
1932,Charles Rider,Public,Neutral,Green,Brown,Male,Yes,34,Sep/1976,Earth-616,Marvel,<100
1934,Galen-Kor,Secret,Neutral,Blue,Brown,Male,Yes,10,Aug/1992,Earth-616,Marvel,<10
1946,Tragg,Public,Neutral,Brown,Bald,Male,Yes,2,May/1974,Earth-616,Marvel,<10
1967,Bill Davis,Non-dual,Neutral,Brown,Bald,Male,No,1,Jun/2010,Earth-616,Marvel,<10
1970,Delphyne Gorgon,Non-dual,Neutral,Yellow,Green,Female,Yes,23,Nov/2008,Earth-616,Marvel,<100
1979,Vincent Bloch,Secret,Neutral,Black,Bald,Male,Yes,1,Oct/1997,Earth-616,Marvel,<10
1980,Weller,Secret,Neutral,Purple,Purple,Male,Yes,1,Nov/1999,Earth-616,Marvel,<10
1982,Yuri Topolov,Secret,Neutral,Blue,Bald,Male,No,13,May/1962,Earth-616,Marvel,<100
1987,Mickey Fondozzi,Public,Neutral,Blue,Brown,Male,Yes,32,Mar/1992,Earth-616,Marvel,<100
1996,Andras Tryp,Non-dual,Neutral,Blue,Blond,Male,No,1,Oct/2006,Earth-616,Marvel,<10
2010,Whitey Barton,Non-dual,Neutral,Purple,White,Male,Yes,1,Dec/1968,Earth-616,Marvel,<10
2018,Rufus Carter,Secret,Neutral,Brown,Black,Male,Yes,2,Jan/1981,Earth-616,Marvel,<10
2019,Lifeline,Secret,Neutral,Green,Blond,Male,Yes,1,May/1990,Earth-616,Marvel,<10
2021,Bobby Soul,Secret,Neutral,Yellow,Black,Male,Yes,9,Nov/2003,Earth-616,Marvel,<10
2048,Judy Lyman,Public,Neutral,Blue,Brown,Female,No,1,May/2011,Earth-616,Marvel,<10
2056,Wilson Travers,Secret,Neutral,Brown,Black,Male,Yes,1,Jul/1978,Earth-616,Marvel,<10
2075,Pariah,Secret,Neutral,Blue,Purple,Male,No,1,Feb/1982,Earth-616,Marvel,<10
2076,Marcy Stryker,Public,Neutral,Black,Grey,Female,No,1,Jan/1983,Earth-616,Marvel,<10
2083,Mrs. Baker,Public,Neutral,Brown,Brown,Female,Yes,2,Mar/1972,Earth-616,Marvel,<10
2099,Carl Denti,Public,Neutral,Brown,Brown,Male,Yes,18,Jun/1993,Earth-616,Marvel,<100
2106,Riot,Secret,Neutral,White,Bald,Genderless,Yes,14,May/1993,Earth-616,Marvel,<100
2107,Robert Tanaka,Public,Neutral,Blue,Black,Male,Yes,8,Dec/2001,Earth-616,Marvel,<10
2123,Maker,Secret,Neutral,Brown,No,Female,Yes,7,Jul/1990,Earth-616,Marvel,<10
