,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe,Appearances Bins
36,Melanie Killgrave,Secret,Good,Black,Brown,Female,Yes,10,Dec-1986,Earth-616,Marvel,<10
37,Maria Hill,Non-dual,Good,Brown,Black,Female,Yes,325,Apr-2005,Earth-616,Marvel,<500
38,Alison Kane,Public,Good,Blue,Blue,Female,Yes,4,Jun-1993,Earth-616,Marvel,<10
39,Jukka,Non-dual,Good,Brown,Black,Male,Yes,5,Dec-1973,Earth-616,Marvel,<10
40,Saba Hamud,Public,Good,White,Bald,Male,No,1,Oct-1941,Earth-616,Marvel,<10
41,Katherine McClellan,Public,Good,Brown,Blond,Female,Yes,20,Jul-1990,Earth-616,Marvel,<100
42,Jane Foster,Public,Good,Black,White,Female,Yes,2,Nov-1996,Earth-616,Marvel,<10
43,Groot,Non-dual,Good,Black,No,Male,Yes,92,Nov-1960,Earth-616,Marvel,<100
44,Nancy Stacy,Public,Good,Blue,Blond,Female,Yes,7,Feb-1971,Earth-616,Marvel,<10
45,Zhang Heng,Non-dual,Good,Brown,Black,Male,Yes,2,Jun-2010,Earth-616,Marvel,<10
46,Kenneth Barnett,Public,Good,Brown,Blond,Male,Yes,14,Mar-1982,Earth-616,Marvel,<100
47,Danielle Cage,Non-dual,Good,Green,Black,Female,Yes,84,Mar-2006,Earth-616,Marvel,<100
48,Martha Johansson,Secret,Good,Red,No,Female,Yes,47,Nov-2001,Earth-616,Marvel,<100
49,Gloria Mu\u00f1oz,Secret,Good,Brown,Black,Female,No,15,Feb-1996,Earth-616,Marvel,<100
50,Captain,Secret,Good,Brown,Black,Male,Yes,15,Mar-2006,Earth-616,Marvel,<100
51,Rosalinda Aguilar,Public,Good,Yellow,Brown,Female,Yes,2,Mar-2004,Earth-616,Marvel,<10
52,Treefern,Public,Good,Green,Green,Female,Yes,1,Jan-1984,Earth-616,Marvel,<10
53,Zefra,Secret,Good,Brown,Black,Female,Yes,9,Jun-1994,Earth-616,Marvel,<10
54,Howard Ogden,Public,Good,Black,Brown,Male,No,5,Mar-2012,Earth-616,Marvel,<10
55,Allegra,Secret,Good,White,Black,Female,Yes,2,Mar-1994,Earth-616,Marvel,<10
56,Hogun,Public,Good,Grey,Black,Male,Yes,371,Aug-1965,Earth-616,Marvel,<500
57,Marshall Muldoon,Non-dual,Good,Blue,Blond,Male,Yes,7,Sep-1976,Earth-616,Marvel,<10
58,Davey Drew,Public,Good,Blue,Black,Male,Yes,5,Dec-1941,Earth-616,Marvel,<10
59,Raama,Public,Good,Brown,White,Male,Yes,2,Mar-1971,Earth-616,Marvel,<10
60,Sarah,Secret,Good,Red,Brown,Female,No,5,Feb-2005,Earth-616,Marvel,<10
61,Carl Burgess,Secret,Good,Blue,Brown,Male,Yes,8,Jun-1940,Earth-616,Marvel,<10
62,Preacher,Public,Good,Brown,Red,Male,Yes,2,Nov-1995,Earth-616,Marvel,<10
63,Samuel T. Underwood,Public,Good,Brown,Grey,Male,Yes,1,Oct-1980,Earth-616,Marvel,<10
64,J. Vernon Mann,Public,Good,Red,Black,Male,Yes,4,Oct-1999,Earth-616,Marvel,<10
65,Shang-Chi,Non-dual,Good,Brown,Black,Male,Yes,296,Dec-1973,Earth-616,Marvel,<500
66,Wayne Logan,Secret,Good,Brown,Brown,Male,Yes,4,Jun-1974,Earth-616,Marvel,<10
67,Jorge Latham,Public,Good,Brown,Grey,Male,Yes,3,Jul-1983,Earth-616,Marvel,<10
68,Hodiak,Public,Good,Blue,Brown,Male,Yes,9,Oct-1980,Earth-616,Marvel,<10
69,Skarla,Secret,Good,Blue,No,Female,Yes,1,Feb-1996,Earth-616,Marvel,<10
70,Nora Jones,Public,Good,Blue,Brown,Female,No,3,Sep-1940,Earth-616,Marvel,<10
71,Seiji Honda,Non-dual,Good,Green,Brown,Male,Yes,1,May-2002,Earth-616,Marvel,<10
72,Atlo,Non-dual,Good,Red,Brown,Male,Yes,1,Sep-1979,Earth-616,Marvel,<10
73,Natalie Wood,Secret,Good,Yellow,Blond,Female,Yes,1,Jan-2003,Earth-616,Marvel,<10
74,Blake Tower,Non-dual,Good,Brown,Blond,Male,Yes,54,Jan-1976,Earth-616,Marvel,<100
75,Jung Sakamura,Public,Good,Blue,Black,Male,Yes,2,Jan-1995,Earth-616,Marvel,<10
76,Daniel Peyer,Non-dual,Good,Blue,Blond,Male,Yes,3,Sep-1994,Earth-616,Marvel,<10
77,Nick Rodriquez,Secret,Good,Brown,Black,Male,No,2,Dec-1985,Earth-616,Marvel,<10
78,Nara,Public,Good,White,Black,Female,No,14,Feb-2013,Earth-616,Marvel,<100
79,Fairy Delight,Secret,Good,Brown,Blond,Female,Yes,1,Mar-1943,Earth-616,Marvel,<10
80,Ree,Secret,Good,Blue,No,Male,Yes,1,Sep-1991,Earth-616,Marvel,<10
81,Flosi,Public,Good,Brown,Black,Female,Yes,10,Nov-1985,Earth-616,Marvel,<10
82,Stan Collins,Secret,Good,Green,Black,Male,Yes,1,Oct-2002,Earth-616,Marvel,<10
83,Christina Valentino,Public,Good,Blue,Red,Female,No,4,Feb-1993,Earth-616,Marvel,<10
84,Lee Kearns,Public,Good,Red,Grey,Male,Yes,3,Jun-1963,Earth-616,Marvel,<10
85,Michael White,Public,Good,Brown,Brown,Male,Yes,1,Feb-2008,Earth-616,Marvel,<10
86,Santi Sardina,Non-dual,Good,Green,Black,Male,Yes,5,May-2013,Earth-616,Marvel,<10
87,Fred MacRae,Secret,Good,Blue,Brown,Male,Yes,4,May-2000,Earth-616,Marvel,<10
88,Carol Henderson,Secret,Good,Black,Bald,Female,Yes,1,Jun-1995,Earth-616,Marvel,<10
89,Overkill,Secret,Good,Blue,Black,Male,Yes,3,Sep-2002,Earth-616,Marvel,<10
90,Rajani Dhama,Public,Good,Red,Black,Female,Yes,10,Jan-2006,Earth-616,Marvel,<10
91,Joanne Tumolo,Secret,Good,Black,Grey,Female,Yes,14,Nov-1972,Earth-616,Marvel,<100
92,Lian Goh,Secret,Good,White,Blond,Female,Yes,9,Sep-1997,Earth-616,Marvel,<10
93,Rusty Randolph,Public,Good,Blue,Auburn,Male,Yes,8,Apr-1949,Earth-616,Marvel,<10
94,Pup,Secret,Good,Blue,Green,Male,Yes,2,Mar-2007,Earth-616,Marvel,<10
95,Balb,Non-dual,Good,Black,Bald,Male,No,1,May-1996,Earth-616,Marvel,<10
96,Mortigan Goth,Secret,Good,Blue,Blond,Male,Yes,15,Sep-1993,Earth-616,Marvel,<100
97,Dragona,Secret,Good,Black,Blond,Female,Yes,5,Aug-1979,Earth-616,Marvel,<10
98,Baxu,Non-dual,Good,Brown,Red,Male,No,1,Jul-1963,Earth-616,Marvel,<10
99,Terrence,Public,Good,Brown,White,Male,Yes,1,Apr-2011,Earth-616,Marvel,<10
100,Carolyn Parmentor,Public,Good,White,Brown,Female,No,4,Mar-1986,Earth-616,Marvel,<10
101,Daniel Fielstein,Public,Good,Blue,Black,Male,Yes,24,Nov-1990,Earth-616,Marvel,<100
102,Fire Hand,Secret,Good,Blue,Black,Male,Yes,1,Apr-1990,Earth-616,Marvel,<10
103,Gudrun,Public,Good,Black,Blond,Female,Yes,9,Nov-1985,Earth-616,Marvel,<10
104,Gossip,Public,Good,Green,Brown,Unknown,Yes,1,May-1943,Earth-616,Marvel,<10
105,Manoli Wetherell,Public,Good,Yellow,Blond,Female,Yes,13,Feb-1988,Earth-616,Marvel,<100
106,Ryuhei Kodo,Public,Good,Black,Black,Male,Yes,1,Jun-2011,Earth-616,Marvel,<10
107,Barnabus Mullen,Non-dual,Good,Blue,Bald,Male,Yes,3,Jan-1940,Earth-616,Marvel,<10
108,Bernie Dillon,Non-dual,Good,Blue,Red,Male,Yes,31,Sep-1976,Earth-616,Marvel,<100
109,Carol Landers,Public,Good,Red,Brown,Female,Yes,6,May-1973,Earth-616,Marvel,<10
110,Burron,Secret,Good,Brown,Red,Male,Yes,1,Sep-1988,Earth-616,Marvel,<10
111,Homebrew,Secret,Good,Blue,Blond,Male,Yes,6,Apr-2005,Earth-616,Marvel,<10
112,Mercedes Wilson,Secret,Good,Amber,Red,Female,Yes,9,Mar-1999,Earth-616,Marvel,<10
113,Jun Ho Kim,Public,Good,Black,Black,Male,Yes,3,Dec-2002,Earth-616,Marvel,<10
114,Beth Bleckley,Non-dual,Good,Blue,Blond,Male,Yes,1,Jan-1977,Earth-616,Marvel,<10
115,James Howlett,Secret,Good,Blue,Black,Male,Yes,4,Jan-2007,Earth-616,Marvel,<10
116,Alisande Morales,Non-dual,Good,Brown,Black,Female,Yes,19,May-2008,Earth-616,Marvel,<100
117,Hercules,Known to Authorities,Good,Blue,Black,Male,Yes,2,Feb-2007,Earth-616,Marvel,<10
118,John Scott,Public,Good,Brown,White,Male,No,1,Sep-1941,Earth-616,Marvel,<10
119,John Porter,Public,Good,Black,Black,Male,Yes,20,May-1989,Earth-616,Marvel,<100
120,James Montgomery Falsworth,Secret,Good,Blue,Brown,Male,No,32,Jul-1976,Earth-616,Marvel,<100
121,Rabbit,Secret,Good,Orange,Black,Female,No,5,Nov-1988,Earth-616,Marvel,<10
122,Askare,Secret,Good,White,Blond,Female,Yes,1,Sep-1978,Earth-616,Marvel,<10
123,Lockjaw,Secret,Good,Brown,Brown,Male,Yes,255,Dec-1965,Earth-616,Marvel,<500
124,Jean Carson,Public,Good,Blue,Blond,Female,Yes,1,May-1942,Earth-616,Marvel,<10
125,Cyanide Jane,Secret,Good,Blue,White,Female,Yes,2,Nov-2000,Earth-616,Marvel,<10
126,Edna Staples,Public,Good,Purple,White,Female,No,8,Jan-1991,Earth-616,Marvel,<10
127,Joey Burnett,Public,Good,Green,Brown,Male,Yes,6,Jul-1978,Earth-616,Marvel,<10
128,Major Cullen,Public,Good,Green,Grey,Male,Yes,8,Mar-1951,Earth-616,Marvel,<10
129,Sator,Secret,Good,Brown,Black,Unknown,Yes,1,Apr-1940,Earth-616,Marvel,<10
130,Baker,Public,Good,Brown,Red,Male,Yes,1,Mar-1988,Earth-616,Marvel,<10
131,Arlette Truffaut,Secret,Good,Green,Black,Female,Yes,25,Aug-1997,Earth-616,Marvel,<100
132,Jonathan Storm,Public,Good,Blue,Blond,Male,Yes,13,Nov-1996,Earth-616,Marvel,<100
133,Roger Cooper,Public,Good,Yellow,Black,Male,Yes,27,Oct-1976,Earth-616,Marvel,<100
134,Lawrence Young,Secret,Good,Blue,Black,Male,Yes,5,Nov-1998,Earth-616,Marvel,<10
135,Aaron Rosenberg,Non-dual,Good,Brown,Brown,Male,Yes,3,Dec-2002,Earth-616,Marvel,<10
136,Eos,Secret,Good,Gold,Blond,Female,Yes,1,Feb-2010,Earth-616,Marvel,<10
137,Magda Eisenhardt,Non-dual,Good,Blue,Brown,Female,No,22,Aug-1979,Earth-616,Marvel,<100
138,Truth MacRae,Secret,Good,Blue,Blond,Female,No,4,Mar-2000,Earth-616,Marvel,<10
139,Ann Reynolds,Non-dual,Good,Blue,Blond,Female,Yes,10,Aug-1975,Earth-616,Marvel,<10
140,Gerard Cooper,Secret,Good,Blue,Bald,Male,Yes,2,Jul-2004,Earth-616,Marvel,<10
141,Xiong,Secret,Good,Brown,White,Male,Yes,1,Nov-2008,Earth-616,Marvel,<10
142,Bheton,Secret,Good,Blue,Grey,Male,Yes,3,Nov-1996,Earth-616,Marvel,<10
143,Sid Franken,Public,Good,Blue,Blond,Male,Yes,1,Oct-1999,Earth-616,Marvel,<10
144,Paul Aristides,Public,Good,Brown,Black,Male,Yes,1,May-2005,Earth-616,Marvel,<10
145,Milton Monroe,Secret,Good,Red,Black,Male,Yes,2,Oct-1965,Earth-616,Marvel,<10
146,Lynne Harris,Public,Good,Blue,Blond,Female,Yes,11,Aug-1940,Earth-616,Marvel,<100
147,Vinnie Evans,Non-dual,Good,Brown,Black,Male,Yes,3,Nov-1989,Earth-616,Marvel,<10
148,Sterling,Non-dual,Good,Yellow,Bald,Male,Yes,1,Jan-2000,Earth-616,Marvel,<10
149,Roscoe Simons,Secret,Good,Blue,Brown,Male,No,9,Oct-1974,Earth-616,Marvel,<10
150,Eugene Patilio,Secret,Good,Brown,Red,Male,Yes,26,Sep-1982,Earth-616,Marvel,<100
151,Leonard Samson,Public,Good,Brown,Black,Male,Yes,9,Nov-1996,Earth-616,Marvel,<10
152,Kevin,Public,Good,Brown,Black,Male,Yes,22,Jul-1986,Earth-616,Marvel,<100
153,Sally Avril,Secret,Good,Brown,Black,Female,Yes,1,Dec-1998,Earth-98121,Marvel,<10
154,Cecilia Reyes,Non-dual,Good,Brown,Brown,Female,Yes,74,Jun-1997,Earth-616,Marvel,<100
155,Tarm,Public,Good,Blue,No,Male,No,11,Oct-1983,Earth-616,Marvel,<100
156,Margaret Carter,Public,Good,Black,Brown,Female,Yes,2,Oct-1997,Earth-616,Marvel,<10
157,Positron,Secret,Good,Red,White,Female,Yes,1,Jan-2006,Earth-616,Marvel,<10
158,Star,Public,Good,Blue,Grey,Unknown,Yes,3,Sep-1991,Earth-616,Marvel,<10
159,Doris Evans,Secret,Good,Blue,Black,Female,Yes,1,Aug-1999,Earth-98121,Marvel,<10
160,Laslo Pevely,Secret,Good,Black,Black,Male,Yes,7,Mar-1941,Earth-616,Marvel,<10
161,Gus Grim,Non-dual,Good,Brown,Black,Male,Yes,4,Sep-2011,Earth-616,Marvel,<10
162,Screamer,Secret,Good,Brown,Bald,Unknown,Yes,1,Dec-1981,Earth-616,Marvel,<10
163,Sep,Public,Good,Brown,Brown,Male,Yes,2,May-1981,Earth-616,Marvel,<10
164,Rozalyn Backus,Secret,Good,Brown,Black,Female,Yes,8,Jun-2005,Earth-616,Marvel,<10
165,Johnathon Blaze,Secret,Good,Blue,Auburn,Male,Yes,426,Aug-1972,Earth-616,Marvel,<500
166,Larry Pitts,Secret,Good,Brown,Bald,Male,No,3,Feb-2003,Earth-616,Marvel,<10
167,Riot-Act,Secret,Good,Brown,Bald,Female,No,1,Mar-2000,Earth-616,Marvel,<10
168,Hugo Danner,Public,Good,Blue,Black,Male,Yes,1,Dec-1976,Earth-616,Marvel,<10
169,Sedrick,Public,Good,Yellow,Orange,Male,Yes,7,May-1987,Earth-616,Marvel,<10
170,Lamar Plotnick,Secret,Good,Brown,Red,Male,Yes,3,Aug-1988,Earth-616,Marvel,<10
171,Billy Glow,Non-dual,Good,Brown,White,Male,No,1,Aug-1948,Earth-616,Marvel,<10
172,Whitney Hammond,Non-dual,Good,Green,Brown,Male,Yes,23,Aug-1948,Earth-616,Marvel,<100
173,Christopher Powell,Secret,Good,Brown,Brown,Male,Yes,165,Mar-1991,Earth-616,Marvel,<250
174,Sonny Caputo,Public,Good,Yellow,Bald,Male,No,4,May-2002,Earth-616,Marvel,<10
175,Victoria von Frankenstein,Public,Good,Grey,Black,Female,Yes,13,Sep-1975,Earth-616,Marvel,<100
176,Arrow,Non-dual,Good,Blue,Grey,Male,Yes,9,Mar-1951,Earth-616,Marvel,<10
177,Brandon Sharpe,Public,Good,Brown,Black,Male,Yes,62,Aug-2010,Earth-616,Marvel,<100
178,Morel,Public,Good,Blue,Blond,Male,Yes,2,Feb-1993,Earth-616,Marvel,<10
179,Ginny Edwards,Public,Good,Brown,Black,Female,Yes,4,Sep-1988,Earth-616,Marvel,<10
180,Carlos deSilva,Secret,Good,Black,Black,Male,Yes,5,Oct-1993,Earth-616,Marvel,<10
181,Butch,Secret,Good,Black,Brown,Male,Yes,1,Mar-1942,Earth-616,Marvel,<10
182,Meredith McCall,Secret,Good,Blue,Brown,Female,Yes,14,Aug-1970,Earth-616,Marvel,<100
183,Miranda Rand,Secret,Good,Brown,Blond,Female,Yes,6,Dec-1975,Earth-616,Marvel,<10
184,Folma,Public,Good,Blue,Brown,Male,Yes,7,Oct-1940,Earth-616,Marvel,<10
185,Star Sign,Secret,Good,Brown,Black,Female,Yes,2,Aug-2008,Earth-616,Marvel,<10
186,Dianna Ferrule,Public,Good,Brown,Blond,Female,Yes,2,Apr-1943,Earth-616,Marvel,<10
187,Luther Robinson,Public,Good,Brown,Brown,Male,Yes,11,Aug-1940,Earth-616,Marvel,<100
188,Colonel Hendershoot,Public,Good,Black,Black,Male,Yes,5,Nov-1963,Earth-616,Marvel,<10
189,Rose Palermo,Public,Good,Brown,Brown,Female,Yes,25,Dec-1982,Earth-616,Marvel,<100
190,Glakandar,Public,Good,White,No,Male,Yes,3,Sep-1991,Earth-616,Marvel,<10
191,Aleytys Forrester,Public,Good,Brown,Blond,Female,Yes,30,Mar-1981,Earth-616,Marvel,<100
192,Jose Santini,Public,Good,Red,Black,Male,Yes,6,Nov-1967,Earth-616,Marvel,<10
193,Iranda,Public,Good,Brown,Brown,Male,Yes,2,Dec-1971,Earth-616,Marvel,<10
194,Consuela Sanchez,Public,Good,White,Black,Female,Yes,5,Dec-1991,Earth-616,Marvel,<10
195,Alani Ryan,Secret,Good,Brown,Brown,Female,Yes,73,Jun-2004,Earth-616,Marvel,<100
196,John Carik,Public,Good,Blue,Blond,Male,Yes,7,Jul-1994,Earth-616,Marvel,<10
197,Flash Finnigan,Public,Good,White,Blond,Female,Yes,2,Dec-1952,Earth-616,Marvel,<10
198,Korr,Secret,Good,Blue,No,Unknown,Yes,58,Mar-2010,Earth-616,Marvel,<100
199,Autumn MacRae,Secret,Good,Blue,Blond,Female,Yes,3,May-2000,Earth-616,Marvel,<10
200,Gayle Watson,Non-dual,Good,Blue,Brown,Female,Yes,18,Nov-1983,Earth-616,Marvel,<100
201,Transisto-Mech,Public,Good,Red,No,Unknown,Yes,1,Sep-2011,Earth-616,Marvel,<10
202,Walter,Public,Good,Blue,Blond,Male,Yes,4,Oct-2002,Earth-616,Marvel,<10
203,Gena Landers,Public,Good,Hazel,Blond,Female,Yes,25,Jun-1976,Earth-616,Marvel,<100
204,Hotei Osho,Public,Good,Brown,No,Male,Yes,1,Aug-1982,Earth-616,Marvel,<10
205,Martha Connors,Public,Good,Blue,Red,Female,No,54,Nov-1963,Earth-616,Marvel,<100
206,Len Arkwright,Public,Good,Brown,Grey,Male,Yes,1,Oct-1993,Earth-616,Marvel,<10
207,Samuel Majowski,Public,Good,Brown,Blond,Male,Yes,20,Nov-1990,Earth-616,Marvel,<100
208,Hal Jordan,Public,Good,Yellow,Brown,Male,Yes,1,Mar-1945,Earth-616,Marvel,<10
209,Reina Alvarez,Public,Good,Brown,Bald,Female,Yes,3,Oct-2010,Earth-616,Marvel,<10
210,Stanley Klein,Non-dual,Good,Brown,Brown,Male,No,1,Aug-2000,Earth-616,Marvel,<10
211,Brian van Patrick,Public,Good,Blue,Brown,Male,Yes,7,Jun-2007,Earth-616,Marvel,<10
212,Orji Jones,Non-dual,Good,Brown,Black,Male,No,3,Mar-1975,Earth-616,Marvel,<10
213,Maria Atlantis,Secret,Good,Green,Black,Female,Yes,1,Sep-2006,Earth-616,Marvel,<10
214,Beatrice McBride,Non-dual,Good,Blue,White,Female,Yes,6,Jun-1994,Earth-616,Marvel,<10
215,Dee Milo,Public,Good,Yellow,Black,Female,No,32,Sep-2002,Earth-616,Marvel,<100
216,Dolly Donohue,Public,Good,Blue,Grey,Female,Yes,11,Nov-1980,Earth-616,Marvel,<100
217,John Mairs,Secret,Good,Brown,Brown,Male,No,2,Jan-2006,Earth-616,Marvel,<10
218,Sephra,Public,Good,Brown,Blond,Female,No,1,Nov-1987,Earth-616,Marvel,<10
219,Mboye,Public,Good,Blue,Black,Female,Yes,1,Jul-2005,Earth-616,Marvel,<10
220,Adam Destine,Secret,Good,Blue,Blond,Male,Yes,19,Oct-1994,Earth-616,Marvel,<100
221,Maria Proudstar,Public,Good,Brown,Brown,Female,Yes,2,Nov-1986,Earth-616,Marvel,<10
222,Mary Edwards,Public,Good,Blue,Blond,Female,Yes,1,Apr-1940,Earth-616,Marvel,<10
223,Princess Tonka,Public,Good,Brown,Brown,Female,Yes,1,Feb-1940,Earth-616,Marvel,<10
224,Leda Fontaine,Public,Good,Yellow,Brown,Female,Yes,1,Apr-1982,Earth-616,Marvel,<10
225,Anna,Non-dual,Good,Blue,Blond,Female,Yes,3,Jun-1992,Earth-616,Marvel,<10
226,Examiner,Secret,Good,Blue,White,Male,Yes,2,Nov-2001,Earth-616,Marvel,<10
227,Ray,Secret,Good,Black,Brown,Male,Yes,1,Aug-1985,Earth-616,Marvel,<10
228,K-4,Secret,Good,Grey,Black,Male,Yes,3,Feb-1940,Earth-616,Marvel,<10
229,David Mitchell,Secret,Good,Brown,Black,Male,Yes,13,Apr-1978,Earth-616,Marvel,<100
230,Black Knight,Secret,Good,Brown,Black,Unknown,Yes,1,May-1963,Earth-616,Marvel,<10
231,Jessica Hobbs,Public,Good,Blue,Brown,Female,Yes,1,Nov-1943,Earth-616,Marvel,<10
232,Vicki of Humbabu,Public,Good,Brown,Brown,Female,No,1,May-2002,Earth-616,Marvel,<10
233,Neena Thurman,Secret,Good,Blue,Black,Female,Yes,310,Mar-1992,Earth-616,Marvel,<500
234,Lorna,Public,Good,Blue,Blond,Female,Yes,24,Jul-1953,Earth-616,Marvel,<100
235,Shelley Conklin,Public,Good,Brown,Blond,Female,Yes,13,Nov-1990,Earth-616,Marvel,<100
236,Solam,Secret,Good,Brown,Black,Unknown,No,1,Oct-1968,Earth-616,Marvel,<10
237,Brian Winslow,Secret,Good,Blue,Black,Male,Yes,6,Jun-1989,Earth-616,Marvel,<10
238,Anson Harkov,Secret,Good,Brown,Black,Male,Yes,2,Nov-1979,Earth-616,Marvel,<10
239,Jeremy Mchele,Public,Good,Brown,Black,Male,Yes,6,Jan-1991,Earth-616,Marvel,<10
240,Karnak,Public,Good,Green,White,Male,Yes,5,Jun-1997,Earth-616,Marvel,<10
241,Solomon Kane,Public,Good,Brown,Black,Male,Yes,36,Aug-1973,Earth-616,Marvel,<100
242,Monstro the Mighty,Public,Good,Brown,Brown,Male,Yes,2,Jun-1942,Earth-616,Marvel,<10
243,Christopher Alleyne,Secret,Good,Brown,Brown,Male,Yes,2,Oct-2003,Earth-616,Marvel,<10
244,Milla Donovan,Public,Good,White,Black,Female,Yes,43,Mar-2003,Earth-616,Marvel,<100
245,Tommy,Public,Good,Brown,Blond,Male,Yes,2,Nov-1964,Earth-616,Marvel,<10
246,Chester Fenton,Public,Good,Brown,Blond,Male,Yes,5,Jun-1968,Earth-616,Marvel,<10
247,Urd,Non-dual,Good,Blue,Brown,Female,Yes,20,Mar-1964,Earth-616,Marvel,<100
248,Jeff Graves,Public,Good,Black,No,Male,Yes,2,Apr-1940,Earth-616,Marvel,<10
249,Magdalena Marie,Public,Good,Brown,Black,Female,Yes,15,Sep-2007,Earth-616,Marvel,<100
250,Redwing,Public,Good,Yellow,Brown,Male,Yes,165,Sep-1969,Earth-616,Marvel,<250
251,Jubilation Lee,Secret,Good,Brown,Black,Female,Yes,408,May-1989,Earth-616,Marvel,<500
252,Jackson Weele,Secret,Good,Brown,Grey,Male,Yes,18,Jul-1978,Earth-616,Marvel,<100
253,Ndebele,Secret,Good,Green,Black,Male,Yes,1,Jul-1988,Earth-616,Marvel,<10
254,Petunia Grimm,Public,Good,Blue,Black,Female,No,4,Jan-1982,Earth-616,Marvel,<10
255,Roger Vane,Secret,Good,Green,Brown,Male,Yes,1,Dec-1968,Earth-616,Marvel,<10
256,Esperanza Ling,Public,Good,Blue,Red,Female,Yes,10,Oct-1999,Earth-616,Marvel,<10
257,Lucile Serr,Public,Good,Blue,Brown,Female,Yes,2,Sep-1971,Earth-616,Marvel,<10
258,Captain Barracuda,Public,Good,Brown,Black,Male,Yes,12,May-1964,Earth-616,Marvel,<100
259,Fafnir,Secret,Good,Red,No,Male,No,21,Nov-1966,Earth-616,Marvel,<100
260,Fisher Todd,Public,Good,Blue,Brown,Male,Yes,13,Oct-1994,Earth-616,Marvel,<100
261,Jacob Bolt,Public,Good,Variable,Blond,Male,Yes,2,Jul-1972,Earth-616,Marvel,<10
