,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe,Appearances Bins
101,Sean Dolan,Secret,Bad,White,No,Male,Yes,13,Jul/1990,Earth-616,Marvel,<100
104,Ralph Sorrell,Public,Bad,Blue,Brown,Male,No,1,Nov/1973,Earth-616,Marvel,<10
106,Provost,Secret,Bad,Blue,Bald,Male,Yes,3,Apr/2006,Earth-616,Marvel,<10
112,Snake Lady of Sinyong,Public,Bad,Brown,Black,Female,No,2,Oct/1954,Earth-616,Marvel,<10
114,Swift,Secret,Bad,Brown,Black,Male,No,2,Sep/1992,Earth-616,Marvel,<10
123,Agent of 1000 Faces,Secret,Bad,Yellow,Black,Male,Yes,6,Sep/1968,Earth-616,Marvel,<10
124,Colonel Kishi,Public,Bad,Green,Black,Male,No,1,Jun/1944,Earth-616,Marvel,<10
125,Dane Whitman,Secret,Bad,Black,Brown,Male,No,1,May/1998,Earth-616,Marvel,<10
126,Yutaka,Non-dual,Bad,Blue,Black,Male,Yes,3,Apr/2010,Earth-616,Marvel,<10
128,Weapon Y,Secret,Bad,Blue,Blond,Male,Yes,1,May/1993,Earth-616,Marvel,<10
129,Prophet of Hate,Secret,Bad,Red,Black,Male,No,1,Jan/1945,Earth-616,Marvel,<10
134,Nancy Reagan,Public,Bad,Green,Black,Female,Yes,1,Aug/1984,Earth-616,Marvel,<10
138,Eleyn,Secret,Bad,Blue,Blond,Female,Yes,2,Jan/1994,Earth-616,Marvel,<10
142,Dmitri Ivankov,Public,Bad,Blue,Blond,Male,Yes,1,May/2009,Earth-616,Marvel,<10
144,Mike Farrell,Secret,Bad,Blue,Brown,Male,No,22,Sep/1979,Earth-616,Marvel,<100
145,Brent Jackson,Public,Bad,Blue,Blond,Male,Yes,32,Jun/2001,Earth-616,Marvel,<100
148,Bi-Beast,Public,Bad,Black,No,Male,No,8,Nov/1973,Earth-616,Marvel,<10
151,Dwaine Hess,Secret,Bad,Blue,Blond,Male,Yes,3,Sep/1988,Earth-616,Marvel,<10
155,Herr Mongrel,Secret,Bad,Black,Brown,Male,No,1,Sep/1942,Earth-616,Marvel,<10
158,Senator Doaks,Secret,Bad,Brown,White,Male,No,1,Mar/1944,Earth-616,Marvel,<10
160,Foreigner,Non-dual,Bad,Brown,Black,Male,Yes,35,Jun/1986,Earth-616,Marvel,<100
162,Robert Chalmers,Non-dual,Bad,Brown,Brown,Male,Yes,9,Jun/1969,Earth-616,Marvel,<10
164,Vixen,Public,Bad,Blue,White,Female,No,1,Nov/1945,Earth-616,Marvel,<10
165,Smith,Secret,Bad,Yellow,Black,Male,Yes,2,Dec/2005,Earth-616,Marvel,<10
168,Sinister Soofi,Secret,Bad,Blue,White,Male,Yes,2,Feb/1978,Earth-616,Marvel,<10
169,Ava Peloso,Secret,Bad,Black,Brown,Female,Yes,3,May/1994,Earth-616,Marvel,<10
170,Brushfire,Secret,Bad,Red,Red,Male,Yes,1,Sep/2006,Earth-616,Marvel,<10
173,Alkhema,Non-dual,Bad,Variable,No,Female,Yes,16,Jan/1993,Earth-616,Marvel,<100
174,Benjamin Tibbets,Secret,Bad,Blue,Blond,Male,No,6,Aug/2000,Earth-616,Marvel,<10
176,Slash,Secret,Bad,Brown,Red,Female,Yes,10,Jun/1984,Earth-616,Marvel,<10
178,Z2,Public,Bad,Blue,Bald,Unknown,No,1,Aug/1969,Earth-616,Marvel,<10
179,Mother of Pearl,Secret,Bad,Auburn,Brown,Female,Yes,1,Jun/1996,Earth-616,Marvel,<10
181,Nyko Halfghanaghan,Non-dual,Bad,Blue,Grey,Male,Yes,2,Aug/1993,Earth-616,Marvel,<10
183,Reginald Fortean,Public,Bad,Blue,Black,Male,Yes,17,May/2011,Earth-616,Marvel,<100
186,Simon Leech,Public,Bad,Brown,Black,Male,No,1,Jul/1952,Earth-616,Marvel,<10
187,Mister Thos,Public,Bad,White,Bald,Male,Yes,1,Dec/1942,Earth-616,Marvel,<10
188,Alfonso Lopez,Secret,Bad,Blue,Black,Male,No,4,May/1997,Earth-616,Marvel,<10
195,Surtur,Non-dual,Bad,Yellow,Red,Male,No,79,Oct/1963,Earth-616,Marvel,<100
196,Forget-Me-Not,Secret,Bad,Purple,Purple,Female,Yes,4,Aug/2007,Earth-616,Marvel,<10
198,Piotr Phobos,Public,Bad,Blue,Grey,Male,Yes,4,Apr/1981,Earth-616,Marvel,<10
199,Billy Kitson,Secret,Bad,Brown,Black,Male,Yes,7,Oct/1994,Earth-616,Marvel,<10
201,Edward Elmgren,Secret,Bad,Brown,Brown,Male,No,2,Mar/1942,Earth-616,Marvel,<10
205,Richard Yurocko,Secret,Bad,White,Blond,Male,No,4,May/1992,Earth-616,Marvel,<10
208,Calcium Master,Secret,Bad,Black,Black,Male,No,1,Sep/1946,Earth-616,Marvel,<10
209,Mick Bird,Secret,Bad,Black,Black,Male,Yes,1,Jul/1963,Earth-616,Marvel,<10
210,Ampzilla,Secret,Bad,Blue,No,Male,Yes,5,Nov/1981,Earth-616,Marvel,<10
215,Voyager,Secret,Bad,Variable,Variable,Male,Yes,6,Sep/1993,Earth-616,Marvel,<10
216,Eblis,Secret,Bad,White,No,Male,Yes,1,Sep/1982,Earth-616,Marvel,<10
217,Running Wolf,Public,Bad,Brown,Black,Male,Yes,2,Apr/1954,Earth-616,Marvel,<10
218,River Verys,Public,Bad,White,Grey,Male,No,8,Dec/1995,Earth-616,Marvel,<10
221,Raker,Public,Bad,Brown,Red,Male,No,5,Aug/2008,Earth-616,Marvel,<10
224,Tarene,Secret,Bad,Green,Blond,Female,No,1,Dec/2008,Earth-616,Marvel,<10
226,Dusk,Secret,Bad,Green,Bald,Female,Yes,1,Dec/1993,Earth-616,Marvel,<10
229,Varnae,Secret,Bad,Red,Green,Male,Yes,16,Dec/1982,Earth-616,Marvel,<100
230,Von Brukk,Non-dual,Bad,Brown,White,Male,No,1,Jul/1942,Earth-616,Marvel,<10
233,Bonegrinder,Secret,Bad,Black,No,Male,No,3,Oct/2011,Earth-616,Marvel,<10
238,Asahiri Aoki,Secret,Bad,Brown,Auburn,Female,Yes,4,May/2004,Earth-616,Marvel,<10
239,Worm,Secret,Bad,Yellow,White,Male,Yes,9,Oct/1989,Earth-616,Marvel,<10
248,Edward Brecker,Public,Bad,Green,White,Male,Yes,3,Nov/2003,Earth-616,Marvel,<10
252,Erica Fortune,Public,Bad,Blue,Blond,Female,Yes,13,Jan/1988,Earth-616,Marvel,<100
253,Randy Tate,Secret,Bad,Blue,Blond,Female,Yes,3,Dec/1976,Earth-616,Marvel,<10
255,Elmer Gore,Public,Bad,Black,No,Male,Yes,8,Feb/1989,Earth-616,Marvel,<10
258,Moina,Public,Bad,Blue,Blond,Female,No,2,Aug/1994,Earth-616,Marvel,<10
260,Max Pressman,Secret,Bad,Green,White,Male,Yes,8,Aug/1997,Earth-616,Marvel,<10
262,Johnny Clostro,Non-dual,Bad,Brown,Black,Male,No,1,Sep/1942,Earth-616,Marvel,<10
263,Aradnea,Public,Bad,Brown,Black,Female,Yes,7,Aug/2011,Earth-616,Marvel,<10
266,Henry Akai,Secret,Bad,Brown,Black,Male,Yes,2,Aug/1992,Earth-616,Marvel,<10
267,Infernal Man,Secret,Bad,Brown,No,Male,Yes,3,Sep/2007,Earth-616,Marvel,<10
275,Remiped,Secret,Bad,Blue,Brown,Male,Yes,5,Oct/2000,Earth-616,Marvel,<10
281,Metzger,Secret,Bad,Blue,Bald,Male,No,3,Dec/2008,Earth-616,Marvel,<10
283,Turner,Secret,Bad,White,Brown,Male,No,1,Oct/2008,Earth-616,Marvel,<10
286,Nguyen Ngoc Coy,Public,Bad,Brown,Black,Male,Yes,34,Dec/1980,Earth-616,Marvel,<100
287,Ael-Dan,Non-dual,Bad,Black,White,Male,No,3,Aug/1991,Earth-616,Marvel,<10
294,Nedra,Secret,Bad,Brown,Black,Female,No,5,May/2013,Earth-616,Marvel,<10
295,Roscoe,Public,Bad,Blue,Black,Male,No,4,Mar/1971,Earth-616,Marvel,<10
301,Andrea Haggard,Secret,Bad,Green,Black,Female,Yes,7,Sep/1991,Earth-616,Marvel,<10
306,James Howlett,Secret,Bad,Green,No,Male,No,16,Aug/1999,Earth-616,Marvel,<100
307,Max Hunter,Public,Bad,Brown,Black,Male,Yes,6,Nov/2004,Earth-616,Marvel,<10
308,Ransome Sole,Secret,Bad,Black,Blond,Male,No,2,Aug/2000,Earth-616,Marvel,<10
311,Nickel,Public,Bad,Orange,No,Unknown,Yes,2,Oct/1997,Earth-616,Marvel,<10
314,Death Reaper,Secret,Bad,Brown,Black,Female,Yes,6,Aug/2009,Earth-616,Marvel,<10
316,Izan,Secret,Bad,Blue,Bald,Male,No,1,Feb/1943,Earth-616,Marvel,<10
322,Baron Krugg,Public,Bad,Green,Green,Male,No,1,Dec/1944,Earth-616,Marvel,<10
323,Toto,Public,Bad,Brown,Grey,Male,No,1,Dec/1953,Earth-616,Marvel,<10
325,Eimin Worthington,Secret,Bad,No,Bald,Female,No,10,May/2013,Earth-616,Marvel,<10
328,Rick Lawson,Secret,Bad,Red,Brown,Male,Yes,4,May/1997,Earth-616,Marvel,<10
329,Vincent,Secret,Bad,Green,Red,Male,Yes,10,Jan/2005,Earth-616,Marvel,<10
330,Tyr,Public,Bad,Silver,Silver,Male,Yes,1,Nov/1988,Earth-616,Marvel,<10
331,Leper Queen,Known to Authorities,Bad,Brown,Bald,Female,No,17,Jan/2006,Earth-616,Marvel,<100
332,Dirk Leydon,Public,Bad,Green,Blond,Male,Yes,1,Aug/1993,Earth-616,Marvel,<10
336,Tuurgid,Secret,Bad,Green,Black,Male,Yes,1,Oct/1994,Earth-616,Marvel,<10
339,Ralph Hutchins,Secret,Bad,Brown,Brown,Male,Yes,10,Jul/1980,Earth-616,Marvel,<10
342,Judas Traveller,Public,Bad,Red,White,Male,Yes,29,Oct/1994,Earth-616,Marvel,<100
348,Moudini,Secret,Bad,Black,Black,Male,Yes,1,Jun/1946,Earth-616,Marvel,<10
350,Kaz,Secret,Bad,Brown,Black,Male,Yes,8,Oct/2007,Earth-616,Marvel,<10
353,Lenora Moore,Secret,Bad,Magenta,Brown,Female,Yes,1,Apr/1948,Earth-616,Marvel,<10
356,Arc,Secret,Bad,Grey,Grey,Male,Yes,1,Jan/1994,Earth-616,Marvel,<10
360,Lionel Dibbs,Public,Bad,Brown,Black,Male,Yes,3,Mar/1971,Earth-616,Marvel,<10
362,Yagyu Kojiro,Secret,Bad,Blue,Black,Male,Yes,1,May/2009,Earth-616,Marvel,<10
368,Madam Qwa,Secret,Bad,Blue,Grey,Female,Yes,10,Mar/1997,Earth-616,Marvel,<10
375,Tobias,Secret,Bad,Red,Brown,Male,Yes,5,Nov/1995,Earth-616,Marvel,<10
376,Ramon Dantas,Public,Bad,Blue,Brown,Male,Yes,4,Oct/1966,Earth-616,Marvel,<10
378,Smell,Secret,Bad,White,Brown,Female,Yes,1,Oct/1988,Earth-616,Marvel,<10
381,Tarnok-Kol,Public,Bad,Blue,Blond,Male,Yes,1,May/1995,Earth-616,Marvel,<10
382,Spawn of the Witch Queen,Secret,Bad,Gold,White,Male,No,1,Nov/1942,Earth-616,Marvel,<10
383,Klaus Kruger,Secret,Bad,Red,Black,Male,No,1,Aug/1965,Earth-616,Marvel,<10
386,Dubose Wilson,Public,Bad,Green,Black,Male,Yes,8,Feb/1991,Earth-616,Marvel,<10
391,Gojo,Public,Bad,Yellow,White,Male,No,1,Sep/1942,Earth-616,Marvel,<10
392,Carl Kerridge,Secret,Bad,Blue,White,Male,Yes,1,Jul/1994,Earth-616,Marvel,<10
393,Jonathan Gatesworth,Public,Bad,Blue,Grey,Male,Yes,1,Jun/1996,Earth-616,Marvel,<10
395,Visis,Secret,Bad,Green,Black,Male,Yes,6,Jun/1971,Earth-616,Marvel,<10
396,Olvido,Secret,Bad,Blue,Blue,Male,Yes,3,Oct/2010,Earth-616,Marvel,<10
406,Skitter,Secret,Bad,Blue,White,Male,Yes,1,Dec/1993,Earth-616,Marvel,<10
407,Lord Nekron,Secret,Bad,Blue,Black,Male,No,1,Nov/1968,Earth-616,Marvel,<10
408,Idnar,Public,Bad,Black,Blond,Unknown,Yes,1,Apr/1992,Earth-616,Marvel,<10
411,Aaron Thorne,Non-dual,Bad,Blue,Brown,Male,Yes,4,Jul/1994,Earth-616,Marvel,<10
430,Ajax,Secret,Bad,Brown,Black,Male,No,10,Mar/1998,Earth-616,Marvel,<10
439,Edmund Kenyon,Public,Bad,Brown,Brown,Male,No,1,Jun/1946,Earth-616,Marvel,<10
440,Gyre,Secret,Bad,Brown,Grey,Female,Yes,3,May/1999,Earth-616,Marvel,<10
444,Sal Buscema,Public,Bad,Brown,Black,Male,Yes,1,Jan/1977,Earth-616,Marvel,<10
446,Tony Masterson,Secret,Bad,Brown,Green,Male,No,5,Aug/1987,Earth-616,Marvel,<10
447,Flint,Non-dual,Bad,Brown,Black,Male,Yes,10,Jul/1967,Earth-616,Marvel,<10
450,Professor Zorsky,Public,Bad,White,Black,Male,No,1,Aug/1951,Earth-616,Marvel,<10
451,Razor,Secret,Bad,Red,Black,Unknown,Yes,7,Jun/2009,Earth-616,Marvel,<10
457,Nikolas,Secret,Bad,Black,Black,Male,No,4,Nov/1998,Earth-616,Marvel,<10
458,Major Purge,Public,Bad,Blue,Red,Male,Yes,2,Aug/1988,Earth-616,Marvel,<10
466,Triphammer,Secret,Bad,White,Brown,Male,Yes,1,Feb/1990,Earth-616,Marvel,<10
473,Grundor,Non-dual,Bad,Blue,Brown,Male,Yes,2,Oct/1989,Earth-616,Marvel,<10
474,Green Skull,Secret,Bad,Brown,Black,Male,Yes,1,Jan/2013,Earth-616,Marvel,<10
475,Melek,Secret,Bad,Green,Brown,Male,Yes,5,Feb/2005,Earth-616,Marvel,<10
478,Bramer,Secret,Bad,Red,Brown,Male,Yes,7,May/1996,Earth-616,Marvel,<10
487,Blastfurnace,Secret,Bad,Blue,No,Unknown,Yes,4,Nov/1996,Earth-616,Marvel,<10
495,Draconis,Secret,Bad,Yellow,Black,Male,Yes,3,May/2007,Earth-616,Marvel,<10
500,Derwyddon,Secret,Bad,Blue,Blond,Male,Yes,4,Jul/1985,Earth-616,Marvel,<10
501,Flaw,Secret,Bad,Green,No,Male,Yes,11,Mar/2006,Earth-616,Marvel,<100
502,Victor Cochran,Secret,Bad,Green,Black,Male,No,4,Jul/1976,Earth-616,Marvel,<10
505,Kalxor,Secret,Bad,Green,No,Male,Yes,1,Feb/1972,Earth-616,Marvel,<10
510,Otto Vermis,Public,Bad,Red,Grey,Male,No,7,Feb/1977,Earth-616,Marvel,<10
513,Killer Casey,Secret,Bad,Blue,Bald,Male,Yes,2,Jun/1941,Earth-616,Marvel,<10
514,Harold Windom,Secret,Bad,Black,White,Male,Yes,1,Jul/1976,Earth-616,Marvel,<10
516,Phillip Sterling,Secret,Bad,Blue,Grey,Male,No,32,Apr/1968,Earth-616,Marvel,<100
519,Barbican,Secret,Bad,Black,Black,Male,No,4,May/2000,Earth-616,Marvel,<10
520,Living Wind,Secret,Bad,Yellow,Brown,Male,Yes,4,Dec/2012,Earth-616,Marvel,<10
526,Harith Damyish,Public,Bad,Grey,Brown,Male,Yes,2,Dec/1996,Earth-616,Marvel,<10
528,Father Darklyte,Secret,Bad,White,White,Male,No,2,Aug/1975,Earth-616,Marvel,<10
529,Jonathan Caesar,Public,Bad,Blue,Blond,Male,No,13,Sep/1988,Earth-616,Marvel,<100
539,Sentinel 17,Secret,Bad,Brown,Black,Unknown,No,2,Dec/1965,Earth-616,Marvel,<10
542,Blake,Secret,Bad,Blue,Black,Male,No,9,Sep/2009,Earth-616,Marvel,<10
545,Deluge,Secret,Bad,Brown,Black,Unknown,Yes,9,Dec/1994,Earth-616,Marvel,<10
547,Juito,Secret,Bad,Brown,White,Male,No,2,Feb/2005,Earth-616,Marvel,<10
552,Franz Gerhardt,Secret,Bad,Brown,Red,Male,Yes,2,Jun/1978,Earth-616,Marvel,<10
556,Nobelium,Public,Bad,Blue,No,Unknown,Yes,1,Sep/1997,Earth-616,Marvel,<10
558,Makoto,Secret,Bad,Brown,Black,Male,Yes,3,Apr/2010,Earth-616,Marvel,<10
559,Igor,Public,Bad,Black,Yellow,Male,Yes,34,Apr/1963,Earth-616,Marvel,<100
560,Tone-Def,Public,Bad,White,Red,Male,Yes,1,Jul/1990,Earth-616,Marvel,<10
564,Hecate,Non-dual,Bad,Brown,Black,Female,Yes,9,Nov/1977,Earth-616,Marvel,<10
566,Great Rosso,Public,Bad,Brown,White,Male,No,1,Jan/1944,Earth-616,Marvel,<10
576,Beryllium,Non-dual,Bad,Red,No,Unknown,Yes,3,Oct/1997,Earth-616,Marvel,<10
579,Rhode,Secret,Bad,Blue,Black,Female,Yes,1,Feb/1952,Earth-616,Marvel,<10
584,Sandai,Secret,Bad,Blue,Black,Male,Yes,1,Jun/1942,Earth-616,Marvel,<10
586,Homer Un,Secret,Bad,Blue,Blond,Male,Yes,8,Jan/1997,Earth-616,Marvel,<10
587,Scorpio,Secret,Bad,Yellow,Red,Male,Yes,3,Aug/1997,Earth-616,Marvel,<10
588,Tartaro,Public,Bad,Brown,Brown,Male,Yes,2,Feb/1968,Earth-616,Marvel,<10
596,Omar,Public,Bad,Black,Brown,Male,Yes,2,Mar/1941,Earth-616,Marvel,<10
600,Southside,Public,Bad,Blue,Blond,Unknown,Yes,3,Feb/1986,Earth-616,Marvel,<10
609,Manipulator,Secret,Bad,White,No,Male,Yes,2,Dec/1978,Earth-616,Marvel,<10
611,Sentinel 1,Public,Bad,Variable,Grey,Unknown,Yes,3,Nov/1965,Earth-616,Marvel,<10
613,Regan Wyngarde,Secret,Bad,Blue,Blond,Female,Yes,47,Dec/2001,Earth-616,Marvel,<100
614,Quentin Harderman,Public,Bad,Blue,Black,Male,Yes,7,Jan/1974,Earth-616,Marvel,<10
615,Thallium,Secret,Bad,Blue,No,Unknown,Yes,1,Sep/1997,Earth-616,Marvel,<10
617,Kenneth Brown,Secret,Bad,Blue,Black,Male,Yes,1,Mar/1945,Earth-616,Marvel,<10
618,Dragonus,Public,Bad,Blue,Blond,Male,Yes,4,Jan/1973,Earth-616,Marvel,<10
619,Kraglin,Secret,Bad,Black,Black,Male,Yes,1,Aug/1963,Earth-616,Marvel,<10
624,William Henry Harrison,Non-dual,Bad,Black,Black,Male,Yes,1,May/2013,Earth-616,Marvel,<10
629,Valentina Tupulov,Public,Bad,Brown,White,Female,Yes,1,Jun/1989,Earth-616,Marvel,<10
633,Jeremy Clarke,Non-dual,Bad,Blue,Bald,Male,No,27,Aug/1990,Earth-616,Marvel,<100
637,Jasper Keaton,Public,Bad,Grey,White,Male,Yes,1,Nov/1990,Earth-616,Marvel,<10
642,Professor Chalis,Public,Bad,Brown,Black,Male,No,1,Mar/1950,Earth-616,Marvel,<10
645,Jennifer Walters,Secret,Bad,Blue,Green,Female,Yes,1,May/1998,Earth-616,Marvel,<10
646,Bia,Non-dual,Bad,Green,Black,Male,Yes,6,Mar/1968,Earth-616,Marvel,<10
647,Sandra Morgan,Non-dual,Bad,Brown,White,Female,Yes,2,Dec/2008,Earth-616,Marvel,<10
648,Ranter,Secret,Bad,Brown,Grey,Male,Yes,3,Dec/1993,Earth-616,Marvel,<10
650,David Ferrari,Secret,Bad,Brown,Blond,Male,Yes,2,Aug/1999,Earth-616,Marvel,<10
653,Contract,Secret,Bad,Blue,Black,Male,Yes,2,Apr/1993,Earth-616,Marvel,<10
661,Komba,Secret,Bad,Grey,Grey,Male,Yes,1,Mar/1942,Earth-616,Marvel,<10
665,Marian Pouncy,Public,Bad,Blue,Brown,Female,Yes,27,Aug/1979,Earth-616,Marvel,<100
672,Belinda Mathius,Non-dual,Bad,Yellow,Grey,Female,Yes,2,Dec/2003,Earth-616,Marvel,<10
676,Herbert Cholmondeley,Public,Bad,Blue,Black,Male,Yes,1,Aug/1968,Earth-616,Marvel,<10
679,Steve Enkel,Non-dual,Bad,Brown,Brown,Male,No,1,Oct/1939,Earth-616,Marvel,<10
681,Shelob,Non-dual,Bad,Red,Brown,Female,Yes,4,Jun/1993,Earth-616,Marvel,<10
682,Soul-Drinker,Secret,Bad,Brown,Red,Unknown,Yes,2,Oct/1977,Earth-616,Marvel,<10
683,Ixchel,Public,Bad,Brown,Black,Female,Yes,5,Aug/2012,Earth-616,Marvel,<10
684,Cathode,Secret,Bad,Brown,Black,Female,Yes,2,Nov/1992,Earth-616,Marvel,<10
685,Mister Lelong,Secret,Bad,Blue,Black,Male,Yes,1,Dec/1939,Earth-616,Marvel,<10
694,Phillip Barnett,Public,Bad,One,Red,Male,Yes,10,Mar/1979,Earth-616,Marvel,<10
696,Clyde Bodtchik,Secret,Bad,Brown,Brown,Male,Yes,2,Jun/1989,Earth-616,Marvel,<10
697,Algernon Crowe,Public,Bad,Brown,Brown,Male,Yes,42,Jul/1992,Earth-616,Marvel,<100
706,Samuel Smithers,Public,Bad,Green,Grey,Male,Yes,73,Oct/1963,Earth-616,Marvel,<100
712,Florence Sharples,Secret,Bad,Green,Blond,Female,Yes,3,Nov/1990,Earth-616,Marvel,<10
714,Isley,Secret,Bad,Blue,Red,Male,Yes,2,May/2002,Earth-616,Marvel,<10
715,Martin Preston,Secret,Bad,Blue,Black,Male,Yes,41,Jan/1986,Earth-616,Marvel,<100
716,Tracey Authier,Public,Bad,Blue,Brown,Female,Yes,7,Dec/1997,Earth-616,Marvel,<10
718,Mister Slick,Secret,Bad,Blue,Bald,Male,No,2,Jun/1974,Earth-616,Marvel,<10
719,Mister Johnston,Secret,Bad,Blue,Brown,Male,No,23,Jun/1984,Earth-616,Marvel,<100
720,Lester Deeks,Public,Bad,Blue,Black,Male,No,1,Feb/1940,Earth-616,Marvel,<10
722,Android Man,Secret,Bad,Red,Green,Male,No,7,Oct/1968,Earth-616,Marvel,<10
723,Foundry,Secret,Bad,Orange,No,Male,Yes,9,Dec/1994,Earth-616,Marvel,<10
725,Predator X,Secret,Bad,Silver,No,Unknown,Yes,33,Mar/2007,Earth-616,Marvel,<100
729,Intelligentsia,Secret,Bad,Blue,No,Female,Yes,5,Aug/2000,Earth-616,Marvel,<10
732,Pedro Alvarez,Public,Bad,Brown,Brown,Male,Yes,1,Jul/1944,Earth-616,Marvel,<10
735,Roky Vance,Public,Bad,Brown,Brown,Male,Yes,2,May/1988,Earth-616,Marvel,<10
738,Taaru,Secret,Bad,Blue,Bald,Male,Yes,1,Nov/1994,Earth-616,Marvel,<10
745,Kurrgo,Secret,Bad,Yellow,Grey,Male,Yes,7,Oct/1962,Earth-616,Marvel,<10
749,Roland Treece,Secret,Bad,Brown,No,Male,Yes,11,Mar/1988,Earth-616,Marvel,<100
750,Cronk,Public,Bad,Yellow,Bald,Male,No,1,Dec/2010,Earth-616,Marvel,<10
751,Lady Chi,Public,Bad,Brown,Black,Female,Yes,1,Sep/2005,Earth-616,Marvel,<10
756,Cobrah,Public,Bad,Blue,No,Male,Yes,3,Jun/1974,Earth-616,Marvel,<10
757,Benjamin Rabin,Non-dual,Bad,Brown,Brown,Male,Yes,2,Jun/2008,Earth-616,Marvel,<10
759,Thaiis,Public,Bad,Blue,Blond,Female,Yes,5,Jul/2001,Earth-616,Marvel,<10
760,Egon,Secret,Bad,Brown,Black,Male,No,1,Sep/1994,Earth-616,Marvel,<10
761,Number 9,Secret,Bad,Hazel,Blond,Unknown,No,1,Jul/1969,Earth-616,Marvel,<10
762,Albert Wanton,Secret,Bad,Brown,Blond,Male,Yes,3,May/1994,Earth-616,Marvel,<10
763,Michael van Patrick,Secret,Bad,White,Brown,Male,Yes,6,Feb/2008,Earth-616,Marvel,<10
765,June Covington,Secret,Bad,Blue,Blond,Female,Yes,32,Jan/2011,Earth-616,Marvel,<100
770,Horatio,Public,Bad,Green,Brown,Male,No,1,Sep/1948,Earth-616,Marvel,<10
772,Aaron Salomon,Secret,Bad,Green,No,Male,Yes,18,Nov/1977,Earth-616,Marvel,<100
776,The Mercenary,Secret,Bad,Brown,Green,Male,No,1,Mar/1970,Earth-616,Marvel,<10
779,Ngh,Public,Bad,Green,Brown,Male,Yes,5,Dec/1990,Earth-616,Marvel,<10
781,Russian,Secret,Bad,Blue,Auburn,Male,No,12,Nov/2000,Earth-616,Marvel,<100
787,Sentinel 3,Public,Bad,Brown,Black,Unknown,Yes,2,Nov/1965,Earth-616,Marvel,<10
789,Alexei Kravinoff,Public,Bad,Brown,Black,Male,Yes,50,Feb/1997,Earth-616,Marvel,<100
792,Mister Howe,Public,Bad,Green,Brown,Male,Yes,1,Sep/1941,Earth-616,Marvel,<10
793,Rudolfo Haasen,Public,Bad,Brown,Brown,Male,Yes,7,Aug/1970,Earth-616,Marvel,<10
796,Jason Struthers,Public,Bad,Black,Red,Male,Yes,1,May/1978,Earth-616,Marvel,<10
