,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe,Appearances Bins
109,Greta Hayes,Secret,Good,Blue,Blond,Female,Yes,84,Jun-1998,New Earth,DC,<100
110,Riki Kimura,Secret,Good,Black,Green,Male,Yes,5,Oct-2009,New Earth,DC,<10
111,Infinity,Secret,Good,Blue,Black,Female,Yes,8,Mar-2008,New Earth,DC,<10
112,Ronald Troupe,Public,Good,Brown,Black,Male,Yes,90,Jul-1991,New Earth,DC,<100
113,Rogga,Secret,Good,Blue,Red,Male,No,8,Jan-2007,New Earth,DC,<10
114,Lauren Isley,Public,Good,Black,Red,Female,Yes,14,Aug-1997,New Earth,DC,<100
115,Chidi,Public,Good,Brown,Black,Female,Yes,8,Nov-1994,New Earth,DC,<10
116,Isabelle Modini,Public,Good,Brown,Brown,Female,Yes,3,May-1993,New Earth,DC,<10
117,Pandora I,Public,Good,Blue,Black,Female,No,1,Aug-1990,New Earth,DC,<10
118,Andre Chavard,Public,Good,Black,Brown,Male,Yes,164,Jun-1942,New Earth,DC,<250
119,Colleen Franklin,Public,Good,Green,Red,Female,Yes,14,Feb-2011,New Earth,DC,<100
120,Franklin North,Public,Good,Red,Brown,Male,Yes,10,Jul-1985,New Earth,DC,<10
121,Kim Brand,Secret,Good,Brown,Brown,Female,Yes,7,Aug-2010,New Earth,DC,<10
122,Commodore Murphy,Public,Good,Brown,Brown,Male,Yes,4,May-1975,New Earth,DC,<10
123,Diade,Public,Good,Brown,Black,Female,Yes,9,Jun-1989,New Earth,DC,<10
124,Civet,Secret,Good,Blue,Brown,Male,Yes,3,May-2008,New Earth,DC,<10
125,Maya,Public,Good,Blue,Blond,Female,Yes,4,Jun-1989,New Earth,DC,<10
126,Diego Zhao,Public,Good,Brown,Brown,Male,Yes,7,Jul-2006,New Earth,DC,<10
127,Dominique St. Claire,Public,Good,Brown,Brown,Female,Yes,7,Jan-1988,New Earth,DC,<10
128,Rory Regan,Secret,Good,Blue,Brown,Male,Yes,131,Sep-1976,New Earth,DC,<250
129,Ariadne of the Blue Guard,Secret,Good,Blue,Black,Female,No,1,Jul-1997,New Earth,DC,<10
130,Cyril Saunders,Public,Good,Hazel,White,Male,Yes,79,Mar-1937,New Earth,DC,<100
131,Garl Rathbone,Public,Good,Violet,Black,Male,Yes,3,Feb-1999,New Earth,DC,<10
132,Nora Bromfield,Public,Good,Brown,Brown,Female,Yes,21,Dec-1995,New Earth,DC,<100
133,Josephine MacDonald,Public,Good,Brown,Black,Female,Yes,41,Dec-2001,New Earth,DC,<100
134,Kenn Kawa,Public,Good,Brown,Black,Male,Yes,3,Feb-1997,New Earth,DC,<10
135,Settler I,Secret,Good,Red,Brown,Male,Yes,2,Dec-2010,New Earth,DC,<10
136,Celia Forrestal,Secret,Good,Brown,Black,Female,Yes,28,Feb-2002,New Earth,DC,<100
137,Lady Merria,Public,Good,Blue,Brown,Female,Yes,13,Jan-1980,New Earth,DC,<100
138,John Reed,Public,Good,Blue,Brown,Male,Yes,15,Apr-1988,New Earth,DC,<100
139,Nicholas Gage,Public,Good,Brown,Brown,Male,Yes,16,Oct-2009,New Earth,DC,<100
140,Green Arrow,Secret,Good,Green,Blond,Male,Yes,1,Nov-1941,Unknown,DC,<10
141,Lentra,Public,Good,Black,Blond,Female,No,3,May-1989,New Earth,DC,<10
142,Matrix,Public,Good,Blue,Blond,Female,Yes,206,Apr-1988,Unknown,DC,<250
143,Aaron Jase,Public,Good,Violet,Red,Male,No,5,Nov-1994,New Earth,DC,<10
144,Hex,Secret,Good,Brown,Red,Female,Yes,8,Aug-1998,New Earth,DC,<10
145,Jack Marshall,Secret,Good,Brown,Black,Male,Yes,14,Aug-1992,New Earth,DC,<100
146,Eve Doremus,Public,Good,Blue,Red,Female,Yes,9,Jan-1968,Earth-One,DC,<10
147,Rovo Quashi,Public,Good,Brown,Black,Male,Yes,10,Dec-1989,New Earth,DC,<10
148,Brave Bow,Public,Good,Brown,Grey,Male,Yes,3,Jul-1959,New Earth,DC,<10
149,Alina,Public,Good,Brown,Brown,Female,Yes,3,Sep-2006,New Earth,DC,<10
150,Driq,Secret,Good,Brown,Blond,Male,No,18,Oct-1987,New Earth,DC,<100
151,Ross Llwellyn,Public,Good,Brown,Grey,Male,Yes,7,Jan-1988,New Earth,DC,<10
152,Teledar,Secret,Good,Brown,Black,Male,No,6,Apr-1989,New Earth,DC,<10
153,Serling Roquette,Secret,Good,Brown,Blond,Female,Yes,40,Oct-1998,New Earth,DC,<100
154,Calvin Carson,Public,Good,Blue,Brown,Male,Yes,45,Aug-1960,New Earth,DC,<100
155,Thomas Kalmaku,Public,Good,Brown,Black,Male,Yes,176,Oct-1960,New Earth,DC,<250
156,Jason Praxis,Public,Good,Blue,Blond,Male,Yes,12,Feb-1989,New Earth,DC,<100
157,Luke McKendrick,Secret,Good,Brown,Brown,Male,Yes,25,May-1988,New Earth,DC,<100
158,Kiran Singh,Secret,Good,Brown,Brown,Female,Yes,13,Jan-2011,New Earth,DC,<100
159,Gus Gray,Secret,Good,Black,No,Male,No,16,Apr-1973,New Earth,DC,<100
160,Mrs. Levy,Public,Good,Blue,Black,Female,Yes,4,Jan-1989,New Earth,DC,<10
161,Nathaniel Kane,Public,Good,Yellow,Brown,Male,Yes,42,Dec-1992,New Earth,DC,<100
162,Ilsa von Hammer,Public,Good,Brown,Blond,Female,Yes,9,Jul-2005,New Earth,DC,<10
163,Vizacacha,Secret,Good,Variable,Black,Male,Yes,2,Sep-2000,New Earth,DC,<10
164,Gabrielle Kane,Public,Good,Green,Blond,Female,No,3,Sep-2009,New Earth,DC,<10
165,Deanna Barr,Secret,Good,Blue,Brown,Female,Yes,5,Nov-1997,New Earth,DC,<10
166,Lois Lane,Public,Good,Blue,Black,Female,Yes,934,Jun-1938,New Earth,DC,<1000
167,Rak Arranya,Secret,Good,Brown,Brown,Male,No,3,Jan-1996,New Earth,DC,<10
168,Pren,Secret,Good,Blue,Red,Male,No,59,Jun-1981,New Earth,DC,<100
169,Thara Ak-Var,Secret,Good,Brown,Brown,Female,No,37,Dec-2008,New Earth,DC,<100
170,Grace Guiness,Public,Good,Blue,Black,Female,Yes,5,Mar-1988,New Earth,DC,<10
171,Kradlock,Public,Good,White,Bald,Male,Yes,1,Apr-1989,New Earth,DC,<10
172,Jonathan Gabrielli I,Public,Good,Black,Black,Male,No,58,Apr-1942,New Earth,DC,<100
173,Nicholas Bromfield,Public,Good,Brown,Brown,Male,Yes,22,Dec-1995,New Earth,DC,<100
174,Desdemona,Public,Good,Green,Black,Female,Yes,1,Jan-1991,New Earth,DC,<10
175,Silas Kent,Public,Good,White,White,Male,No,1,Aug-1997,New Earth,DC,<10
176,Sandra Kincaid,Public,Good,Black,Black,Female,Yes,16,May-2005,New Earth,DC,<100
177,Patrice,Secret,Good,Blue,Black,Female,Yes,1,Dec-1994,New Earth,DC,<10
178,Mazita,Public,Good,Brown,Red,Female,Yes,1,Jun-1989,New Earth,DC,<10
179,J.P. Houston,Public,Good,Brown,Red,Male,Yes,4,May-1975,New Earth,DC,<10
180,Diana Tyler,Public,Good,Black,Black,Female,Yes,1,Mar-1989,New Earth,DC,<10
181,Reiko Yamashiro,Public,Good,Black,Black,Female,Yes,7,Jul-1984,New Earth,DC,<10
182,Slugger Dunn,Public,Good,White,Black,Male,Yes,8,Aug-1941,New Earth,DC,<10
183,Thomas Rogers,Secret,Good,Yellow,Black,Male,Yes,26,Jan-1942,New Earth,DC,<100
184,Quislet,Public,Good,Brown,No,Genderless,Yes,31,Sep-1985,Unknown,DC,<100
185,Timandra,Secret,Good,Blue,Brown,Female,Yes,11,Nov-1988,New Earth,DC,<100
186,Arnold Munro,Public,Good,Blue,Black,Male,Yes,67,Jun-1987,New Earth,DC,<100
187,Murray Takamoto,Public,Good,Blue,Black,Male,Yes,15,Jun-1986,New Earth,DC,<100
188,Henry P. Smithers,Secret,Good,Blue,Black,Male,Yes,6,Aug-1984,New Earth,DC,<10
189,Michael Lane,Secret,Good,Brown,Black,Male,Yes,35,Jun-2007,New Earth,DC,<100
190,Jonathan Lord,Secret,Good,Black,Black,Male,Yes,12,Sep-1987,New Earth,DC,<100
191,Andrea Rojas,Secret,Good,Blue,Red,Female,Yes,9,Aug-2000,New Earth,DC,<10
192,John Stewart,Public,Good,Brown,Black,Male,Yes,549,Dec-1971,New Earth,DC,<750
193,Heraphon,Public,Good,Red,Grey,Male,Yes,1,Nov-1999,New Earth,DC,<10
194,Gilbert Jeffries,Public,Good,Blue,Black,Male,Yes,3,Jun-1967,New Earth,DC,<10
195,Arani Desai,Secret,Good,Blue,Black,Female,No,45,Sep-1977,New Earth,DC,<100
196,Inza Cramer,Secret,Good,Green,Red,Female,No,124,May-1940,New Earth,DC,<250
197,Jennifer-Lynn Hayden,Secret,Good,Green,Green,Female,Yes,309,Sep-1983,New Earth,DC,<500
198,Edward Stargard,Secret,Good,Black,No,Male,Yes,5,May-2005,New Earth,DC,<10
199,Tanga,Public,Good,Brown,Purple,Female,Yes,12,Mar-2011,New Earth,DC,<100
200,Fireworks,Public,Good,Green,Blond,Female,Yes,2,Jul-1999,New Earth,DC,<10
201,Gary Washington,Secret,Good,Brown,Black,Male,Yes,28,Dec-1985,New Earth,DC,<100
202,Daniel Garrett,Secret,Good,Blue,Brown,Male,No,30,May-1986,New Earth,DC,<100
203,Millions,Secret,Good,Black,White,Male,Yes,2,Nov-2005,New Earth,DC,<10
204,Sarah Moss,Public,Good,Brown,Brown,Female,Yes,4,Jan-1989,New Earth,DC,<10
205,Jason Garrick,Public,Good,Blue,Brown,Male,Yes,951,Jan-1940,New Earth,DC,<1000
206,Kevin Franklin,Public,Good,Brown,Brown,Male,Yes,26,Jun-1993,Unknown,DC,<100
207,Gardner Grayle,Secret,Good,Blue,Red,Male,Yes,35,May-1983,New Earth,DC,<100
208,Julia Deneiros,Public,Good,Blue,Grey,Female,Yes,84,Apr-1987,New Earth,DC,<100
209,Norman the Doorman,Public,Good,Blue,Brown,Male,Yes,1,Sep-1992,New Earth,DC,<10
210,Lady Liberty III,Secret,Good,Green,Red,Female,No,1,Jun-2006,New Earth,DC,<10
211,Kelvin Mao,Secret,Good,Yellow,Black,Male,No,19,Jan-1993,New Earth,DC,<100
212,Nara,Public,Good,Red,Brown,Female,Yes,1,Feb-1988,New Earth,DC,<10
213,J.A.K.E. II,Secret,Good,Photocellular,White,Male,Yes,20,Jul-1982,New Earth,DC,<100
214,Thaddeus Brown,Public,Good,Brown,No,Male,No,4,Apr-1971,New Earth,DC,<10
215,Yvette DuBois,Public,Good,White,Black,Female,Yes,15,Oct-1993,New Earth,DC,<100
216,Andrew Draper,Public,Good,Red,Red,Male,Yes,5,Jun-1988,New Earth,DC,<10
217,Donald Fite,Secret,Good,Brown,Black,Male,Yes,25,Sep-1998,New Earth,DC,<100
218,Tundra,Non-dual,Good,Photocellular,Black,Female,Yes,3,Dec-1994,New Earth,DC,<10
219,Jennifer Long,Public,Good,Blue,Brown,Female,No,11,Sep-1982,New Earth,DC,<100
220,Thomas Burke,Secret,Good,Black,Black,Male,Yes,18,Sep-2000,New Earth,DC,<100
221,Dana Tan,Public,Good,Black,Black,Female,Yes,1,Oct-2010,New Earth,DC,<10
222,Amy Winston,Secret,Good,Violet,Blond,Female,Yes,63,Apr-1983,New Earth,DC,<100
223,Clark Peter Ross,Public,Good,Blue,Blond,Male,Yes,16,Nov-1998,New Earth,DC,<100
224,Paula Holt,Public,Good,Brown,Brown,Female,No,3,Jun-1997,New Earth,DC,<10
225,Henry Hayes,Public,Good,Black,Blond,Male,No,8,Oct-1989,New Earth,DC,<10
226,Sylvia Eisenberg,Public,Good,Blue,Brown,Female,Yes,6,Nov-1993,New Earth,DC,<10
227,Katherine Kane,Secret,Good,Green,Red,Female,Yes,51,Jun-2006,New Earth,DC,<100
228,Lord Diamond,Public,Good,Brown,Black,Male,Yes,13,Mar-1984,New Earth,DC,<100
229,Millicent Mayne,Public,Good,Blue,Brown,Female,Yes,5,Feb-2009,New Earth,DC,<10
230,Fran Russell,Public,Good,Brown,Blond,Female,Yes,5,Feb-1971,New Earth,DC,<10
231,Sheila Dover,Public,Good,Blue,Blond,Female,Yes,2,Jan-1966,New Earth,DC,<10
232,Citizen X,Secret,Good,Brown,Black,Male,No,4,Jan-2008,New Earth,DC,<10
233,Eddore,Secret,Good,Red,Black,Male,No,17,May-1981,New Earth,DC,<100
234,Socker Smith,Public,Good,Brown,Brown,Male,No,5,Jan-1942,New Earth,DC,<10
235,Genevieve Campbell,Public,Good,Black,No,Female,Yes,9,Sep-2008,New Earth,DC,<10
236,Joshua Xan,Public,Good,Brown,Black,Male,No,14,Jan-1993,New Earth,DC,<100
237,Carla White,Public,Good,Brown,Brown,Female,Yes,35,Oct-1992,New Earth,DC,<100
238,Achilles Warkiller,Secret,Good,Blue,Blond,Male,Yes,17,May-2009,New Earth,DC,<100
239,Gene LaBostrie,Public,Good,White,Black,Male,Yes,15,Sep-1987,New Earth,DC,<100
240,Rod Reilly,Secret,Good,Blue,Brown,Male,No,33,Aug-1941,New Earth,DC,<100
241,Celestia,Secret,Good,Brown,Grey,Female,No,2,Aug-1997,New Earth,DC,<10
242,Gerald Ford,Secret,Good,Blue,Brown,Male,Yes,7,Jun-1975,New Earth,DC,<10
243,Peter Cannon,Secret,Good,Blue,Blond,Male,Yes,24,Sep-1992,New Earth,DC,<100
244,Lady Turquoise,Public,Good,Green,Red,Female,Yes,25,Nov-1983,New Earth,DC,<100
245,Maxine Hunkel,Secret,Good,Green,Red,Female,Yes,95,Feb-2007,New Earth,DC,<100
246,Tyson Gilford,Public,Good,Green,Black,Male,Yes,10,Mar-2000,New Earth,DC,<10
247,Sean Noonan,Public,Good,Brown,Black,Male,No,44,Jan-1993,New Earth,DC,<100
248,Nicholas Walton,Public,Good,Blue,Blond,Male,Yes,55,Aug-1960,New Earth,DC,<100
249,Richard Beren,Secret,Good,Blue,Black,Male,Yes,5,May-2005,New Earth,DC,<10
250,Yggdrasil,Secret,Good,Yellow,Red,Unknown,Yes,11,Nov-1989,New Earth,DC,<100
251,Daniel Stone,Public,Good,Green,White,Male,Yes,7,Dec-1998,New Earth,DC,<10
252,Iron Girl,Secret,Good,Photocellular,Green,Female,Yes,2,Jul-1968,New Earth,DC,<10
253,Richard Grayson,Secret,Good,Blue,Black,Male,Yes,1237,Apr-1940,New Earth,DC,<1500
254,Pax,Public,Good,Blue,Black,Male,Yes,4,Sep-1993,New Earth,DC,<10
255,Dyn-Xe,Public,Good,Brown,Blond,Male,Yes,1,Sep-2009,New Earth,DC,<10
256,Deborah Perkins,Secret,Good,Black,Blue,Female,Yes,19,Aug-1996,New Earth,DC,<100
257,Jeffrey Goslin,Secret,Good,Brown,Black,Male,Yes,20,Mar-1987,New Earth,DC,<100
258,Atinai,Secret,Good,Brown,Grey,Female,No,7,Mar-1996,New Earth,DC,<10
259,Ira West,Public,Good,Blue,Grey,Male,Yes,19,Feb-1963,New Earth,DC,<100
260,Derek Trevor,Public,Good,Blue,Brown,Male,Yes,4,Mar-1988,New Earth,DC,<10
261,Achilles,Public,Good,Brown,Brown,Male,No,16,Jun-1944,New Earth,DC,<100
262,Sanjeet Bhatia,Secret,Good,Brown,Black,Female,Yes,4,Jan-1993,New Earth,DC,<10
263,Procanon Kaa,Secret,Good,Black,Black,Male,Yes,8,May-1988,New Earth,DC,<10
264,Jerzy Reganiewicz,Secret,Good,Blue,Red,Male,No,4,Sep-1976,New Earth,DC,<10
265,Gerome McKenna,Secret,Good,Red,Black,Male,No,23,Jul-2006,New Earth,DC,<100
266,Mickey Cannon,Public,Good,Blue,Brown,Male,Yes,35,Oct-1998,New Earth,DC,<100
267,Sylvia Contreras,Public,Good,Brown,Black,Female,Yes,7,Apr-1990,New Earth,DC,<10
268,Anubis,Secret,Good,Black,Black,Male,Yes,12,Dec-1975,New Earth,DC,<100
269,Fro,Secret,Good,Blue,Black,Male,Yes,2,Dec-2010,New Earth,DC,<10
270,Atlan,Public,Good,Blue,Blond,Male,Yes,32,Jul-1990,New Earth,DC,<100
271,Patty Spivot,Secret,Good,Blue,Blond,Female,Yes,15,Sep-1977,New Earth,DC,<100
272,Donald Richards,Secret,Good,Brown,Brown,Male,No,109,Mar-1942,New Earth,DC,<250
273,Fero,Secret,Good,Brown,Black,Male,Yes,24,Jan-1973,New Earth,DC,<100
274,Andi Kasinsky,Non-dual,Good,Red,Brown,Female,Yes,6,Mar-2001,New Earth,DC,<10
275,Mister Unknown,Secret,Good,Blue,Black,Male,No,1,Jan-2011,New Earth,DC,<10
276,Thomas Tresser,Secret,Good,Blue,Blond,Male,Yes,106,Sep-1980,New Earth,DC,<250
277,Anjeli Singh,Public,Good,Blue,Black,Female,Yes,16,May-2005,New Earth,DC,<100
278,Harvey Lockman,Non-dual,Good,Green,Brown,Male,Yes,12,Mar-1971,New Earth,DC,<100
