,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe,Appearances Bins
21,Carrie Phillips,Public,Neutral,Brown,Black,Female,Yes,4,Jun-1988,New Earth,DC,<10
22,Jay Young,Secret,Neutral,Grey,Blond,Male,No,3,Sep-2011,New Earth,DC,<10
23,Caitiff,Public,Neutral,White,Brown,Male,No,2,Mar-1986,New Earth,DC,<10
24,"Anthony Angelo, Jr.",Public,Neutral,Auburn,White,Male,Yes,14,Apr-1989,New Earth,DC,<100
25,Noddy Toylan,Secret,Neutral,Black,Black,Male,No,30,Jun-1942,New Earth,DC,<100
26,Lionel Luthor,Public,Neutral,Green,Brown,Male,Yes,8,Sep-2007,New Earth,DC,<10
27,Domina Paris,Public,Neutral,White,Blond,Female,No,6,Jul-2004,New Earth,DC,<10
28,Raelene Sharp,Secret,Neutral,Orange,Brown,Female,No,20,Jan-1993,New Earth,DC,<100
29,Bizarro-Girl,Public,Neutral,Red,Blond,Female,Yes,6,Aug-2010,New Earth,DC,<10
30,Athyns,Secret,Neutral,Brown,Blue,Male,Yes,9,Jan-1989,New Earth,DC,<10
31,Bizarro Lois Lane,Public,Neutral,Black,Black,Female,Yes,8,Oct-2007,New Earth,DC,<10
32,Madeline Benoir,Secret,Neutral,Green,Red,Female,Yes,5,Jun-2003,New Earth,DC,<10
33,Amanda McCoy,Public,Neutral,Brown,Brown,Female,No,11,Feb-1987,New Earth,DC,<100
34,Daedalus,Secret,Neutral,Brown,Black,Male,Yes,4,Mar-1994,New Earth,DC,<10
35,Tigra,Public,Neutral,Black,Red,Female,No,11,Mar-1972,New Earth,DC,<100
36,Benjamin Turner,Secret,Neutral,Brown,Black,Male,Yes,153,May-1975,New Earth,DC,<250
37,Arnold Kaua,Secret,Neutral,Brown,Bald,Male,Yes,12,Mar-1994,New Earth,DC,<100
38,Pamela Isley,Secret,Neutral,Green,Red,Female,Yes,286,Jun-1966,New Earth,DC,<500
39,Antonio Silencio,Public,Neutral,Black,Black,Male,Yes,1,Oct-2005,New Earth,DC,<10
40,Narcissus,Secret,Neutral,Black,Black,Male,Yes,6,Jun-2009,New Earth,DC,<10
41,Bekka,Secret,Neutral,Blue,Black,Female,No,5,Mar-1984,New Earth,DC,<10
42,Holly Marsh,Secret,Neutral,Brown,Brown,Female,Yes,10,Oct-1994,New Earth,DC,<10
43,Nicholas Quinzel,Public,Neutral,Blue,Brown,Male,Yes,1,Feb-2010,New Earth,DC,<10
44,Catherine Hamilton,Public,Neutral,Green,Brown,Female,Yes,2,Oct-2009,New Earth,DC,<10
45,Eight of Spades I,Public,Neutral,Red,Blond,Female,Yes,3,Jul-1990,New Earth,DC,<10
46,Debra Sinclair,Public,Neutral,Blue,Black,Female,Yes,1,Apr-2005,New Earth,DC,<10
47,Richard Wilson,Public,Neutral,Blue,Brown,Male,Yes,6,Nov-1970,New Earth,DC,<10
48,Sonia Zucco,Public,Neutral,Black,Brown,Female,Yes,13,Jun-2011,New Earth,DC,<100
49,Jack the Ripper,Secret,Neutral,Black,Black,Male,Yes,5,Feb-1971,New Earth,DC,<10
50,Eric Moran,Secret,Neutral,White,Black,Male,Yes,17,Jul-2010,Prime Earth,DC,<100
51,Anton Geist,Public,Neutral,Blue,White,Male,No,16,Jul-2004,New Earth,DC,<100
52,Cynthia of the Kindly Ones,Public,Neutral,Blue,Bald,Female,Yes,21,Mar-1969,New Earth,DC,<100
53,Hestia,Public,Neutral,White,Black,Female,Yes,23,Feb-1987,New Earth,DC,<100
54,Streaky,Public,Neutral,Yellow,Orange,Male,Yes,23,Nov-2006,New Earth,DC,<100
55,Lacey Van Horn,Secret,Neutral,Green,Red,Female,Yes,8,May-1994,New Earth,DC,<10
56,Chloe Roberts,Secret,Neutral,Blue,Blond,Female,Yes,6,Jul-2008,New Earth,DC,<10
57,"Artemis, Goddess of the Hunt",Public,Neutral,Blue,Red,Female,Yes,51,Feb-1987,New Earth,DC,<100
58,Urzkartaga,Secret,Neutral,Blue,Black,Unknown,Yes,4,Mar-1989,New Earth,DC,<10
59,Jeremy Baxter,Public,Neutral,Brown,Black,Male,Yes,5,Dec-1994,New Earth,DC,<10
60,Richard Occult,Secret,Neutral,Grey,Black,Male,Yes,125,Oct-1935,New Earth,DC,<250
61,Sydney Happersen,Public,Neutral,Brown,Black,Male,No,39,Feb-1987,New Earth,DC,<100
62,Carol Ferris,Public,Neutral,Blue,Black,Female,Yes,319,Oct-1959,New Earth,DC,<500
63,Storm,Secret,Neutral,Red,Blond,Unknown,Yes,14,Oct-1967,New Earth,DC,<100
64,Jonas Glim,Secret,Neutral,Violet,Black,Male,Yes,6,Dec-1993,New Earth,DC,<10
65,Bizarro I,Public,Neutral,Blue,Black,Male,No,1,Dec-1986,New Earth,DC,<10
66,Reginald Hackman,Secret,Neutral,Blue,Black,Male,Yes,8,Jan-1993,New Earth,DC,<10
67,Clifford Baker,Public,Neutral,Green,Red,Male,No,53,Sep-1988,New Earth,DC,<100
68,Taleb Beni Khalid,Secret,Neutral,Brown,Brown,Male,Yes,39,Jun-2006,New Earth,DC,<100
69,Edward Nashton,Public,Neutral,Blue,Black,Male,Yes,173,Jan-1988,New Earth,DC,<250
70,Hacken,Public,Neutral,Brown,Brown,Male,Yes,29,Apr-1996,New Earth,DC,<100
71,Thia,Public,Neutral,Red,Red,Female,Yes,20,Apr-1985,New Earth,DC,<100
72,Chu Jiang Impostor,Secret,Neutral,Blue,Red,Male,No,1,Jan-2010,New Earth,DC,<10
73,Randall Truman,Public,Neutral,Blue,Brown,Male,Yes,5,Aug-1987,New Earth,DC,<10
74,Steven Majorski,Public,Neutral,Blue,Blond,Male,Yes,10,Oct-1988,New Earth,DC,<10
75,Wizened Sage,Secret,Neutral,Brown,Black,Male,Yes,2,Jan-1987,New Earth,DC,<10
76,Talon,Secret,Neutral,Blue,Black,Male,Yes,4,Sep-2006,Earth-3,DC,<10
77,Vanessa Tremont,Public,Neutral,Blue,Red,Female,Yes,3,Jun-1982,New Earth,DC,<10
78,Nomoz,Secret,Neutral,Blue,Red,Male,Yes,8,Oct-1992,New Earth,DC,<10
79,Jasper Evans,Public,Neutral,Brown,Brown,Male,No,8,Aug-1991,New Earth,DC,<10
80,Garrison Slate,Public,Neutral,Brown,Black,Male,Yes,12,May-1987,New Earth,DC,<100
81,Manuel Castillo,Non-dual,Neutral,Green,Black,Male,Yes,2,Jun-1989,New Earth,DC,<10
82,Euan Grieve,Public,Neutral,Grey,Black,Male,No,6,Nov-2010,New Earth,DC,<10
83,Agamemnon,Public,Neutral,Brown,No,Male,No,2,Aug-1948,New Earth,DC,<10
84,Hera,Public,Neutral,Blue,Red,Female,Yes,57,Dec-1941,New Earth,DC,<100
85,Rachel Keast,Non-dual,Neutral,Brown,Black,Female,Yes,14,Oct-2003,New Earth,DC,<100
86,Seven of Spades I,Secret,Neutral,Red,Black,Male,Yes,3,Jul-1990,New Earth,DC,<10
87,Lena Luthor II,Public,Neutral,Blue,Red,Female,Yes,26,Jan-1998,New Earth,DC,<100
88,Lois Lane Robot,Public,Neutral,Blue,Black,Female,Yes,20,Aug-2010,New Earth,DC,<100
89,Bizarro,Public,Neutral,Black,Black,Male,Yes,96,Sep-2000,New Earth,DC,<100
90,Themis,Public,Neutral,Blue,Grey,Female,Yes,20,Aug-1985,New Earth,DC,<100
91,Arbee Stoneham,Non-dual,Neutral,Black,Black,Male,Yes,2,Dec-1979,New Earth,DC,<10
92,Alcmaeon,Secret,Neutral,Black,Black,Male,No,3,Jul-2000,New Earth,DC,<10
93,Carl Nelligan,Public,Neutral,Blue,Black,Male,Yes,25,Apr-1983,New Earth,DC,<100
94,Peter Robinson,Secret,Neutral,Brown,Black,Male,Yes,24,Nov-2004,New Earth,DC,<100
95,Karen Lou Faulkner,Secret,Neutral,Brown,Brown,Female,Yes,65,Jul-1987,New Earth,DC,<100
96,Dream,Secret,Neutral,Black,Black,Male,No,95,Jan-1989,New Earth,DC,<100
97,Miss Bloss,Secret,Neutral,White,Black,Female,Yes,4,Jul-2009,New Earth,DC,<10
98,Sardonyx,Public,Neutral,Blue,Black,Male,Yes,25,Apr-1983,New Earth,DC,<100
99,Emma,Public,Neutral,Blue,Brown,Female,No,11,Jun-1985,New Earth,DC,<100
100,Eve Eden,Secret,Neutral,Blue,Blond,Female,Yes,154,Sep-1966,New Earth,DC,<250
101,Adrian Zapruder,Public,Neutral,Brown,White,Male,Yes,1,Mar-1995,New Earth,DC,<10
102,Ghost Fox Killer,Secret,Neutral,White,Black,Female,Yes,21,Jun-2006,New Earth,DC,<100
103,Miss Tribb,Public,Neutral,Red,Black,Female,Yes,1,Nov-1990,New Earth,DC,<10
104,Slobo,Secret,Neutral,Yellow,Black,Male,Yes,16,Dec-2001,New Earth,DC,<100
105,Zviad Baazovi,Secret,Neutral,Brown,Black,Male,Yes,16,Jan-1986,New Earth,DC,<100
106,James Rice,Public,Neutral,Red,Bald,Male,No,7,Mar-1985,New Earth,DC,<10
107,Mabel Martin,Secret,Neutral,Green,Blond,Female,Yes,3,Oct-2006,New Earth,DC,<10
108,Phoebe,Public,Neutral,Black,No,Female,No,11,Aug-1985,New Earth,DC,<100
109,Xolotl,Secret,Neutral,Blue,Black,Male,No,1,Sep-2006,New Earth,DC,<10
110,Gog I,Public,Neutral,White,White,Male,Yes,15,Mar-2008,New Earth,DC,<100
111,Shlagen,Public,Neutral,Orange,Brown,Male,Yes,27,Jun-1983,New Earth,DC,<100
112,Suli Stellamaris,Public,Neutral,Black,Black,Female,Yes,1,Apr-2006,New Earth,DC,<10
113,Djo Sut,Public,Neutral,Green,Brown,Male,Yes,2,Mar-2009,New Earth,DC,<10
114,Bizarro Captain Marvel,Public,Neutral,Hazel,Brown,Unknown,Yes,1,Apr-2011,New Earth,DC,<10
115,Kana,Secret,Neutral,Brown,Black,Male,Yes,4,Aug-1981,Earth-One,DC,<10
116,Bertron,Public,Neutral,Black,No,Male,No,3,May-1994,New Earth,DC,<10
117,Bizarro Fire,Secret,Neutral,Blue,Blue,Female,Yes,1,Dec-2010,New Earth,DC,<10
118,Thoth,Secret,Neutral,Black,Red,Male,Yes,11,Oct-1987,New Earth,DC,<100
119,Zero,Secret,Neutral,Green,Black,Male,Yes,2,Dec-2010,New Earth,DC,<10
120,Jack Gold,Public,Neutral,Black,No,Male,Yes,15,Jul-1982,New Earth,DC,<100
121,Jefferson Jackson,Public,Neutral,Brown,Black,Male,Yes,11,Jun-1982,New Earth,DC,<100
122,Bizarro Aquaman,Public,Neutral,Brown,Blond,Male,No,1,Dec-2007,New Earth,DC,<10
123,William Baker,Secret,Neutral,Blue,Black,Male,Yes,4,Mar-1995,New Earth,DC,<10
124,Sea Imp,Non-dual,Neutral,Green,Black,Male,Yes,13,Apr-1965,New Earth,DC,<100
125,Three of Spades I,Public,Neutral,Green,Red,Male,Yes,3,Jul-1990,New Earth,DC,<10
126,Sirius,Secret,Neutral,Yellow,Red,Male,Yes,1,Mar-2001,New Earth,DC,<10
127,Mildred of the Kindly Ones,Secret,Neutral,Brown,Brown,Female,Yes,20,Mar-1969,New Earth,DC,<100
128,Virginia Hex,Public,Neutral,Grey,Brown,Female,No,6,Apr-1980,New Earth,DC,<10
129,Mister Bones,Secret,Neutral,Black,White,Male,Yes,87,Jul-1985,New Earth,DC,<100
130,J. Devlin Davenport,Public,Neutral,Blue,Blond,Male,Yes,14,May-1995,New Earth,DC,<100
131,Giovanni Giuseppe,Secret,Neutral,Blue,Blond,Male,No,136,Jul-1960,New Earth,DC,<250
132,Deborah Poulos,Public,Neutral,Green,Blond,Female,Yes,7,Mar-2008,New Earth,DC,<10
133,Kitrina Falcone,Secret,Neutral,Green,Auburn,Female,Yes,11,Dec-2009,New Earth,DC,<100
134,Esteban of the Posse,Public,Neutral,Brown,Black,Male,Yes,1,Sep-2006,New Earth,DC,<10
135,Gillian Wahrman,Secret,Neutral,Brown,Brown,Female,Yes,7,Jun-1994,New Earth,DC,<10
136,Roy Harper,Secret,Neutral,Green,Red,Male,Yes,654,Nov-1941,New Earth,DC,<750
137,Christopher Dent,Secret,Neutral,Blue,Black,Male,Yes,2,Jan-1990,New Earth,DC,<10
138,Bizarro Booster Gold,Secret,Neutral,Brown,Blond,Male,Yes,1,Dec-2010,New Earth,DC,<10
139,Jonah McCarthy,Public,Neutral,Green,Brown,Male,No,20,Oct-2003,New Earth,DC,<100
140,Lucien,Secret,Neutral,Brown,Brown,Male,Yes,25,Jun-1975,New Earth,DC,<100
141,Alice Cohen II,Public,Neutral,Brown,Red,Female,Yes,19,Apr-2004,New Earth,DC,<100
142,Dan,Public,Neutral,Black,Brown,Male,Yes,1,May-1990,New Earth,DC,<10
143,Crackshot,Public,Neutral,Yellow,Blond,Female,Yes,3,Aug-1996,New Earth,DC,<10
144,Xebel,Public,Neutral,Red,Grey,Male,Yes,4,Oct-1963,New Earth,DC,<10
145,Enigma,Secret,Neutral,Green,Red,Female,Yes,12,Sep-2006,New Earth,DC,<100
146,Lillian Worth,Secret,Neutral,Brown,Black,Female,No,9,Oct-1992,New Earth,DC,<10
147,Victor Zehrhard,Public,Neutral,Brown,Black,Male,Yes,5,Mar-1994,New Earth,DC,<10
148,Rene Carpenter,Public,Neutral,Blue,Brown,Female,Yes,6,Nov-2005,New Earth,DC,<10
149,Titano,Public,Neutral,Brown,Brown,Male,No,5,Aug-1987,New Earth,DC,<10
150,Michelle Torres,Public,Neutral,Brown,Brown,Female,Yes,5,Feb-2005,New Earth,DC,<10
151,Honor Jackson,Public,Neutral,Brown,Black,Male,No,2,Jun-2008,New Earth,DC,<10
152,Wendell Sharpe,Public,Neutral,Brown,Black,Male,Yes,3,Sep-1996,New Earth,DC,<10
153,Lynn Stewart,Public,Neutral,Brown,Black,Female,Yes,31,Jul-1977,New Earth,DC,<100
154,Hades,Public,Neutral,Black,Black,Male,Yes,32,Dec-1941,New Earth,DC,<100
155,Charles Chase,Public,Neutral,White,Grey,Male,Yes,2,Jan-1984,New Earth,DC,<10
156,Metron,Secret,Neutral,Blue,Black,Male,No,161,Mar-1971,New Earth,DC,<250
157,Dionysus,Public,Neutral,Black,Red,Male,Yes,13,Dec-1941,New Earth,DC,<100
158,Lakutha,Public,Neutral,Brown,Brown,Male,No,1,Aug-2000,New Earth,DC,<10
159,Alessio Morandi,Public,Neutral,Green,Black,Male,Yes,6,Jun-2009,New Earth,DC,<10
160,Natt Walls,Public,Neutral,Brown,Black,Male,No,54,Aug-1996,New Earth,DC,<100
161,Nada,Secret,Neutral,Black,Brown,Female,Yes,8,Apr-1989,New Earth,DC,<10
162,Matthew Cable,Secret,Neutral,Green,Black,Male,Yes,74,Nov-1972,New Earth,DC,<100
163,Tula,Public,Neutral,Blue,Brown,Female,No,58,Jun-1967,New Earth,DC,<100
164,Terrence Kurtzberger,Secret,Neutral,Black,Black,Male,No,14,Feb-1940,New Earth,DC,<100
165,Travonn Williams,Secret,Neutral,Brown,No,Male,Yes,2,Aug-2004,New Earth,DC,<10
166,Mario Falcone,Public,Neutral,Brown,Brown,Male,No,19,Dec-1999,New Earth,DC,<100
167,"Proteus, God of Changes",Secret,Neutral,Blue,Black,Male,Yes,3,Oct-1964,New Earth,DC,<10
168,Herakles,Public,Neutral,Brown,Brown,Male,Yes,86,Dec-1941,New Earth,DC,<100
169,Jamm,Secret,Neutral,Green,Blond,Male,Yes,3,Jan-1993,New Earth,DC,<10
170,Legs,Secret,Neutral,Brown,Black,Male,Yes,6,Jun-1988,New Earth,DC,<10
171,Bethany Lee,Public,Neutral,Yellow,Black,Female,Yes,9,Apr-1999,New Earth,DC,<10
172,Frank Halloran,Secret,Neutral,Photocellular,Blond,Male,No,5,Jun-2007,New Earth,DC,<10
173,Adam Grant,Public,Neutral,Blue,Blond,Male,No,21,Jun-1987,New Earth,DC,<100
174,Atrocitus,Secret,Neutral,Yellow,Black,Male,Yes,55,Jan-2008,New Earth,DC,<100
175,Lone-Eye Lincoln,Non-dual,Neutral,Brown,No,Male,Yes,2,Aug-2008,New Earth,DC,<10
176,Joshua Clay,Secret,Neutral,Brown,Black,Male,No,77,Sep-1977,New Earth,DC,<100
177,Pan,Public,Neutral,Brown,Brown,Male,No,9,Oct-1982,New Earth,DC,<10
178,Theodora Twidgett,Public,Neutral,Red,Red,Female,Yes,3,Oct-1987,New Earth,DC,<10
179,Crassus,Secret,Neutral,Brown,Black,Male,Yes,3,Mar-1994,New Earth,DC,<10
180,Iroque,Secret,Neutral,Blue,Purple,Female,Yes,41,Jan-2008,New Earth,DC,<100
181,Roxanne Snow,Public,Neutral,Brown,Red,Female,Yes,1,Feb-2007,New Earth,DC,<10
182,May Bennett,Public,Neutral,Blue,Brown,Female,Yes,33,Jul-1982,New Earth,DC,<100
183,Adeline Kane,Secret,Neutral,Green,Brown,Female,No,68,Aug-1983,New Earth,DC,<100
184,Randolph Ormsby,Secret,Neutral,Green,Red,Male,Yes,1,May-1966,New Earth,DC,<10
185,Jonni DC,Public,Neutral,Brown,Red,Female,No,6,Jul-1985,New Earth,DC,<10
186,Mervyn Pumpkinhead,Secret,Neutral,Black,Black,Male,Yes,12,May-1989,New Earth,DC,<100
187,Timothy Ravenwind,Public,Neutral,Blue,Red,Male,Yes,11,Aug-1973,New Earth,DC,<100
188,Kyle Abbot,Public,Neutral,Brown,Black,Male,Yes,15,Apr-2000,New Earth,DC,<100
189,Carolyn Llewellyn,Public,Neutral,Green,White,Female,Yes,3,Oct-2006,New Earth,DC,<10
190,Kahiri,Secret,Neutral,Brown,Black,Female,Yes,1,Sep-1989,New Earth,DC,<10
191,Violet Robinson,Public,Neutral,Brown,Blond,Female,Yes,5,Aug-2006,New Earth,DC,<10
192,Hawkgod,Public,Neutral,Black,Brown,Male,Yes,5,May-1994,New Earth,DC,<10
193,Benjamin Addison,Public,Neutral,White,Bald,Male,Yes,2,Aug-2004,New Earth,DC,<10
194,Marnie,Public,Neutral,Blue,Blond,Female,Yes,3,Aug-1997,New Earth,DC,<10
195,Jasper Dolan,Public,Neutral,Blue,Grey,Male,No,1,Sep-1997,New Earth,DC,<10
196,Fishy,Non-dual,Neutral,Black,Black,Male,Yes,3,Sep-2006,New Earth,DC,<10
197,Getorix,Public,Neutral,Black,Green,Male,No,4,Apr-2009,New Earth,DC,<10
198,Marie Payton,Public,Neutral,Blue,Blond,Female,Yes,21,Oct-1988,New Earth,DC,<100
199,Neil Richards,Secret,Neutral,Blue,Red,Male,Yes,13,Feb-1967,New Earth,DC,<100
200,Albart,Public,Neutral,Brown,White,Male,Yes,2,Mar-1990,New Earth,DC,<10
201,Joseph Toledo,Public,Neutral,Photocellular,Blond,Male,No,7,Apr-1977,New Earth,DC,<10
202,Maggie Mxyzptlk,Secret,Neutral,Brown,Brown,Female,Yes,2,Feb-2011,New Earth,DC,<10
203,Leonard Snart,Secret,Neutral,Brown,Brown,Male,Yes,219,Jun-1957,New Earth,DC,<250
204,Lambien,Secret,Neutral,Gold,Gold,Male,Yes,24,Jun-1981,New Earth,DC,<100
205,Kuan Ti Impostor,Secret,Neutral,White,Brown,Male,Yes,1,Jan-2010,New Earth,DC,<10
206,Quetzalcoatl,Secret,Neutral,Green,Blond,Male,Yes,4,Nov-1975,New Earth,DC,<10
207,David Reid,Public,Neutral,Blue,Blond,Male,No,61,Mar-2008,New Earth,DC,<100
208,Bizarro Perry White,Secret,Neutral,Brown,No,Male,Yes,4,Oct-2007,New Earth,DC,<10
209,Wackyman,Secret,Neutral,Black,Brown,Male,Yes,1,Feb-1957,Earth-One,DC,<10
210,Andrew Vinson,Public,Neutral,Blue,Black,Male,Yes,10,Feb-1978,Earth-Two,DC,<10
211,Persephone,Public,Neutral,Blue,Black,Female,Yes,14,Oct-1985,New Earth,DC,<100
212,Krypto the Earth Dog,Public,Neutral,Blue,White,Male,Yes,24,Jun-1993,New Earth,DC,<100
213,Diane Dorst,Secret,Neutral,Blue,Blond,Female,Yes,1,Oct-2009,New Earth,DC,<10
214,Daniel Dickerson,Public,Neutral,Black,Brown,Male,No,8,Apr-2000,New Earth,DC,<10
215,Damper,Secret,Neutral,Blue,Brown,Male,Yes,9,Jun-2006,New Earth,DC,<10
216,Bizarro Power Girl,Secret,Neutral,Blue,Blond,Female,Yes,1,Apr-2011,New Earth,DC,<10
217,Bonita,Secret,Neutral,Brown,Blond,Female,Yes,6,Jun-2006,New Earth,DC,<10
218,Klarion Bleak,Secret,Neutral,Black,Black,Male,Yes,62,Mar-1973,New Earth,DC,<100
219,Jarod Dale,Public,Neutral,Brown,Blond,Male,Yes,2,May-2007,New Earth,DC,<10
220,Rafael Harris,Public,Neutral,Brown,Black,Male,Yes,4,Feb-1995,New Earth,DC,<10
221,Father Time,Secret,Neutral,Blue,Black,Male,Yes,22,Apr-2006,New Earth,DC,<100
222,Crissy,Public,Neutral,Blue,Brown,Female,No,1,Jul-1990,New Earth,DC,<10
223,Zeus,Public,Neutral,Blue,White,Male,Yes,115,Dec-1941,New Earth,DC,<250
224,Bizarro Brainiac,Secret,Neutral,Green,Black,Male,Yes,2,Dec-2007,New Earth,DC,<10
225,Bruno George,Public,Neutral,Red,Blond,Male,Yes,11,Sep-1984,New Earth,DC,<100
226,Tawny Young,Public,Neutral,Blue,Black,Female,Yes,21,May-1984,New Earth,DC,<100
227,Rachel Niamo,Secret,Neutral,Brown,Brown,Female,Yes,6,Dec-2012,Prime Earth,DC,<10
228,Julie Robinson,Public,Neutral,Blue,Black,Female,Yes,10,May-2006,New Earth,DC,<10
229,Amy Allen,Secret,Neutral,Blue,Brown,Female,Yes,37,Nov-2006,New Earth,DC,<100
230,Richard Simpson,Public,Neutral,Blue,Brown,Male,Yes,8,Jul-1988,New Earth,DC,<10
231,Eve Teschmacher,Public,Neutral,Brown,Brown,Female,Yes,1,Jan-2000,New Earth,DC,<10
232,Joshua Hamman,Secret,Neutral,Brown,Brown,Male,Yes,8,Aug-1999,New Earth,DC,<10
233,Cron One-Eye,Secret,Neutral,Brown,Bald,Male,Yes,5,Jan-1994,New Earth,DC,<10
234,Eric Trautmann,Public,Neutral,Brown,Brown,Male,Yes,1,Oct-2006,New Earth,DC,<10
235,Gerald McWilliams,Public,Neutral,Blue,Blond,Male,No,2,Apr-1996,New Earth,DC,<10
236,Pytor Orloff,Secret,Neutral,Green,Black,Male,Yes,4,Dec-1987,New Earth,DC,<10
237,Gemma Masters,Public,Neutral,Brown,Black,Female,Yes,7,Apr-1988,New Earth,DC,<10
238,Durvella Cwion,Public,Neutral,Blue,Blond,Female,Yes,3,Dec-2010,New Earth,DC,<10
239,Ronel,Public,Neutral,Brown,Blond,Male,Yes,1,May-1990,New Earth,DC,<10
240,Claire Montgomery,Public,Neutral,Green,Red,Female,Yes,9,Apr-1990,New Earth,DC,<10
241,Delaken,Public,Neutral,Black,Brown,Male,Yes,7,Mar-1990,New Earth,DC,<10
242,Duela Dent,Secret,Neutral,Purple,Red,Female,No,45,Aug-1976,Earth-3,DC,<100
243,Legless Master,Secret,Neutral,Blue,Black,Male,No,2,Jan-1998,New Earth,DC,<10
244,Michael Akins,Public,Neutral,Brown,Black,Male,Yes,54,Jan-2001,New Earth,DC,<100
245,Beast With No Name,Public,Neutral,Black,Red,Male,Yes,9,Jan-1966,New Earth,DC,<10
246,Martina Mericloinka,Public,Neutral,Brown,Black,Female,Yes,3,Feb-1992,New Earth,DC,<10
247,Katherine Webb,Secret,Neutral,Blue,Black,Female,Yes,7,Aug-2008,New Earth,DC,<10
248,Pi\u00f1ata,Non-dual,Neutral,Blue,No,Female,Yes,4,Sep-2006,New Earth,DC,<10
249,Mama Madame,Public,Neutral,White,White,Female,Yes,6,Feb-1984,New Earth,DC,<10
250,Lady Sapphire,Public,Neutral,Blue,Black,Female,Yes,11,Sep-1983,New Earth,DC,<100
251,Aphrodite,Public,Neutral,Blue,Blond,Female,Yes,104,Dec-1941,New Earth,DC,<250
252,Louis Erikson,Public,Neutral,Red,Brown,Male,No,1,Sep-2004,New Earth,DC,<10
253,"Arthur Curry, Jr.",Public,Neutral,Blue,Blond,Male,No,54,Oct-1965,New Earth,DC,<100
254,Zirral,Public,Neutral,Brown,Blond,Female,Yes,11,Aug-1985,New Earth,DC,<100
255,Delirium,Secret,Neutral,Blue,Black,Female,Yes,17,Nov-1990,New Earth,DC,<100
256,Mnemosyne,Public,Neutral,Blue,Blond,Female,Yes,17,Sep-1981,New Earth,DC,<100
257,Lawrence Jordan,Secret,Neutral,Brown,Brown,Male,No,100,Feb-1942,New Earth,DC,<100
258,Onassis Sklar,Secret,Neutral,Blue,Brown,Male,Yes,1,Jun-1995,New Earth,DC,<10
259,Robert Mason,Secret,Neutral,Black,Black,Male,Yes,1,Feb-1941,New Earth,DC,<10
260,Tekla,Secret,Neutral,Brown,Brown,Female,No,1,Jan-2006,New Earth,DC,<10
261,Tes Ak-Var,Public,Neutral,Brown,Red,Female,No,2,Aug-2009,New Earth,DC,<10
262,Martin Lewis,Public,Neutral,Brown,Black,Male,Yes,7,Oct-1997,New Earth,DC,<10
263,Kirigi,Public,Neutral,Green,White,Male,Yes,2,Mar-1989,New Earth,DC,<10
264,Snake-Oil,Public,Neutral,Brown,Black,Male,Yes,19,Apr-1967,New Earth,DC,<100
265,Susan King,Secret,Neutral,Green,Blond,Female,Yes,18,Sep-1987,New Earth,DC,<100
266,Chu Jung Impostor,Secret,Neutral,White,Blond,Male,Yes,1,Jan-2010,New Earth,DC,<10
